Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Depreciation & Amortization,150385.0,254587.0,579333.0,3113342.0,1344433.0,1169444.0,0.0,180349.0,223460.0,333749.0
Stock-based compensation,306698.0,394209.0,277539.0,2368685.0,1634162.0,2908269.0,0.0,3592090.0,597672.0,445411.0
Operating Cash Flow,4275440.0,59083606.0,3556780.0,-19076030.0,-29126749.0,-35612075.0,0.0,-16010005.0,-5169768.0,-1482053.0
Capital Expenditure,46192.0,33690.0,1847.0,39001.0,1114448.0,1239666.0,0.0,183830.0,-366629.0,-96080.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Investment purchases and sales,1400000.0,400000.0,0.0,0.0,-333334.0,0.0,0.0,0.0,0.0,494000.0
Investing Cash flow,953808.0,-1833690.0,-39224.0,-27828.0,-1524966.0,-1292367.0,0.0,27158261.0,-398740.0,326576.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-20338.0,-167527.0
Issuance (buybacks) of shares,-475681.0,-2722587.0,-1525685.0,-7100285.0,87984.0,41303750.0,0.0,7198373.0,6614052.0,3421143.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-100000.0,0.0,0.0
Financing Cash Flow,-4548373.0,-55994235.0,-9144491.0,20791112.0,3191695.0,60724904.0,0.0,11075242.0,6349172.0,3229482.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,680875.0,2795006.0,-5626935.0,1687254.0,-27460020.0,23820462.0,0.0,0.0,780664.0,2074005.0
Free Cash Flow,4229248.0,59049916.0,3554933.0,-19115031.0,-30241197.0,-36851741.0,0.0,-16193835.0,-5536397.0,-1578133.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0374,-0.0546
