date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,6740000.0,26659000.0,35402000.0,24295000.0,10749000.0
,GeneralAndAdministrativeExpenses,7089000.0,8287000.0,7926000.0,5117000.0,3072000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,13829000.0,33446000.0,0.0,0.0,0.0
,costAndExpenses,13829000.0,33446000.0,43328000.0,29439000.0,13846000.0
,interestExpense,0.0,15000.0,23000.0,17000.0,16000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1203000.0,854000.0,859000.0,27000.0,25000.0
,EBITDA,-12626000.0,-32592000.0,-41528000.0,-28498000.0,-13435000.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-13829000.0,-33446000.0,-43328000.0,-29439000.0,-13846000.0
,operatingIncomeRatio,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,175000.0,13515000.0,112000.0,-375000.0,-484000.0
,incomeBeforeTax,-14004000.0,-46961000.0,-43440000.0,-29064000.0,-13362000.0
,incomeBeforeTaxRatio,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,124000.0,638000.0,103000.0,29000.0,0.0
,netIncome,-14128000.0,-47599000.0,-43543000.0,-29093000.0,-13362000.0
,netIncomeRatio,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-14.2995951417004,-112.740407389863,-111.673772961882,-131.791619479049,-93.3752620545073
,EPSDiluted,-14.2995951417004,-112.740407389863,-111.673772961882,-131.791619479049,-93.3752620545073
,weightedAverageShsOut,988000.0,422200.0,389912.5,220750.0,143100.0
,weightedAverageShsOutDil,988000.0,422200.0,389912.5,220750.0,143100.0
