date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,27825000.0,39455000.0,34012000.0,15138000.0,15684000.0,15385000.0,10136000.0,82085000.0,-72000.0,-6498000.0,-108649000.0,-65588000.0,11824000.0,23972000.0,23656000.0,27683000.0,26287000.0,22108000.0,20146000.0,17223000.0,13471000.0,12408000.0,11000000.0,9600000.0,9600000.0,8800000.0,7300000.0,6600000.0
,depreciationAndAmortization,3292000.0,3001000.0,2810000.0,2402000.0,2304000.0,2386000.0,3662000.0,4893000.0,4476000.0,4923000.0,5822000.0,6654000.0,7175000.0,6581000.0,7531000.0,7232000.0,7124000.0,7269000.0,2535000.0,3337000.0,2931000.0,2475000.0,5000000.0,1900000.0,2200000.0,2200000.0,1200000.0,2400000.0
,deferredIncomeTax,-646000.0,6436000.0,9840000.0,21571000.0,8421000.0,8756000.0,5563000.0,-70376000.0,0.0,0.0,47882000.0,-35478000.0,-7441000.0,-664000.0,-459000.0,1075000.0,1125000.0,0.0,-1385000.0,-848000.0,-461000.0,-738000.0,-700000.0,-300000.0,-300000.0,0.0,1400000.0,0.0
,stockBasedCompensation,2089000.0,2516000.0,2257000.0,1181000.0,657000.0,613000.0,295000.0,-445000.0,291000.0,951000.0,1062000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,2215821000.0,76192000.0,-247162000.0,-103354000.0,-149503000.0,-57436000.0,-14455000.0,105889000.0,-64271000.0,175254330.0,359394735.0,369393019.0,-232199859.0,-180203339.0,-71701949.0,-245097165.0,-245893765.0,-214795610.0,-299993688.0,-1264457709.0,-146000.0,965839000.0,-44000000.0,-27600000.0,-119300000.0,-685300000.0,0.0,400000.0
,accountsReceivables,-17692000.0,-6318000.0,1218000.0,-4492000.0,-53000.0,-3949000.0,-581000.0,8764000.0,8381000.0,7400000.0,2781000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,6118000.0,6863000.0,1390000.0,1582000.0,967000.0,-2668000.0,-20001000.0,8877000.0,8119000.0,-3092000.0,4789000.0,-16020000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,913000.0,-2214908000.0,-2291100000.0,-2043938000.0,-1940584000.0,-1791081000.0,-1733645000.0,-1719190000.0,-1825079000.0,-1760808000.0,-1936062330.0,-2295457065.0,-2664850084.0,-2432650225.0,-2252446886.0,-2180744937.0,-1935647772.0,-1689754007.0,-1474958397.0,-1174964709.0,89493000.0,89639000.0,-876200000.0,-832200000.0,-804600000.0,-685300000.0,0.0,0.0
,otherNonCashItems,7853000.0,5492000.0,3359000.0,5176000.0,4920000.0,11673000.0,6367000.0,15995000.0,28546000.0,16980000.0,-35000.0,5668000.0,31827000.0,1873000.0,1453000.0,-15777000.0,-24691000.0,37517000.0,1327000.0,-28853000.0,-2517000.0,28320000.0,-8500000.0,-14400000.0,700000.0,-500000.0,6700000.0,-300000.0
,netCashProvidedByOperatingActivites,25987000.0,52637000.0,54907000.0,37105000.0,27255000.0,21137000.0,-6307000.0,35256000.0,43303000.0,29303000.0,69177000.0,30683000.0,41688000.0,13882000.0,37598000.0,10356000.0,10062000.0,63204000.0,13098000.0,-459000.0,13589000.0,39952000.0,8000000.0,-3800000.0,12900000.0,11200000.0,16200000.0,9100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-3921000.0,-4377000.0,-1895000.0,-1055000.0,-1986000.0,-1280000.0,-1097000.0,-1798000.0,-1049000.0,-800000.0,-927000.0,-1084000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,-36000000.0,0.0,-181000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-65229000.0,-159544000.0,-76465000.0,-343470000.0,-210681000.0,-196082000.0,-336232000.0,-630415000.0,-571153000.0,-244851000.0,-160808000.0,-211217000.0,-126600000.0,-294579000.0,-171044000.0,-195936000.0,-214275000.0,-274165000.0,-281348000.0,-162351000.0,-91201000.0,-64100000.0,-133300000.0,-57100000.0,0.0,-47700000.0,-52000000.0,-78200000.0
,salesMaturitiesOfInvestments,66060000.0,233050000.0,135304000.0,349851000.0,388077000.0,129687000.0,322236000.0,575774000.0,303502000.0,125449000.0,241217000.0,403963000.0,316686000.0,214257000.0,169125000.0,158354000.0,164733000.0,244261000.0,216163000.0,161703000.0,55461000.0,76959000.0,107200000.0,80800000.0,63400000.0,51100000.0,33800000.0,54600000.0
,otherInvestingActivites,3169000.0,7491000.0,5691000.0,3857000.0,8430000.0,19376000.0,24091000.0,44578000.0,41900000.0,-359000.0,-647000.0,0.0,-117025000.0,-127751000.0,-59342000.0,-196076000.0,-188781000.0,-258922000.0,-166879000.0,-166583000.0,-117687000.0,-54116000.0,-27100000.0,-54800000.0,-138500000.0,-41700000.0,-26300000.0,-21400000.0
,netCashUsedForInvestingActivites,-103808000.0,42212000.0,-25841000.0,-132487000.0,-123072000.0,-32196000.0,-66133000.0,9581000.0,-59094000.0,95942000.0,317945000.0,284114000.0,28124000.0,-214581000.0,-71177000.0,-243450000.0,-244563000.0,-294744000.0,-239618000.0,-171354000.0,-156762000.0,-42985000.0,-55500000.0,-34400000.0,-77300000.0,-39800000.0,-45800000.0,-46000000.0
