Date,2019-01-01,2018-01-02,2017-01-03,2015-12-29,2014-12-30,2013-12-31,2013-01-01,2012-01-03,2010-12-28
Revenue,457841000.0,456492000.0,487474000.0,455451000.0,403741000.0,350924000.0,300410000.0,256066000.0,220832000.0
Revenue Growth,0.003,-0.0636,0.0703,0.1281,0.1505,0.1682,0.1732,0.1596,
Cost of Revenue,336423000.0,335725000.0,364860000.0,327149000.0,280289000.0,240010000.0,204812000.0,173922000.0,149214000.0
Gross Profit,121418000.0,120767000.0,122614000.0,128302000.0,123452000.0,110914000.0,95598000.0,82144000.0,71618000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,95112000.0,91623000.0,111566000.0,87544000.0,73934000.0,71066000.0,58404000.0,51671000.0,48952000.0
Operating Expenses,125176000.0,154617000.0,190142000.0,149369000.0,104537000.0,96662000.0,79546000.0,70128000.0,67787000.0
Operating Income,-3758000.0,-33850000.0,-67528000.0,-21067000.0,18915000.0,14252000.0,16052000.0,12016000.0,3831000.0
Interest Expense,4305000.0,3839000.0,2916000.0,1432000.0,365000.0,2196000.0,5028000.0,6132000.0,1819000.0
Earnings before Tax,-8689000.0,-37689000.0,-70444000.0,-22499000.0,18550000.0,11432000.0,8378000.0,5609000.0,2012000.0
Income Tax Expense,-248000.0,-207000.0,1233000.0,-8734000.0,7122000.0,4767000.0,3215000.0,1780000.0,-366000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-8441000.0,-37482000.0,-71677000.0,-13765000.0,11428000.0,6665000.0,5163000.0,3829000.0,2378000.0
Preferred Dividends,0.0,7967000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-8441000.0,-45449000.0,-71677000.0,-13765000.0,11428000.0,6665000.0,5163000.0,3829000.0,2378000.0
EPS,-0.2,-1.2,-2.58,-0.48,0.38,0.25,0.22,0.16,0.1
EPS Diluted,-0.2,-1.2,-2.58,-0.48,0.37,0.24,0.22,0.16,0.09
Weighted Average Shs Out,43922066.0,41118836.0,27863861.0,27707917.0,29789242.0,29474824.0,,,
Weighted Average Shs Out (Dil),42329556.0,37759497.0,27808708.0,28938901.0,29717304.0,26406904.0,23238984.0,23237698.0,24386059.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.2652,0.2646,0.2515,0.2817,0.3058,0.3161,0.3182,0.3208,0.3243
EBITDA Margin,0.04,-0.02,-0.081,0.015,0.108,0.098,0.1,0.102,0.08
EBIT Margin,-0.0096,-0.0742,-0.1385,-0.0463,0.0468,0.0388,0.0446,0.0459,0.0173
Profit Margin,-0.018,-0.1,-0.147,-0.03,0.028,0.019,0.017,0.015,0.011
Free Cash Flow margin,-0.0196,-0.0366,-0.0382,-0.0123,-0.0181,-0.0308,-0.051,-0.0083,-0.0105
EBITDA,18488000.0,-9237000.0,-39394000.0,6735000.0,43702000.0,34251000.0,30125000.0,26242000.0,17763000.0
EBIT,-4384000.0,-33850000.0,-67528000.0,-21067000.0,18915000.0,13628000.0,13406000.0,11741000.0,3831000.0
Consolidated Income,-8441000.0,-37482000.0,-71677000.0,-13765000.0,11428000.0,6665000.0,5163000.0,3829000.0,2378000.0
Earnings Before Tax Margin,-0.019,-0.0826,-0.1445,-0.0494,0.0459,0.0326,0.0279,0.0219,0.0091
Net Profit Margin,-0.0184,-0.0821,-0.147,-0.0302,0.0283,0.019,0.0172,0.015,0.0108
