date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY
,revenue,1960100000.0,1914800000.0,2273200000.0,2220200000.0,2114600000.0,2063500000.0,1973600000.0
,costOfRevenue,966500000.0,899800000.0,1182000000.0,1234900000.0,1243400000.0,1273200000.0,1201500000.0
,grossProfit,993600000.0,1015000000.0,1091200000.0,985300000.0,871200000.0,790300000.0,772100000.0
,grossProfitRatio,0.5069129126065,0.530081470649676,0.480028154143938,0.443788847851545,0.411992811879315,0.382990065422825,0.391214025131739
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,429900000.0,444700000.0,475800000.0,477700000.0,448500000.0,431100000.0,419400000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,21700000.0,7700000.0,13400000.0,3300000.0,6800000.0,6500000.0,300000.0
,operatingExpenses,429900000.0,534700000.0,475800000.0,477700000.0,448500000.0,431100000.0,419400000.0
,costAndExpenses,1396400000.0,1434500000.0,1657800000.0,1712600000.0,1691900000.0,1704300000.0,1620900000.0
,interestExpense,144300000.0,139100000.0,95900000.0,57200000.0,40200000.0,28800000.0,1000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,99600000.0,89800000.0,79100000.0,70300000.0,64000000.0,76500000.0,67900000.0
,EBITDA,663300000.0,570100000.0,694500000.0,577900000.0,486700000.0,435700000.0,420600000.0
,EBITDARatio,0.338401101984593,0.297733444746188,0.305516452577864,0.260291865597694,0.230161732715407,0.211146110976496,0.213113092825294
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,563700000.0,480300000.0,615400000.0,507600000.0,422700000.0,359200000.0,352700000.0
,operatingIncomeRatio,0.287587367991429,0.250835596406935,0.270719690304417,0.228628051526889,0.199895961411142,0.174073176641628,0.178708958248885
,totalOtherIncomeExpensesNet,4800000.0,-37300000.0,-7500000.0,-15100000.0,-13400000.0,-30500000.0,-11400000.0
,incomeBeforeTax,424200000.0,303900000.0,512000000.0,435300000.0,369100000.0,299900000.0,343600000.0
,incomeBeforeTaxRatio,0.216417529717872,0.158711092542302,0.225233151504487,0.196063417710116,0.174548377943819,0.145335594863097,0.174098094852047
,incomeTaxExpense,120400000.0,62200000.0,123300000.0,132800000.0,122300000.0,113600000.0,116700000.0
,netIncome,207500000.0,124000000.0,380800000.0,295600000.0,239300000.0,178400000.0,226900000.0
,netIncomeRatio,0.105861945819091,0.0647587215374974,0.167517156431462,0.133141158454193,0.113165610517356,0.0864550520959535,0.114967571949737
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.71,0.99,2.8,2.01,1.52,1.11,1.415783
,EPSDiluted,1.7,0.98,2.78,1.99,1.51,1.1,1.415783
,weightedAverageShsOut,121600000.0,125500000.0,135800000.0,146700000.0,157000000.0,160600000.0,160264620.0
,weightedAverageShsOutDil,122100000.0,126400000.0,136800000.0,148200000.0,158000000.0,161600000.0,160264620.0
