date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,708990000.0,985562000.0,857278000.0,730130000.0,880961000.0,849059000.0,712277000.0,653018000.0,520519000.0,109818000.0,115513000.0,147972000.0,121728000.0,87774000.0,45394000.0,25556000.0
,depreciationAndAmortization,321533000.0,302455000.0,228609000.0,0.0,12000.0,10198000.0,6906000.0,7118000.0,7118000.0,90639000.0,45776000.0,39554000.0,33256000.0,31528000.0,29357000.0,26898000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50153000.0,35239000.0,17824000.0,15424000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,106283000.0,1565724000.0,-3170685000.0,3039089000.0,-3108226000.0,203055000.0,491712000.0,-397287000.0,-27933000.0,0.0,-78767000.0,-104127000.0,-86550000.0,-40382000.0,-33656000.0,52163000.0
,accountsReceivables,0.0,-99374000.0,-13141000.0,-25180000.0,34000.0,-17531000.0,-19271000.0,-23834000.0,-23834000.0,-54142000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,164631000.0,-323748000.0,-231670000.0,-173003000.0,-359000.0,-470000.0,-2668000.0,-35000.0,-35000.0,6909000.0,-18306000.0,-113104000.0,-98520000.0,-45516000.0,7456000.0,6090000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,362368000.0,-1203356000.0,1967329000.0,-1071760000.0,2036466000.0,1833411000.0,1341699000.0,1738986000.0,1766919000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,184462000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46675000.0,19364000.0,24948000.0,17885000.0,36082000.0,34158000.0
,netCashProvidedByOperatingActivites,1110336000.0,-336593000.0,-330153000.0,-387141000.0,354000.0,294917000.0,244668000.0,54354000.0,54354000.0,-122431000.0,104252000.0,88180000.0,73409000.0,88644000.0,49076000.0,119724000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-280154000.0,-310383000.0,-231983000.0,-251507000.0,-249416000.0,-522587000.0,-235894000.0,-138460000.0,-146028000.0,-137200000.0,-86800000.0,-103415000.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,-134000000.0,-619000000.0,-2099000000.0,-224000000.0,-65000000.0,0.0,-92000000.0,-12000000.0,-2255000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-27238000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621000.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3712000.0,-2471000.0,-130134000.0,-53637000.0,-34835000.0,-28611000.0
,netCashUsedForInvestingActivites,-858115000.0,-548789000.0,-781867000.0,-2185880000.0,-506652000.0,-633110000.0,-1521104000.0,-236034000.0,-64435000.0,-1618726000.0,-104056000.0,-135953000.0,-130766000.0,-70714000.0,-95293000.0,-28611000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-351914000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119304000.0,-180665000.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51917000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1250000.0,-25262000.0,0.0,0.0,0.0,0.0
,dividendsPaid,-113230000.0,-234271000.0,-275783000.0,-216151000.0,-388000.0,-313091000.0,-271685000.0,-63990000.0,-63990000.0,0.0,-27282000.0,-80913000.0,-34792000.0,-12805000.0,-7000000.0,-2840000.0
,otherFinancingActivites,2202000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323000.0,741000.0,1034000.0,4122000.0,301834000.0,300877000.0
,netCashUsedProvidedByFinancingActivities,-354401000.0,-332356000.0,152503000.0,1434065000.0,-329558000.0,-158038000.0,841118000.0,-105146000.0,-305330000.0,1474972000.0,-29275000.0,290896000.0,58379000.0,-38128000.0,50412000.0,-93752000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-60155000.0,20402000.0,39207000.0,-98419000.0,35441000.0,111724000.0,71427000.0,-15381000.0,-4612000.0,24463000.0,19356000.0,-119000.0,-344000.0,-995000.0,-1056000.0,2499000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
