date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,3397000000.0,3869000000.0,4129000000.0,4513000000.0,4552000000.0,4468000000.0,4874000000.0,5069000000.0,5059000000.0,5862000000.0,5663000000.0,5624000000.0,4782138610.0,4166113500.0,4135852230.0,4094853360.0,3917499040.0,4042640000.0,4322357700.0,4233990960.0
,costOfRevenue,1767000000.0,1858000000.0,1943000000.0,2066000000.0,2093000000.0,1981000000.0,2202000000.0,2312000000.0,2224000000.0,2624000000.0,2588000000.0,2539000000.0,2160600680.0,1912116000.0,1916589550.0,2021274480.0,1864904720.0,1907360000.0,2064947100.0,1906397100.0
,grossProfit,1630000000.0,2011000000.0,2186000000.0,2447000000.0,2459000000.0,2487000000.0,2672000000.0,2757000000.0,2835000000.0,3238000000.0,3075000000.0,3085000000.0,2621537930.0,2253997500.0,2219262680.0,2073578880.0,2052594320.0,2135280000.0,2257410600.0,2327593860.0
,grossProfitRatio,0.479835148660583,0.519772551046782,0.529426011140712,0.542211389319743,0.540202108963093,0.556624888093107,0.548215018465326,0.543894259222726,0.560387428345523,0.55237120436711,0.542998410736359,0.548541963015647,0.548193631300871,0.541031227305737,0.536591385906454,0.506386602327562,0.523955283470854,0.528189499930738,0.522263717322608,0.549739921976593
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,13000000.0,14000000.0,14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,986000000.0,1025000000.0,1193000000.0,1240000000.0,1195000000.0,1315000000.0,1162000000.0,2111000000.0,0.0,0.0,0.0,2075241930.0,1803702250.0,1802257710.0,1591797240.0,1877417360.0,1960560000.0,2122065300.0,2381275800.0
,SellingAndMarketingExpenses,0.0,704000000.0,847000000.0,980000000.0,996000000.0,975000000.0,1050000000.0,1117000000.0,177000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,230000000.0,128000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000000.0,25000000.0,23000000.0,24000000.0,14000000.0,8000000.0,87000000.0,80000000.0,0.0
,operatingExpenses,1402000000.0,1649000000.0,1817000000.0,2123000000.0,2176000000.0,2059000000.0,2241000000.0,2177000000.0,2216000000.0,2012000000.0,2373000000.0,2360000000.0,1948910980.0,1679656750.0,1679248900.0,1537749360.0,1821110480.0,1909600000.0,2063084550.0,2315205720.0
,costAndExpenses,3169000000.0,3507000000.0,3760000000.0,4189000000.0,4269000000.0,4040000000.0,4443000000.0,4489000000.0,4440000000.0,4636000000.0,4961000000.0,4899000000.0,4109511660.0,3591772750.0,3595838450.0,3559023840.0,3686015200.0,3816960000.0,4128031650.0,4221602820.0
,interestExpense,107000000.0,67000000.0,42000000.0,99000000.0,74000000.0,61000000.0,82000000.0,82000000.0,75000000.0,97000000.0,109000000.0,122000000.0,89000000.0,95000000.0,94000000.0,84000000.0,96000000.0,80000000.0,131000000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,317000000.0,389000000.0,253000000.0,313000000.0,2912000000.0,1200000000.0,401000000.0,309000000.0,317000000.0,257000000.0,246000000.0,232000000.0,682870.0,-1008500.0,-8166560.0,301040880.0,325850000.0,367360000.0,414727800.0,483137460.0
,EBITDA,545000000.0,751000000.0,622000000.0,637000000.0,3195000000.0,1628000000.0,832000000.0,889000000.0,936000000.0,1483000000.0,948000000.0,957000000.0,673309820.0,573332250.0,531847220.0,836870400.0,557333840.0,593040000.0,609053850.0,495525600.0
,EBITDARatio,0.160435678539888,0.1941070043939,0.150641801889077,0.141147795258143,0.70188927943761,0.364368845120859,0.170701682396389,0.175379759321365,0.185016801739474,0.252985329239168,0.167402436870916,0.170163584637269,0.140796801370841,0.13761801016703,0.12859434777243,0.204371274481976,0.142267766835241,0.146696218312786,0.140907785119219,0.11703511053316
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,228000000.0,362000000.0,369000000.0,324000000.0,283000000.0,428000000.0,431000000.0,580000000.0,619000000.0,1226000000.0,702000000.0,725000000.0,672626950.0,574340750.0,540013780.0,535829520.0,231483840.0,225680000.0,194326050.0,12388140.0
,operatingIncomeRatio,0.0671180453341183,0.0935642284828121,0.0893678856866069,0.071792599157988,0.062170474516696,0.0957923008057296,0.0884283955683217,0.114420990333399,0.122356196876853,0.209143636983965,0.123962564012008,0.128911806543385,0.140654005426246,0.137860082304527,0.130568925089473,0.130854385466932,0.0590896992281075,0.0558249064967447,0.0449583453030738,0.002925877763329
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,354000000.0,232000000.0,498000000.0,421000000.0,-2557000000.0,-433000000.0,305000000.0,382000000.0,434000000.0,1155000000.0,670000000.0,660000000.0,581805240.0,468448250.0,466004330.0,466090320.0,171006080.0,129920000.0,-47184600.0,-459049410.0
,incomeBeforeTaxRatio,0.104209596702973,0.0599638149392608,0.120610317268104,0.0932860624861511,-0.561731107205624,-0.096911369740376,0.0625769388592532,0.0753600315644111,0.0857877050800553,0.197031729785056,0.118311848843369,0.117354196301565,0.121662144795088,0.112442507867344,0.11267431815377,0.113823445926767,0.0436518498802236,0.0321374151544535,-0.0109164033323758,-0.108420026007802
,incomeTaxExpense,44000000.0,-34000000.0,-92000000.0,13000000.0,-222000000.0,-81000000.0,63000000.0,87000000.0,148000000.0,199000000.0,146000000.0,198000000.0,170717500.0,131105000.0,11229020.0,123787080.0,62041840.0,75040000.0,63947550.0,-67446540.0
,netIncome,310000000.0,264000000.0,588000000.0,406000000.0,-2337000000.0,823000000.0,471000000.0,538000000.0,326000000.0,957000000.0,1297000000.0,425000000.0,290219750.0,283892750.0,445587930.0,643925280.0,88109840.0,54880000.0,-111132150.0,-391602870.0
,netIncomeRatio,0.0912569914630556,0.0682346859653657,0.14240736255752,0.0899623310436517,-0.513400702987698,0.184198746642793,0.0966352072219943,0.106135332412705,0.0644396125716545,0.163254861821904,0.22903054917888,0.0755689900426743,0.0606882764529487,0.0681433067053982,0.107737874861163,0.157252341754187,0.0224913494809689,0.013575287435933,-0.0257110025854639,-0.0924902470741222
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.398970398970399,0.33976833976834,0.756,0.499139414802065,-2.868,1.012,0.581,0.666,0.405321397488499,2.392,1.619,0.532,0.364140213299875,0.356291101907631,0.559,0.782,0.110746405228758,0.069,-0.139,-0.492809
