date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY,1993-03-31_FY,1992-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-37817000.0,-29528000.0,-26273000.0,-33864000.0,-26339000.0,-24013000.0,-18881000.0,-22677000.0,-19574000.0,-16837000.0,-15899000.0,-14399000.0,-15909000.0,-13633000.0,-13825000.0,-23025000.0,-16037000.0,-11536000.0,-22225000.0,-25722000.0,-22458000.0,-8594000.0,-7470000.0,-8538000.0,-6000000.0,-8487000.0,-4591000.0,-3800000.0,-4100000.0,-8700000.0
,depreciationAndAmortization,381000.0,265000.0,258000.0,274000.0,292000.0,270000.0,254000.0,254000.0,350000.0,365000.0,344000.0,342000.0,2717000.0,2175000.0,977000.0,257000.0,4294000.0,1602000.0,13241000.0,11664000.0,10926000.0,11060000.0,10601000.0,9227000.0,1650000.0,1909000.0,1450000.0,-1000000.0,-700000.0,-700000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,2096000.0,562000.0,473000.0,2304000.0,1296000.0,1116000.0,1077000.0,516000.0,383000.0,2376000.0,4009000.0,2273000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-6411000.0,2450000.0,1872000.0,-4050000.0,9877000.0,-13735000.0,4952000.0,9960000.0,-9684000.0,5075000.0,-3472000.0,2011000.0,-1940000.0,-2112000.0,5058000.0,-3990000.0,7772000.0,35235000.0,-32759000.0,-13643000.0,-3357000.0,-3937000.0,8701000.0,-33741000.0,40969000.0,2600000.0,-2300000.0,4300000.0,-900000.0,100000.0
,accountsReceivables,-6000.0,-11000.0,-2000.0,3000.0,148000.0,52000.0,52000.0,-31000.0,-121000.0,138000.0,-102000.0,-109000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3300000.0,0.0,0.0,0.0,0.0,100000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3043000.0,-1116000.0,1830000.0,2740000.0,-3318000.0,-1559000.0,570000.0,-13800000.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,129000.0,-68000.0,-98000.0,-79000.0,130000.0,9000.0,-533000.0,43000.0,128000.0,304000.0,-141000.0,252000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5600000.0,0.0,0.0,0.0,1000000.0,900000.0
,otherWorkingCapital,4901000.0,11312000.0,8862000.0,6990000.0,11040000.0,1163000.0,14898000.0,9946000.0,-14000.0,9670000.0,4595000.0,8067000.0,6056000.0,7996000.0,10108000.0,5050000.0,9040000.0,1268000.0,-33967000.0,-1208000.0,12435000.0,15792000.0,19729000.0,11028000.0,44769000.0,3800000.0,1200000.0,3500000.0,-800000.0,100000.0
,otherNonCashItems,9783000.0,15475000.0,15076000.0,14128000.0,13602000.0,10070000.0,8518000.0,7644000.0,6820000.0,-13576000.0,110000.0,4266000.0,6526000.0,5537000.0,3128000.0,0.0,0.0,1750000.0,3821000.0,3168000.0,369000.0,-404000.0,-10532000.0,-4284000.0,-360000.0,108000.0,320000.0,2000000.0,1400000.0,5500000.0
,netCashProvidedByOperatingActivites,-13428000.0,-13708000.0,-12193000.0,-10466000.0,-9514000.0,-12568000.0,-10121000.0,-15767000.0,-11400000.0,-7514000.0,-6761000.0,-6378000.0,-7133000.0,-5283000.0,-5276000.0,-3701000.0,-7639000.0,-6584000.0,-10133000.0,-4302000.0,-7654000.0,-2595000.0,-7897000.0,158000.0,-70000.0,-5736000.0,-2833000.0,-3400000.0,-2900000.0,-5200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-5729000.0,-1599000.0,-1726000.0,-1006000.0,0.0,-906000.0,-72000.0,-167000.0,-3226000.0,-4140000.0,-1184000.0,-119000.0,-93000.0,-1105000.0,-22000.0,-68000.0,-8000.0,-140000.0,-638000.0,-1583000.0,-1252000.0,-4835000.0,-7308000.0,-2114000.0,-1430000.0,-358000.0,-1506000.0,-400000.0,-200000.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1000000.0,0.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4500000.0,-8819000.0,0.0,0.0,0.0,-2142000.0,0.0,0.0,-525000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,8819000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-3109000.0,-904000.0,0.0,0.0,0.0,0.0,0.0,0.0,-63000.0,0.0,0.0,0.0,-235000.0,-250000.0,0.0,0.0,2132000.0,-1173000.0,-1451000.0,-3877000.0,-915000.0,-7786000.0,9975000.0,-785000.0,8090000.0,-1999000.0,-1862000.0,-1700000.0,-1600000.0,0.0
