date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,revenue,-555041000.0,1551292000.0,1427584000.0,1406612000.0,811556000.0,328044000.0,475861000.0,200749000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,-555041000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,508630000.0,294173000.0,122793000.0,80180000.0,95337000.0,46652000.0,21493000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,-222843000.0,-45206000.0,55592000.0,10164000.0,72787000.0,100072000.0,103675000.0
,operatingExpenses,0.0,570000000.0,655000000.0,301000000.0,200000000.0,100000000.0,-259000000.0,-193000000.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,-584469000.0,933751000.0,606433000.0,460865000.0,373424000.0,274013000.0,140708000.0,15024000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,-1340768000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,2.41561974700968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-1340768000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,2.41561974700968,0.417522297542951,0.652220815027347,0.840516076928108,0.765969323127424,0.825745936520711,0.977293789573006,1.32315976667381
,totalOtherIncomeExpensesNet,-2797000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,-1340768000.0,647699000.0,931100000.0,1182280000.0,621627000.0,270881000.0,465056000.0,265623000.0
,incomeBeforeTaxRatio,2.41561974700968,0.417522297542951,0.652220815027347,0.840516076928108,0.765969323127424,0.825745936520711,0.977293789573006,1.32315976667381
,incomeTaxExpense,16916000.0,41766000.0,-73431000.0,167628000.0,38911000.0,-11001000.0,22957000.0,0.0
,netIncome,-1357684000.0,563296000.0,963967000.0,957533000.0,504453000.0,268636000.0,352877000.0,265949000.0
,netIncomeRatio,2.44609677483285,0.363114101020311,0.675243628395947,0.680737118693712,0.621587419722114,0.818902342368707,0.741554781753495,1.3247836850993
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-3.26631905744945,1.35,2.82,3.17,2.11845856840213,1.34,2.59,2.1
,EPSDiluted,-3.26631905744945,1.34,2.81,3.15,2.1152242355815,1.32,2.53,2.06
,weightedAverageShsOut,415661782.0,408789642.0,341268923.0,302238065.0,238122665.0,200739809.0,136472865.0,126539024.0
,weightedAverageShsOutDil,415661782.0,408990107.0,343137361.0,304381388.0,238486772.0,202907605.0,139565709.0,128684127.0
