date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,170483000.0,224884000.0,178847000.0,195040000.0,147584000.0,134506000.0,103778000.0,79400000.0,90000000.0,78000000.0,58900000.0,66000000.0,25400000.0,39300000.0,27500000.0,26800000.0,32500000.0,581000.0,2670000.0
,depreciationAndAmortization,99578000.0,96705000.0,98492000.0,79278000.0,70428000.0,63306000.0,62529000.0,65400000.0,57500000.0,33200000.0,30700000.0,27600000.0,22900000.0,14400000.0,15300000.0,14200000.0,7200000.0,6453000.0,4475000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,2193000.0,2532000.0,3203000.0,2520000.0,2719000.0,3484000.0,3539000.0,3600000.0,2700000.0,2100000.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,0.0
,changeInWorkingCapital,-6511000.0,12181000.0,-10329000.0,26688000.0,-20000000.0,9078000.0,9740000.0,-18400000.0,-500000.0,20000000.0,-12100000.0,42300000.0,-43400000.0,-3900000.0,-10000000.0,300000.0,37400000.0,-989000.0,-137000.0
,accountsReceivables,4188000.0,-6399000.0,4715000.0,-8939000.0,-10080000.0,1419000.0,-3717000.0,1919000.0,-135000.0,-12051000.0,1149000.0,388000.0,1529000.0,728000.0,-4263000.0,-2338000.0,-102000.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,-14000.0
,accountsPayables,2208000.0,5823000.0,6497000.0,8699000.0,-16000.0,6396000.0,-3245000.0,3821000.0,-1811000.0,1409000.0,2487000.0,-1956000.0,2805000.0,-770000.0,761000.0,1305000.0,84000.0,0.0,0.0
,otherWorkingCapital,14247000.0,20758000.0,8577000.0,18906000.0,-7782000.0,12218000.0,3140000.0,-6600000.0,11800000.0,12300000.0,-7700000.0,4400000.0,-37900000.0,5500000.0,9400000.0,19400000.0,19100000.0,0.0,0.0
,otherNonCashItems,4622000.0,-29995000.0,5899000.0,-17315000.0,4584000.0,5611000.0,13036000.0,4700000.0,10700000.0,4500000.0,6400000.0,-12400000.0,5200000.0,2100000.0,1600000.0,900000.0,2000000.0,-136000.0,-2737000.0
,netCashProvidedByOperatingActivites,315627000.0,297061000.0,295213000.0,238487000.0,243548000.0,231442000.0,185256000.0,183100000.0,161400000.0,93100000.0,103200000.0,68200000.0,63700000.0,59100000.0,45900000.0,42600000.0,15900000.0,5909000.0,4271000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-59283000.0,-30112000.0,-47300000.0,-44810000.0,-103823000.0,-67016000.0,-79959000.0,-52101000.0,-42861000.0,-39337000.0,-60629000.0,-153744000.0,-213303000.0,-9957000.0,-9107000.0,-131795000.0,-2977000.0,-6771000.0,-6758000.0
,acquisitionsNet,0.0,0.0,-5000000.0,0.0,-44000000.0,-154000000.0,-119000000.0,0.0,0.0,0.0,-36000000.0,-121000000.0,-171000000.0,0.0,0.0,-128000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-103000.0,0.0,-55032000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,1089000.0,0.0,225657000.0,-286170000.0,174470000.0,-86075000.0,-79696000.0,-49070000.0,-42861000.0,-39337000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22526000.0,2487000.0
,netCashUsedForInvestingActivites,-59750000.0,-46260000.0,-52343000.0,-286273000.0,-143030000.0,-148075000.0,-79696000.0,-49070000.0,-42861000.0,-39337000.0,-60629000.0,-147379000.0,-213267000.0,-9632000.0,-9107000.0,-131795000.0,-6214000.0,-29297000.0,-4271000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-836602000.0,-2471000.0,-6000.0,-9382000.0,-3995000.0,-962000.0,0.0,-1344000.0,-3238000.0,-3150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,114771000.0,52110000.0,125870000.0,0.0,0.0,73444000.0,0.0,75815000.0,0.0,133301000.0,104000.0,0.0,0.0,45100000.0,0.0,0.0,0.0
,commonStockRepurchased,-698000.0,-1470000.0,114771000.0,52110000.0,122349000.0,-3555000.0,-3577000.0,67800000.0,-4900000.0,74200000.0,-2700000.0,132700000.0,-700000.0,-1100000.0,-600000.0,44500000.0,145200000.0,0.0,0.0
,dividendsPaid,-174443000.0,-273225000.0,-264979000.0,-234575000.0,-192037000.0,-169063000.0,-154670000.0,-139500000.0,-122800000.0,-91500000.0,-84400000.0,-61200000.0,-52400000.0,-48000000.0,-43700000.0,-35000000.0,-6200000.0,0.0,0.0
,otherFinancingActivites,6069000.0,0.0,-359321000.0,16953000.0,-229292000.0,-56761000.0,-107636000.0,-125199000.0,-111207000.0,-44497000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30082000.0,0.0
,netCashUsedProvidedByFinancingActivities,-247174000.0,-240559000.0,-247601000.0,51905000.0,-111074000.0,-72736000.0,-110466000.0,-132895000.0,-119682000.0,-50916000.0,-44644000.0,76423000.0,144564000.0,-50658000.0,-45774000.0,90646000.0,2757000.0,30082000.0,0.0
