date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY
,revenue,990634000.0,1043862000.0,1058800000.0,640345000.0,475256000.0,373967000.0,284478000.0,265358000.0,139859000.0,128798000.0,121519000.0,120535000.0,133823000.0,116382000.0,104583000.0,101909000.0,103778000.0,73099000.0,55285000.0,48151000.0,39440000.0,36256000.0,33800000.0,4817000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,262936000.0,297637000.0,308248000.0,192732000.0,152690000.0,142847000.0,113668000.0,114799000.0,57324000.0,54834000.0,52081000.0,52693000.0,51118000.0,40854000.0,39196000.0,38008000.0,34533000.0,23001000.0,20703000.0,17246000.0,14129000.0,13509000.0,12300000.0,10506000.0
,SellingAndMarketingExpenses,7090000.0,8458000.0,5930000.0,3682000.0,2948000.0,2522000.0,2830000.0,2358000.0,1502000.0,1849000.0,3328000.0,3252000.0,3093000.0,3338000.0,4237000.0,2445000.0,3102000.0,2050000.0,1657000.0,1470000.0,1507000.0,1096000.0,1200000.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182000.0,278000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,771000000.0,732000000.0,421000000.0,320000000.0,267000000.0,247000000.0,247000000.0,120000000.0,115000000.0,128000000.0,120000000.0,136000000.0,136000000.0,143000000.0,123000000.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,149100000.0,283617000.0,241070000.0,106306000.0,57282000.0,36925000.0,29934000.0,28918000.0,19894000.0,18573000.0,21324000.0,26440000.0,37720000.0,53642000.0,66888000.0,50859000.0,29400000.0,12982000.0,12060000.0,17201000.0,26244000.0,26034000.0,21600000.0,20880000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,29688000.0,19181000.0,23646000.0,13008000.0,12416000.0,10043000.0,9406000.0,9408000.0,1296000.0,1245000.0,1426000.0,1849000.0,2185000.0,7168000.0,8435000.0,10294000.0,11564000.0,7105000.0,3691000.0,2545000.0,2209000.0,3335000.0,3400000.0,1390000.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.258085226228859,0.517277187980787,0.534784661881375,0.282613278779408,0.436299594323901,0.261918832410346,0.29582603927193,0.142562123621673,0.262178336753445,0.202231401108713,0.119701445864433,0.22702949350811,0.269281065287731,0.289409015139798,0.26957536119637,0.289012746666143,0.312648152787681,0.220974295133996,0.318259925838835,0.313389130028452,0.293331643002028,0.241008384819064,0.174556213017751,1.3676562175628
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,255668000.0,539966000.0,566230000.0,180970000.0,207354000.0,97949000.0,84156000.0,37830000.0,36668000.0,26047000.0,14546000.0,27365000.0,36036000.0,33682000.0,28193000.0,29453000.0,32446000.0,16153000.0,17595000.0,15090000.0,11569000.0,8738000.0,5900000.0,6588000.0
,incomeBeforeTaxRatio,0.258085226228859,0.517277187980787,0.534784661881375,0.282613278779408,0.436299594323901,0.261918832410346,0.29582603927193,0.142562123621673,0.262178336753445,0.202231401108713,0.119701445864433,0.22702949350811,0.269281065287731,0.289409015139798,0.26957536119637,0.289012746666143,0.312648152787681,0.220974295133996,0.318259925838835,0.313389130028452,0.293331643002028,0.241008384819064,0.174556213017751,1.3676562175628
,incomeTaxExpense,29899000.0,112925000.0,118976000.0,87939000.0,67382000.0,31835000.0,25472000.0,10152000.0,11414000.0,6159000.0,2807000.0,6873000.0,10175000.0,9904000.0,8566000.0,9258000.0,11204000.0,5136000.0,6344000.0,5563000.0,4087000.0,2866000.0,2000000.0,2346000.0
,netIncome,225769000.0,427041000.0,447254000.0,93031000.0,139972000.0,66114000.0,58684000.0,27678000.0,25254000.0,19888000.0,11739000.0,20492000.0,25861000.0,23778000.0,19627000.0,20195000.0,21242000.0,11017000.0,11251000.0,9527000.0,7482000.0,5872000.0,3900000.0,4242000.0
,netIncomeRatio,0.227903544598712,0.409097179512234,0.422415942576502,0.14528262108707,0.294519164408235,0.176791000275425,0.206286602127405,0.104304373714001,0.180567571625709,0.154412335595273,0.0966021774372732,0.170008711162733,0.193247797463814,0.20430994483683,0.187669124045017,0.198166992120421,0.204686927865251,0.150713416052203,0.203509089264719,0.197856742331416,0.189705882352941,0.161959399823477,0.115384615384615,0.880631098193897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.09767181207044,2.04,1.96,0.590621869894073,1.0716955043349,0.601541412337604,0.731091977385533,0.344815686559825,0.577599817283226,0.520251661800948,0.313436216811246,0.536985491538784,0.671054020847695,0.611143821278908,0.48,0.49,0.49,0.3,0.329422,0.279783,0.221119,0.17148,0.090253,0.115595
,EPSDiluted,1.09767181207044,2.03,1.95,0.588341056056733,1.06657960010534,0.599242161784453,0.731091977385533,0.343680746290112,0.57709824881737,0.519974275287161,0.313428300052369,0.536648802640987,0.66814212026987,0.606169669230664,0.48,0.49,0.49,0.29,0.32491,0.275271,0.218863,0.17148,0.090253,0.115595
,weightedAverageShsOut,205679874.0,205679874.0,224299488.0,157513639.0,130607994.0,109907645.0,80268970.0,80268970.0,43722313.0,38227653.0,37452596.0,38161180.0,38537881.0,38907372.0,40889583.0,41214286.0,43351020.0,36723333.0,34153721.0,34051342.0,33836963.0,34243032.0,43212000.0,36696960.0
,weightedAverageShsOutDil,205679874.0,206131628.0,224816996.0,158124270.0,131234462.0,110329353.0,80268970.0,80534043.0,43760313.0,38248046.0,37453542.0,38185122.0,38705837.0,39226641.0,40889583.0,41214286.0,43351020.0,37989655.0,34628078.0,34609561.0,34185798.0,34243032.0,43212000.0,36696960.0
