date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-490979000.0,-307063000.0,-121949000.0,-63708000.0,-41324000.0,-35504000.0,-26758000.0,-26854000.0
,depreciationAndAmortization,149660000.0,133623000.0,26095000.0,18764000.0,8315000.0,4226000.0,1756000.0,610000.0
,deferredIncomeTax,-16459000.0,-55745000.0,0.0,0.0,0.0,-108000.0,0.0,0.0
,stockBasedCompensation,360936000.0,264318000.0,93273000.0,49619000.0,24225000.0,8877000.0,3978000.0,2157000.0
,changeInWorkingCapital,-97387000.0,1078971000.0,460400000.0,-4938000.0,183644000.0,72881000.0,22173000.0,1252000.0
,accountsReceivables,-81303000.0,-51357000.0,-58234000.0,-15280000.0,-8254000.0,-10506000.0,-4300000.0,-3239000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,10060000.0,17255000.0,6980000.0,5433000.0,1714000.0,658000.0,1227000.0,-1401000.0
,otherWorkingCapital,-68910000.0,1814109000.0,735138000.0,274738000.0,279676000.0,96032000.0,23151000.0,978000.0
,otherNonCashItems,93992000.0,31372000.0,21398000.0,1139000.0,94000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,32654000.0,14048000.0,7983000.0,-3260000.0,10091000.0,-18762000.0,-17360000.0,-22622000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-67290000.0,-24655000.0,-26818000.0,-26486000.0,-10618000.0,-5170000.0,-3452000.0
,acquisitionsNet,0.0,123000000.0,-31000000.0,-23000000.0,-9000000.0,-2000000.0,0.0,0.0
,purchasesOfInvestments,-1636590000.0,-2038422000.0,-279687000.0,-293186000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,1183459000.0,697171000.0,195497000.0,115877000.0,0.0,0.0,0.0,3000000.0
,otherInvestingActivites,0.0,0.0,0.0,3118000.0,-7439000.0,0.0,-170000.0,0.0
,netCashUsedForInvestingActivites,-845855000.0,-1285792000.0,-139419000.0,-223630000.0,-42425000.0,-12379000.0,-5340000.0,-452000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-10784000.0,-11046000.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,1408113000.0,980000000.0,0.0,0.0,225707000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,-100000.0,-2000.0,-20810000.0,-4000.0,-5069000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-8778000.0,-6289000.0,-74060000.0,-1108000.0,-5643000.0,-694000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,1493311000.0,1020145000.0,515819000.0,36437000.0,229164000.0,107349000.0,612000.0,65612000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,40000.0,0.0,163000.0,74000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,680150000.0,-251599000.0,384546000.0,-190379000.0,196830000.0,76208000.0,-22088000.0,42538000.0
,cashAtEndOfPeriod,933885000.0,253735000.0,505334000.0,115286000.0,305665000.0,108835000.0,32627000.0,54715000.0
,cashAtBeginningOfPeriod,253735000.0,505334000.0,120788000.0,305665000.0,108835000.0,32627000.0,54715000.0,12177000.0
,operatingCashFlow,32654000.0,14048000.0,7983000.0,-3260000.0,10091000.0,-18762000.0,-17360000.0,-22622000.0
,capitalExpenditure,-59133000.0,-67290000.0,-24655000.0,-26818000.0,-26486000.0,-10618000.0,-5170000.0,-3452000.0
,freeCashFlow,-26479000.0,-53242000.0,-16672000.0,-30078000.0,-16395000.0,-29380000.0,-22530000.0,-26074000.0
