date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-30_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-127000000.0,84000000.0,283000000.0,-258000000.0,128000000.0,142000000.0,431000000.0,91000000.0,172000000.0,365000000.0,605000000.0,310000000.0,-573000000.0,70000000.0,280845242.793411,-334438830.721543,-34934899.429351,-146024186.247368,89971517.045563,94992226.03299,183024415.471824,112577775.092693,48088521.479171,17482788.259958,70801353.619381,220737253.46433,53374174.148497,-83591744.405094,-125144864.673485,-128048473.183391,-254033981.270302
,depreciationAndAmortization,283000000.0,293000000.0,308000000.0,321000000.0,348000000.0,359000000.0,384000000.0,376000000.0,385000000.0,376000000.0,395000000.0,405000000.0,463000000.0,471000000.0,243865620.2814,586769924.229378,311419676.576771,310922246.042089,266915501.394262,181985107.224965,156020812.937646,158128320.893719,119617682.459219,100600958.071279,104301994.308231,107069564.4842,101850718.255665,120599545.625801,133747948.859166,146241152.249135,161539557.847813
,deferredIncomeTax,-45000000.0,-16000000.0,13000000.0,-207000000.0,9000000.0,-56000000.0,-201000000.0,-8000000.0,-1000000.0,40000000.0,-174000000.0,157000000.0,-42000000.0,-73000000.0,20988434.282773,-205269342.173239,-62882818.972832,-62581793.995851,19993670.242837,-15998690.938328,50006670.890297,68325818.701539,603621.888607,1398623.340321,-32100613.689434,104870189.89662,9295502.351432,0.0,-69224817.466562,-57077032.00692,-110532339.829981
,stockBasedCompensation,8000000.0,9000000.0,8000000.0,6000000.0,7000000.0,5000000.0,4000000.0,5000000.0,5000000.0,3000000.0,5000000.0,8000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,977000000.0,-54000000.0,-110000000.0,101000000.0,49000000.0,22000000.0,-624000000.0,111000000.0,39000000.0,-57000000.0,-156000000.0,519000000.0,9000000.0,54467575.497593,458020017.924139,51144810.458016,92020506.042598,43411650.424726,-13046803.842594,-41052177.978303,98507618.880494,92625407.909507,-241994497.000313,141792696.996455,-263974267.003057,49861916.585994,130939068.576977,144838677.157193,-174849413.432193,132476514.067541,76861563.515101
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,7000000.0,-16000000.0,-24000000.0,21000000.0,14000000.0,-84000000.0,-29000000.0,-8000000.0,5000000.0,2000000.0,39000000.0,261000000.0,-85000000.0,0.0,38978520.933425,-15019708.110901,-63880958.956528,2980085.134604,26991455.304229,-15998690.938328,-16002134.711571,11787202.502192,-91649881.068434,18182099.930119,9500181.698774,-67480818.241807,17791391.620351,10573657.599277,1600573.564123,25989541.522491,44894368.131868
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1729000000.0,752000000.0,806000000.0,916000000.0,815000000.0,766000000.0,744000000.0,1368000000.0,1257000000.0,1218000000.0,1275000000.0,1431000000.0,912000000.0,903000000.0,848532424.502407,390512406.578268,339367596.120252,247347090.077654,203935439.652928,216982243.495522,258034421.473825,159526802.593331,66901394.683824,308895891.684137,167103194.687682,431077461.690739,381215545.104745,250276476.527768,105437799.370575,280287212.802768,147810698.735227
,otherNonCashItems,49000000.0,0.0,-1000000.0,2000000.0,-2000000.0,4000000.0,3000000.0,-2000000.0,-13000000.0,369000000.0,-2000000.0,157000000.0,12000000.0,133000000.0,0.857927,-39051240.74393,-8983259.853262,-6953532.237791,-999682.400544,0.628149,0.0,-24273646.199416,-33098585.169299,-22377968.553459,-206403947.022767,15495594.98497,-31484764.856776,12069929.168864,4001435.09048,799679.065744,3507371.794872
,netCashProvidedByOperatingActivites,411000000.0,442000000.0,554000000.0,449000000.0,465000000.0,453000000.0,634000000.0,411000000.0,551000000.0,883000000.0,1166000000.0,792000000.0,197000000.0,606000000.0,212882693.033631,-9011824.522128,101810279.168816,268207688.33332,429863916.255375,456962603.801555,391052166.055352,225055657.895645,161871194.51485,75425743.535989,125502399.299475,385690363.663025,127538289.15491,14364213.699043,-67624243.115657,-15593724.913495,66539867.129726
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-175000000.0,-255000000.0,-195000000.0,-182000000.0,-347000000.0,-289000000.0,-236000000.0,-242000000.0,-236000000.0,-144000000.0,-153000000.0,-106000000.0,-163000000.0,-50000000.0,-92948781.743308,-140183940.933356,-169683798.060126,-173838316.740825,-141955060.947336,-178985352.831066,-161021480.493498,-147739599.400689,-673339904.464808,-92209220.125786,-259004951.838879,-277920997.873744,-173116236.283312,-80599199.758873,-59821446.105429,-80467620.242215,-172763149.664801
,acquisitionsNet,0.0,0.0,0.0,-8000000.0,-46000000.0,0.0,-546000000.0,-287000000.0,-299000000.0,-295000000.0,185000000.0,0.0,-12000000.0,573000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-161022087.786803,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
