date,,2021-12-31_FY,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,2836000.0,-8813000.0,-871800.0,-2138480.0,-5565156.0
,depreciationAndAmortization,12676000.0,10134000.0,3070497.0,2913866.0,4299943.0
,deferredIncomeTax,289000.0,-84000.0,80166.0,-207726.0,26542.0
,stockBasedCompensation,5396000.0,6502000.0,3215661.0,2463599.0,1487295.0
,changeInWorkingCapital,-10789000.0,-11810000.0,-820690.0,3335547.0,-987768.0
,accountsReceivables,-620000.0,394000.0,765079.0,1479297.0,41745.0
,inventory,-104000.0,92000.0,-46651.0,-137159.0,0.0
,accountsPayables,-10366000.0,-11878000.0,-1372239.0,2149660.0,-1541430.0
,otherWorkingCapital,0.0,-118000.0,-529345.0,248347.0,511917.0
,otherNonCashItems,2926000.0,3179000.0,2944153.0,445668.0,1020786.0
,netCashProvidedByOperatingActivites,13334000.0,-892000.0,7617987.0,6812474.0,281642.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2928000.0,-2589000.0,0.0,0.0,0.0
,acquisitionsNet,-12582000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-7636000.0,-28880000.0,-4158159.0,-13628249.0,-902211.0
,netCashUsedForInvestingActivites,-23146000.0,-31469000.0,-4158159.0,-13628249.0,-902211.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-20166000.0,-430444.0,-11741029.0,-18917383.0
,commonStockIssued,2731000.0,0.0,0.0,0.0,1972065.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-14437000.0,-11382000.0,-6109087.0,-4102410.0,-1485727.0
,otherFinancingActivites,11187000.0,64970000.0,7961732.0,33499976.0,20275024.0
,netCashUsedProvidedByFinancingActivities,-519000.0,33422000.0,1422201.0,17656537.0,1843979.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-254000.0,-130000.0,639622.0,-730511.0,-338058.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-10585000.0,931000.0,5521651.0,10110251.0,885352.0
,cashAtEndOfPeriod,10340000.0,20925000.0,19994134.0,14472483.0,4362232.0
,cashAtBeginningOfPeriod,20925000.0,19994000.0,14472483.0,4362232.0,3476880.0
,operatingCashFlow,13334000.0,-892000.0,7617987.0,6812474.0,281642.0
,capitalExpenditure,-10564000.0,-7752000.0,-2558159.0,-1028249.0,-697211.0
,freeCashFlow,2770000.0,-8644000.0,5059828.0,5784225.0,-415569.0
