date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,3183365000.0,3066262000.0,2871922000.0,2259389000.0,1811711000.0,1613883000.0,1459586000.0,0.0,699736000.0
,costOfRevenue,2314762000.0,2189621000.0,2070631000.0,1594883000.0,1264376000.0,1124564000.0,1052208000.0,0.0,461236000.0
,grossProfit,868603000.0,876641000.0,801291000.0,664506000.0,547335000.0,489319000.0,407378000.0,0.0,238500000.0
,grossProfitRatio,0.272856866868864,0.285898921879474,0.279008622100461,0.294108717002694,0.30210944240003,0.30319360201452,0.279105170918329,0.0,0.340842832153841
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,453032000.0,394925000.0,371795000.0,321987000.0,269893000.0,246417000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-1000.0,174000.0,-371000.0,-304000.0,607000.0,-1434000.0,-2254000.0,0.0,183000.0
,operatingExpenses,584662000.0,509823000.0,484042000.0,400214000.0,339399000.0,324369000.0,0.0,0.0,0.0
,costAndExpenses,2899424000.0,2699444000.0,2554673000.0,1995097000.0,1603775000.0,1448933000.0,1402742000.0,0.0,652566000.0
,interestExpense,43130000.0,51987000.0,57399000.0,46729000.0,54913000.0,61747000.0,81939000.0,0.0,32823000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,131630000.0,114898000.0,112247000.0,78227000.0,69506000.0,77952000.0,96564000.0,50477000.0,30687000.0
,EBITDA,415571000.0,481716000.0,429496000.0,342519000.0,277442000.0,242902000.0,153408000.0,0.0,77857000.0
,EBITDARatio,0.130544565263487,0.157102034985921,0.149550022598107,0.151598064786542,0.153138110879715,0.150507812524204,0.105103776002236,0.0,0.111266248985332
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,283941000.0,366818000.0,317249000.0,264292000.0,207936000.0,164950000.0,56844000.0,0.0,47170000.0
,operatingIncomeRatio,0.0891952383719743,0.119630351222433,0.110465743846804,0.116974987485555,0.114773272337586,0.102206913388393,0.0389452899657848,0.0,0.0674111379148707
,totalOtherIncomeExpensesNet,18198000.0,-8904000.0,-38303000.0,-143016000.0,-59129000.0,11962000.0,-16757000.0,0.0,-18901000.0
,incomeBeforeTax,259009000.0,305927000.0,221547000.0,74547000.0,93894000.0,115165000.0,-41852000.0,0.0,-4554000.0
,incomeBeforeTaxRatio,0.0813632743967468,0.0997719699099425,0.077142415427717,0.0329943183754546,0.0518261466646722,0.0713589522908414,-0.0286738842384073,0.0,-0.00650816879508843
,incomeTaxExpense,61966000.0,62808000.0,67232000.0,-12623000.0,28494000.0,30004000.0,-8154000.0,0.0,-1847000.0
,netIncome,197043000.0,243020000.0,153905000.0,86927000.0,68175000.0,81765000.0,-35742000.0,0.0,-2707000.0
,netIncomeRatio,0.0618977088709589,0.0792561105345858,0.0535895473484308,0.0384736758477624,0.0376301739074278,0.05066352393575,-0.0244877657089065,0.0,-0.00386860187270628
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,3.05464607943447,3.77,2.4,1.39,1.12,1.36,-0.83,-1.542601,-0.047274
,EPSDiluted,3.05464607943447,3.68,2.32,1.32,1.06,1.29,-0.83,-1.573,-0.047274
,weightedAverageShsOut,63845000.0,64506000.0,64123000.0,62437000.0,60759000.0,59965000.0,42897000.0,57262377.0,57262377.0
,weightedAverageShsOutDil,65350000.0,66004000.0,66341000.0,65773000.0,64452000.0,63207000.0,42897000.0,57262377.0,57262377.0
