Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,726737.0,72178.0,150306.0,623044.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,726737.0,72178.0,150306.0,623044.0
Receivables,4191246.0,47269.0,0.0,0.0
Inventories,1965433.0,0.0,0.0,0.0
Total current assets,9659617.0,82178.0,165886.0,811411.0
Property Plant & Equipment Net,5761332.0,0.0,0.0,0.0
Goodwill and Intangible Assets,9736154.0,0.0,0.0,0.0
Long-term investments,0.0,40407026.0,50109326.0,50023363.0
Tax assets,205863.0,581000.0,328000.0,84000.0
Total non-current assets,17432028.0,40407026.0,50109326.0,50023363.0
Total assets,32852977.0,40489204.0,50275212.0,50834774.0
Payables,821289.0,126784.0,19922.0,27707.0
Short-term debt,508832.0,140500.0,140500.0,140500.0
Total current liabilities,4188340.0,661936.0,243069.0,211495.0
Long-term debt,145381.0,0.0,0.0,0.0
Total debt,654213.0,140500.0,140500.0,140500.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,12534.0,0.0,0.0,0.0
Deposit Liabilities,2338336.0,0.0,0.0,0.0
Total non-current liabilities,145381.0,581000.0,328000.0,84000.0
Total liabilities,32850987.0,31030816.0,40243069.0,40211495.0
Other comprehensive income,0.0,10807708,10807708,10857228
Retained earnings (deficit),15267660.0,-1349576.0,-775821.0,-234205.0
Total shareholders equity,1990.0,9458388.0,10032143.0,10623279.0
Investments,0.0,40407026.0,50109326.0,50023363.0
Net Debt,-72524.0,68322.0,-9806.0,-482544.0
Other Assets,5761332.0,0.0,0.0,0.0
Other Liabilities,28517266.0,29787880.0,39672000.0,39916000.0
