date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-33369.0,-37589000.0,-35358000.0,-29105000.0,-29832000.0
,depreciationAndAmortization,1426000.0,683000.0,764000.0,2553000.0,2543000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,1583000.0,1612000.0,1178000.0,692000.0,1168000.0
,changeInWorkingCapital,30629000.0,-21497000.0,9137000.0,-2521000.0,-24934000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-1472000.0,1764000.0,98000.0,-34000.0,172000.0
,otherWorkingCapital,21205000.0,-9424000.0,12073000.0,2936000.0,5457000.0
,otherNonCashItems,-65322631.0,21974000.0,-4843000.0,1262000.0,25369000.0
,netCashProvidedByOperatingActivites,-31718000.0,-34817000.0,-29122000.0,-27119000.0,-25686000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-8487000.0,-11760000.0,-5490000.0,-1244000.0,-287000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,225000.0
,purchasesOfInvestments,0.0,-3476000.0,-29788000.0,-8280000.0,0.0
,salesMaturitiesOfInvestments,0.0,17400000.0,16050000.0,8274000.0,30271000.0
,otherInvestingActivites,0.0,0.0,15000.0,22000.0,63000.0
,netCashUsedForInvestingActivites,-8487000.0,2164000.0,-19213000.0,-1228000.0,30272000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,13000.0,0.0,-7350000.0,-5808000.0,-2876000.0
,commonStockIssued,0.0,26782000.0,45604000.0,26623000.0,6642000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,69139000.0,3047000.0,7570000.0,4180000.0,5000.0
,netCashUsedProvidedByFinancingActivities,69152000.0,29829000.0,45824000.0,24995000.0,3771000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,28947000.0,-2824000.0,-2511000.0,-3352000.0,8357000.0
,cashAtEndOfPeriod,35718000.0,6771000.0,9595000.0,11651000.0,15003000.0
,cashAtBeginningOfPeriod,6771000.0,9595000.0,12106000.0,15003000.0,6646000.0
,operatingCashFlow,-31718000.0,-34817000.0,-29122000.0,-27119000.0,-25686000.0
,capitalExpenditure,-8487000.0,-11760000.0,-5490000.0,-1244000.0,-287000.0
,freeCashFlow,-40205000.0,-46577000.0,-34612000.0,-28363000.0,-25973000.0
