date,,2020-03-28_FY,2019-03-30_FY,2018-03-31_FY,2017-04-01_FY,2016-04-02_FY,2015-03-28_FY,2014-03-29_FY,2013-03-30_FY,2012-03-31_FY,2011-04-02_FY,2010-04-03_FY,2009-03-28_FY,2008-03-29_FY,2007-03-31_FY,2006-04-01_FY,2005-04-02_FY,2004-04-03_FY,2003-03-29_FY,2002-03-30_FY,2001-03-31_FY,2000-04-01_FY,1999-04-03_FY,1998-03-28_FY,1997-03-29_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY,1993-03-31_FY,1992-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,76526000.0,55019000.0,45572000.0,-26268000.0,-55579000.0,16897000.0,35100000.0,38800000.0,66886000.0,80000000.0,58400000.0,59300000.0,52000000.0,49109000.0,69100000.0,39600000.0,29300000.0,28400000.0,30000000.0,7236000.0,19000000.0,21100000.0,-24800000.0,33000000.0,35900000.0,33600000.0,31500000.0,24800000.0,18000000.0
,depreciationAndAmortization,110289000.0,109418000.0,89247000.0,89733000.0,89911000.0,86053000.0,81700000.0,65500000.0,49966000.0,48100000.0,43200000.0,36500000.0,31200000.0,27504000.0,25200000.0,27600000.0,30100000.0,28400000.0,25600000.0,24499000.0,24900000.0,24600000.0,22900000.0,12300000.0,13100000.0,13700000.0,10700000.0,8500000.0,7000000.0
,deferredIncomeTax,-6958000.0,13351000.0,-5828000.0,-6800000.0,-1038000.0,4230000.0,-200000.0,600000.0,5878000.0,5800000.0,2600000.0,1600000.0,-900000.0,0.0,-300000.0,4000000.0,1300000.0,4000000.0,-700000.0,2112000.0,-1700000.0,-7300000.0,-300000.0,3600000.0,-3200000.0,900000.0,0.0,3400000.0,400000.0
,stockBasedCompensation,20454000.0,17188000.0,13025000.0,9150000.0,6949000.0,14095000.0,13081000.0,10969000.0,9286000.0,10810000.0,10267000.0,10181000.0,9852000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-11545000.0,203888000.0,-162376000.0,-3685000.0,-66450000.0,-37115000.0,-10800000.0,20515000.0,56285000.0,90500000.0,-39900000.0,27800000.0,-59954000.0,-8646000.0,74600000.0,70100000.0,62700000.0,-25800000.0,8983000.0,18317000.0,-40800000.0,49400000.0,18700000.0,-18400000.0,8900000.0,-32700000.0,-13600000.0,-800000.0,-6400000.0
,accountsReceivables,18863000.0,-38064000.0,5087000.0,3155000.0,-10328000.0,8835000.0,6154000.0,-38080000.0,-10539000.0,-3920000.0,4364000.0,2000.0,-18229000.0,0.0,-10305000.0,1900000.0,-4700000.0,-14200000.0,-3900000.0,0.0,3900000.0,-4100000.0,13300000.0,-11900000.0,0.0,0.0,0.0,0.0,0.0
,inventory,-84721000.0,-39322000.0,14385000.0,-1552000.0,11896000.0,-16932000.0,-12684000.0,-18685000.0,-32528000.0,-2560000.0,-1665000.0,-11236000.0,-2874000.0,-8520000.0,-5501000.0,-900000.0,13600000.0,1400000.0,-13200000.0,6417000.0,0.0,1900000.0,-6600000.0,1600000.0,-200000.0,-13500000.0,-10600000.0,1100000.0,-6700000.0
,accountsPayables,-17308000.0,17736000.0,0.0,21072000.0,-30239000.0,1993000.0,2416000.0,25581000.0,0.0,-18683000.0,5263000.0,0.0,10455000.0,0.0,2550000.0,3100000.0,-500000.0,-1200000.0,900000.0,0.0,-6500000.0,11000000.0,6200000.0,-11000000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,328817000.0,340362000.0,136474000.0,298850000.0,302535000.0,368985000.0,406100000.0,416900000.0,396385000.0,340100000.0,249600000.0,289500000.0,261700000.0,321654000.0,330300000.0,255700000.0,185600000.0,122900000.0,148700000.0,139717000.0,121400000.0,162200000.0,112800000.0,94100000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,62922000.0,44243000.0,1692000.0,97256000.0,114772000.0,19667000.0,21000000.0,17400000.0,64898000.0,8600000.0,22400000.0,13900000.0,6100000.0,7142000.0,6100000.0,500000.0,-300000.0,-2200000.0,3100000.0,0.0,7300000.0,-14800000.0,12800000.0,0.0,100000.0,100000.0,0.0,0.0,-200000.0
,netCashProvidedByOperatingActivites,158217000.0,159281000.0,220350000.0,159738000.0,121865000.0,127178000.0,139500000.0,85100000.0,115318000.0,123500000.0,130700000.0,116400000.0,77700000.0,83563000.0,85600000.0,71200000.0,74600000.0,43700000.0,32200000.0,61010000.0,53500000.0,33700000.0,20400000.0,26700000.0,54800000.0,15600000.0,27000000.0,35900000.0,18800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-48758000.0,-118961000.0,-74799000.0,-76135000.0,-102405000.0,-122220000.0,-73648000.0,-62188000.0,-53198000.0,-46669000.0,-56304000.0,-56379000.0,-57790000.0,-41458000.0,-2588000.0,-21500000.0,-13900000.0,-13500000.0,-21600000.0,-30540000.0,-23300000.0,-22500000.0,-22100000.0,-32000000.0,-19700000.0,-24900000.0,-22900000.0,-17600000.0,-11400000.0
,acquisitionsNet,-25000000.0,0.0,9000000.0,0.0,-3000000.0,0.0,-33000000.0,-535175000.0,0.0,-6000000.0,-78000000.0,-6000000.0,-47000000.0,-33000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-175000000.0,-160000000.0,0.0,0.0,-60984000.0,-39033000.0,0.0,-50000000.0,0.0,-50000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47351000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49726000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,166582000.0,162813000.0,0.0,2822000.0,58621000.0,39485000.0,-31827000.0,50695000.0,0.0,45111000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4597000.0,0.0,0.0,0.0,0.0,-6200000.0,-5200000.0,-1300000.0,0.0,-7000000.0
