date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,revenue,1920737000.0,1981537000.0,1834186000.0,3206766000.0,2517073000.0,2470984000.0,1730196000.0,1714077000.0,1709375000.0,1464685000.0,1331112000.0,1162322000.0,1228932000.0,159215000.0,164306000.0,152943000.0,166509000.0,156615000.0,139238011.0,116612920.0,110590075.0,37900000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9896000.0,8219000.0,0.0,0.0,0.0,-6098754.0,-500000.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464685000.0,1331112000.0,1162322000.0,0.0,0.0,0.0,143047000.0,158290000.0,0.0,0.0,0.0,116688829.0,38400000.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.935296156084293,0.950639304782324,0.0,0.0,0.0,1.05514739003477,1.0131926121372
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1436798000.0,1413505000.0,1324707000.0,2433996000.0,1970627000.0,2073776000.0,1340201000.0,1771191000.0,1263435000.0,1211172000.0,1112481000.0,964144000.0,1101545000.0,0.0,0.0,0.0,0.0,0.0,0.0,125607898.0,169252974.0,48400000.0
,SellingAndMarketingExpenses,38167000.0,81645000.0,69338000.0,114906000.0,97852000.0,97201000.0,71737000.0,81007000.0,86040000.0,104964000.0,88121000.0,73973000.0,62087000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1580000.0,32953000.0,50468000.0,97944000.0,97579000.0,123168000.0,52769000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,1975000000.0,1781000000.0,1700000000.0,1469000000.0,2786000000.0,1807000000.0,1471000000.0,1624000000.0,1385720000.0,1260117000.0,1087914000.0,1163632000.0,186582000.0,145126000.0,134242000.0,109715000.0,91732000.0,97993599.0,125607898.0,175351728.0,51500000.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1385720000.0,1260117000.0,1087914000.0,1163632000.0,186582000.0,145126000.0,144138000.0,117934000.0,91732000.0,97993599.0,125607898.0,169252974.0,51000000.0
,interestExpense,76607000.0,59077000.0,41733000.0,102504000.0,57637000.0,69359000.0,37945000.0,38332000.0,34885000.0,24606000.0,14080000.0,9920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,84115000.0,79466000.0,71495000.0,155488000.0,75898000.0,81997000.0,44747000.0,47152000.0,50985000.0,49281000.0,50180000.0,52974000.0,86931000.0,20331000.0,24066000.0,20452000.0,17091000.0,2167000.0,16012981.0,5975471.0,6098754.0,3100000.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128246000.0,121175000.0,127382000.0,152231000.0,-7036000.0,43246000.0,29257000.0,65666000.0,67050000.0,57257393.0,-3019507.0,-52564145.0,-10000000.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0875587583678402,0.0910329108294418,0.109592694623349,0.123872598321144,-0.0441918160977295,0.263204021764269,0.191293488423792,0.394369073143193,0.428119911885835,0.411219555556564,-0.0258934172988722,-0.475306170106133,-0.263852242744063
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78965000.0,70995000.0,74408000.0,65300000.0,-27367000.0,19180000.0,8805000.0,48575000.0,64883000.0,41244412.0,-8994978.0,-58662899.0,-13100000.0
,operatingIncomeRatio,0.0405599517268632,0.0697004396082435,0.0980364041596654,0.0723460957238539,0.0747932221274472,0.157351888964073,-0.00184256581335294,0.155139471563996,0.0326066544789762,0.0539126160232405,0.0533351062870743,0.0640166838449242,0.0531355681193101,-0.171887070941808,0.116733412048251,0.0575704674290422,0.291725972770241,0.414283433898413,0.296215176472178,-0.0771353465808077,-0.530453560140908,-0.345646437994723
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41369000.0,-11398000.0,-8676000.0,-4698000.0,-6268000.0,-11647000.0,14033393.0,-14476868.0,-9683776.0,0.0
,incomeBeforeTax,77905000.0,138114000.0,179817000.0,231997000.0,188260000.0,388814000.0,-3188000.0,265921000.0,55737000.0,54359000.0,56915000.0,64488000.0,9774000.0,-38765000.0,7004000.0,3092000.0,42307000.0,53236000.0,42444919.0,-17795952.0,-60005860.0,-12800000.0
,incomeBeforeTaxRatio,0.0405599517268632,0.0697004396082435,0.0980364041596654,0.0723460957238539,0.0747932221274472,0.157351888964073,-0.00184256581335294,0.155139471563996,0.0326066544789762,0.037113099403626,0.0427574839682912,0.0554820437021755,0.00795324720977239,-0.24347580315925,0.0426277798741373,0.0202166820318681,0.254082361914371,0.3399163553938,0.304837153986637,-0.152607035309638,-0.542597154401062,-0.337730870712401
,incomeTaxExpense,21303000.0,53171000.0,76120000.0,150268000.0,60252000.0,120496000.0,651000.0,92166000.0,20224000.0,15999000.0,11543000.0,23675000.0,20115000.0,-6267000.0,2614000.0,1048000.0,16457000.0,17140000.0,478567.0,531000.0,406125.0,-200000.0
,netIncome,48908000.0,55707000.0,197520000.0,51475000.0,102477000.0,126788000.0,4135000.0,70924000.0,23864000.0,20137000.0,21162000.0,20025000.0,-29709000.0,-32498000.0,4390000.0,2044000.0,25850000.0,36096000.0,41966352.0,-18326952.0,-60411985.0,-12600000.0
,netIncomeRatio,0.0254631425333088,0.028113025393924,0.10768809706322,0.016051997557664,0.0407127643894317,0.051310732890217,0.00238990264686775,0.041377371028256,0.0139606581352834,0.0137483486210346,0.0158979860447506,0.0172284444413854,-0.0241746492076047,-0.204113933988632,0.0267184399839324,0.013364456039178,0.155246863532902,0.230476008045206,0.301400111209575,-0.15716056162559,-0.546269500224139,-0.33245382585752
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.142037336059385,0.161782814260655,0.6,0.18,0.37,0.52,0.018736095189332,0.37,0.164708805543669,0.173397513174663,0.239676535211906,0.25,-0.28,-0.64,0.0874258175010953,0.0398060332236266,0.47,0.65,0.76,-0.34,-1.17,-0.28
,EPSDiluted,0.142037336059385,0.106199599656849,0.56,0.17,0.36,0.5,0.0125892435797902,0.36,0.0849830311706534,0.172829016255557,0.0925851387770817,0.24,-0.28,-0.64,0.0856451675835967,0.0392578650174778,0.46,0.63,0.74,-0.34,-1.17,-0.28
,weightedAverageShsOut,344332000.0,344332000.0,322141000.0,287378000.0,277073000.0,243460000.0,220697000.0,193694000.0,144886000.0,116132000.0,88294000.0,80350000.0,105771000.0,50466000.0,50214000.0,51349000.0,54978000.0,55345000.0,54991400.0,54296811.0,51482505.0,44495000.0
,weightedAverageShsOutDil,344332000.0,524550000.0,486700000.0,454256000.0,433226000.0,335387000.0,328455000.0,265348000.0,280809000.0,116514000.0,228568000.0,211036000.0,105771000.0,50466000.0,51258000.0,52066000.0,56318000.0,57499000.0,56784436.0,54296811.0,51482505.0,44495000.0
