Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31,2010-12-31
Revenue,3837200000.0,3837000000.0,3858400000.0,3858000000.0,4225100000.0,4225000000.0,5979800000.0,5980000000.0,6421200000.0,6421000000.0,6059500000.0,5808200000.0,0.0
Revenue Growth,0.0000521240552514986,-0.00554634045200083,0.000103680663556247,-0.0868855175025443,0.0000236686390532544,-0.293454630589652,-0.0000334448160535117,-0.0687098984613468,0.0000311477962934122,0.0596583876557472,0.0432664164457147,0.0,0.0
Cost of Revenue,3411100000.0,3411000000.0,3451300000.0,3451000000.0,3811300000.0,3811000000.0,5586600000.0,5587000000.0,5717500000.0,5718000000.0,5434600000.0,5213900000.0,0.0
Gross Profit,426100000.0,426000000.0,407100000.0,407000000.0,413800000.0,414000000.0,393200000.0,393000000.0,703700000.0,704000000.0,624900000.0,594300000.0,0.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
SG&A Expense,416800000.0,417000000.0,408900000.0,409000000.0,390800000.0,391000000.0,450700000.0,451000000.0,492000000.0,492000000.0,425500000.0,379700000.0,0.0
Operating Expenses,416800000.0,417000000.0,408900000.0,409000000.0,390800000.0,391000000.0,450700000.0,451000000.0,492000000.0,492000000.0,425500000.0,379700000.0,0.0
Operating Income,9300000.0,9000000.0,-18300000.0,-2000000.0,20600000.0,23000000.0,-311400000.0,-58000000.0,211700000.0,212000000.0,199400000.0,214600000.0,0.0
Interest Expense,78700000.0,79000000.0,89500000.0,90000000.0,94700000.0,95000000.0,116300000.0,116000000.0,124900000.0,125000000.0,106800000.0,99200000.0,0.0
Earnings before Tax,-38900000.0,-39000000.0,-98100000.0,-98000000.0,-139300000.0,-139000000.0,-636100000.0,-636000000.0,-24700000.0,27000000.0,4600000.0,-60500000.0,0.0
Income Tax Expense,15800000.0,16000000.0,-3700000.0,-4000000.0,-14700000.0,-15000000.0,8300000.0,8000000.0,38800000.0,39000000.0,78600000.0,38600000.0,0.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income,-56600000.0,-57000000.0,-93800000.0,-94000000.0,-121900000.0,-122000000.0,-627600000.0,-628000000.0,-18100000.0,-18000000.0,4000000.0,54500000.0,0.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,300000.0,,300000.0,300000.0,0.0
Net Income Com,-56600000.0,-57000000.0,-93800000.0,-94000000.0,-121900000.0,-122000000.0,-627600000.0,-628000000.0,-18100000.0,-18000000.0,4000000.0,54500000.0,0.0
EPS,-1.13,-1.13,-1.89,-1.89,-2.49,-2.49,-12.86,-12.86,-0.37,-0.37,0.08,1.05,0.0
EPS Diluted,-1.13,-1.13,-1.89,-1.89,-2.49,-2.49,-12.86,-12.86,-0.37,-0.37,0.08,1.02,0.0
Weighted Average Shs Out,50100000.0,50000000.0,49600000.0,50000000.0,48900000.0,49000000.0,48800000.0,49000000.0,49400000.0,49000000.0,49700000.0,51900000.0,0.0
Weighted Average Shs Out (Dil),50100000.0,50000000.0,49600000.0,50000000.0,48900000.0,49000000.0,48800000.0,49000000.0,49400000.0,49000000.0,51100000.0,53700000.0,0.0
Dividend per Share,0.746506986028,,0.717741935484,,0.721881390593,,0.725409836066,,0.54048582996,,0.0,0.0,0.0
Gross Margin,0.111044511623,0.11102423768569,0.105510055982,0.10549507516848,0.0979385103311,0.097988165680473,0.0657547075153,0.065719063545151,0.109590107768,0.10964024295281,0.103127320736,0.10232085672,0.0
EBITDA Margin,0.021682476806,0.029710711493354,0.0175461331122,0.019958527734577,0.0262952356157,0.010887573964497,-0.0311047192214,-0.065886287625418,0.0536192611973,0.044229870736645,0.0519184751217,0.0561619778933,0.0
EBIT Margin,0.00242364223913,0.0099035704977847,-0.00474289861082,-0.0020736132711249,0.00487562424558,-0.0099408284023669,-0.0520753202448,-0.084280936454849,0.0329689154675,0.022737891294191,0.0329070055285,0.0369477635068,0.0
Profit Margin,-0.0147503387887,-0.014855355746677,-0.0243105950653,-0.024364955935718,-0.0288513881328,-0.02887573964497,-0.104953342921,-0.10501672240803,-0.00281878776553,-0.0028033016664071,0.000660120471986,0.00938328569953,0.0
Free Cash Flow margin,-0.0324194725321,,0.0182718225171,,0.0337033442995,,0.00729121375297,,-0.00792686725223,,0.0270649393514,-0.00408043800145,0.0
EBITDA,83200000.0,114000000.0,67700000.0,77000000.0,111100000.0,46000000.0,-186000000.0,-394000000.0,344300000.0,284000000.0,314600000.0,326200000.0,0.0
EBIT,9300000.0,38000000,-18300000.0,-8000000,20600000.0,-42000000,-311400000.0,-504000000,211700000.0,146000000,199400000.0,214600000.0,0.0
Consolidated Income,-56600000.0,-57000000.0,-93800000.0,-94000000.0,-121900000.0,-122000000.0,-627600000.0,-628000000.0,-18100000.0,-18000000.0,4000000.0,54500000.0,0.0
Earnings Before Tax Margin,-0.0101376003336,-0.010164190774042,-0.0254250466515,-0.02540176257128,-0.0329696338548,-0.032899408284024,-0.106374795144,-0.10635451505017,-0.00384663302809,0.0042049524996107,0.000759138542784,-0.0104163079784,0.0
Net Profit Margin,-0.0147503387887,-0.014855355746677,-0.0243105950653,-0.024364955935718,-0.0288513881328,-0.02887573964497,-0.104953342921,-0.10501672240803,-0.00281878776553,-0.0028033016664071,0.000660120471986,0.00938328569953,0.0
