Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Depreciation & Amortization,,,,,,,,,,
Stock-based compensation,4787000.0,3632000.0,7317000.0,9250000.0,9287000.0,11344000.0,3671000.0,-8501000.0,973000.0,30489000.0
Operating Cash Flow,0.0,-4075000.0,11083000.0,18801000.0,14177000.0,85586000.0,149905000.0,215954000.0,189949000.0,131727000.0
Capital Expenditure,0.0,-3387000.0,-1925000.0,-2477000.0,-11429000.0,-14825000.0,-25296000.0,-34492000.0,-27782000.0,-24249000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1500000.0
Investment purchases and sales,-92000.0,47624000.0,17496000.0,55917000.0,-17933000.0,149584000.0,7524000.0,-170035000.0,-66690000.0,-44922000.0
Investing Cash flow,0.0,43684000.0,14741000.0,51287000.0,-32996000.0,115196000.0,-23009000.0,-208048000.0,-94472000.0,-70030000.0
Issuance (repayment) of debt,0.0,0.0,0.0,4141000.0,0.0,0.0,0.0,0.0,-634000.0,-431000.0
Issuance (buybacks) of shares,0.0,4137000.0,1577000.0,545000.0,3108000.0,-189567000.0,3172000.0,-86453000.0,-38853000.0,30066000.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,0.0,-166418000.0,-319000.0,3805000.0,2284000.0,-197227000.0,1868000.0,-67357000.0,-32521000.0,7382000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-14942000.0,-126809000.0,25505000.0,73893000.0,-16535000.0,3555000.0,128764000.0,-59451000.0,62956000.0,69079000.0
Free Cash Flow,-10172000.0,-7462000.0,9158000.0,16324000.0,2748000.0,70761000.0,124609000.0,181462000.0,162167000.0,107478000.0
Net Cash/Marketcap,,,,,,,,,,
