Date,2017-12-31,2017-12,2016-12-25,2016-12,2015-12-27,2015-12,2014-12,2013-12
Revenue,547438000.0,547000000.0,531881000.0,532000000.0,488202000.0,488000000.0,430000000.0,375000000.0
Revenue Growth,0.00080073126142596,0.0284255312748528,-0.000223684210526316,0.0897128647568015,0.000413934426229508,0.134883720930233,0.146666666666667,
Cost of Revenue,451445000.0,451000000.0,422448000.0,422000000.0,389315000.0,389000000.0,344000000.0,302000000.0
Gross Profit,95993000.0,96000000.0,109433000.0,109000000.0,98887000.0,99000000.0,87000000.0,73000000.0
R&D Expenses,0.0,,0.0,,0.0,,,
SG&A Expense,38397000.0,38000000.0,39041000.0,39000000.0,42844000.0,43000000.0,32000000.0,27000000.0
Operating Expenses,43051000.0,43000000.0,43932000.0,44000000.0,47199000.0,47000000.0,35000000.0,30000000.0
Operating Income,52942000.0,53000000.0,65501000.0,66000000.0,51688000.0,52000000.0,52000000.0,43000000.0
Interest Expense,6463000.0,6000000.0,7489000.0,7000000.0,8314000.0,8000000.0,9000000.0,8000000.0
Earnings before Tax,45881000.0,46000000.0,57253000.0,57000000.0,42560000.0,43000000.0,42000000.0,34000000.0
Income Tax Expense,-26125000.0,-26000000.0,19537000.0,20000000.0,16034000.0,16000000.0,16000000.0,10000000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,,
Net Income - Discontinued ops,0.0,,0.0,,0.0,,,
Net Income,72006000.0,72000000.0,37716000.0,38000000.0,26526000.0,27000000.0,26000000.0,24000000.0
Preferred Dividends,0.0,,0.0,,0.0,,,
Net Income Com,72006000.0,72000000.0,37716000.0,38000000.0,26526000.0,27000000.0,26000000.0,24000000.0
EPS,1.95,1.95,1.04,1.04,1.15,1.15,0.73,0.68
EPS Diluted,1.87,1.87,1.0,1.00,0.71,0.71,0.70,0.66
Weighted Average Shs Out,36838000.0,37000000.0,36258000.0,36000000.0,23118000.0,23000000.0,36000000.0,36000000.0
Weighted Average Shs Out (Dil),38524000.0,39000000.0,37684000.0,38000000.0,37464000.0,37000000.0,37000000.0,37000000.0
Dividend per Share,0.0,,0.0,,0.0,,,
Gross Margin,0.175349537299,0.17550274223035,0.205747150208,0.20488721804511,0.202553451235,0.20286885245902,0.20232558139535,0.19466666666667
EBITDA Margin,0.128061990582,0.12614259597806,0.153963010523,0.15037593984962,0.136775351187,0.13319672131148,0.14651162790698,0.144
EBIT Margin,0.0967086683789,0.095063985374771,0.123149727101,0.12218045112782,0.105874207807,0.10450819672131,0.11860465116279,0.112
Profit Margin,0.131532703247,0.13162705667276,0.0709105984233,0.071428571428571,0.0543340666364,0.055327868852459,0.06046511627907,0.064
Free Cash Flow margin,0.0733032781794,,0.101902493227,,0.0928713933986,,,
EBITDA,70106000.0,69000000.0,81890000.0,80000000.0,66774000.0,65000000.0,63000000.0,54000000.0
EBIT,52942000.0,52000000,65501000.0,65000000,51688000.0,51000000,51000000,42000000
Consolidated Income,72006000.0,72000000.0,37716000.0,38000000.0,26526000.0,27000000.0,26000000.0,24000000.0
Earnings Before Tax Margin,0.0838104041006,0.084095063985375,0.10764249898,0.10714285714286,0.0871770291805,0.088114754098361,0.097674418604651,0.090666666666667
Net Profit Margin,0.131532703247,0.13162705667276,0.0709105984233,0.071428571428571,0.0543340666364,0.055327868852459,0.06046511627907,0.064
