date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1343000000.0,4440000000.0,4791000000.0,4910000000.0,3431000000.0,4844000000.0,3032000000.0,4372000000.0,807000000.0,3804000000.0,3488000000.0,2152000000.0,3003000000.0,382000000.0,4202000000.0,3870000000.0,3333000000.0,2898000000.0,3182000000.0,2399000000.0,2934000000.0
,depreciationAndAmortization,2698000000.0,2360000000.0,2207000000.0,2282000000.0,2224000000.0,2084000000.0,1923000000.0,1867000000.0,1858000000.0,1782000000.0,1792000000.0,1747000000.0,1814000000.0,1745000000.0,1748000000.0,1644000000.0,1543000000.0,1549000000.0,1464000000.0,1396000000.0,1173000000.0
,deferredIncomeTax,-858000000.0,100000000.0,758000000.0,1230000000.0,123000000.0,540000000.0,385000000.0,-246000000.0,-1199000000.0,241000000.0,1002000000.0,471000000.0,187000000.0,-249000000.0,279000000.0,477000000.0,289000000.0,317000000.0,162000000.0,638000000.0,-81000000.0
,stockBasedCompensation,796000000.0,915000000.0,634000000.0,584000000.0,591000000.0,574000000.0,536000000.0,513000000.0,547000000.0,524000000.0,519000000.0,430000000.0,516000000.0,447000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1510000000.0,-433000000.0,-717000000.0,721000000.0,-393000000.0,-657000000.0,-3087000000.0,-945000000.0,1431000000.0,103000000.0,2631000000.0,2008000000.0,-892000000.0,-738000000.0,-1552000000.0,-1912000000.0,1787000000.0,1152000000.0,215000000.0,345000000.0,-1617000000.0
,accountsReceivables,-1562000000.0,-717000000.0,-421000000.0,-1022000000.0,-704000000.0,-452000000.0,-523000000.0,-515000000.0,-124000000.0,-657000000.0,-532000000.0,-30000000.0,197000000.0,-380000000.0,-77000000.0,-647000000.0,-686000000.0,-264000000.0,312000000.0,-215000000.0,-913000000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,904000000.0,419000000.0,1034000000.0,592000000.0,461000000.0,-147000000.0,276000000.0,218000000.0,-58000000.0,249000000.0,265000000.0,-107000000.0,87000000.0,-37000000.0,24000000.0,158000000.0,318000000.0,66000000.0,-56000000.0,-470000000.0,317000000.0
,otherWorkingCapital,3200000000.0,1690000000.0,2123000000.0,2840000000.0,2119000000.0,2512000000.0,3169000000.0,6256000000.0,7201000000.0,5770000000.0,5667000000.0,3036000000.0,1028000000.0,1920000000.0,2658000000.0,4210000000.0,6122000000.0,4335000000.0,3183000000.0,2968000000.0,2623000000.0
,otherNonCashItems,0.0,94000000.0,309000000.0,84000000.0,-223000000.0,-238000000.0,252000000.0,-105000000.0,79000000.0,29000000.0,43000000.0,133000000.0,56000000.0,-45000000.0,369000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,10459000000.0,8639000000.0,12711000000.0,1479000000.0,6473000000.0,7430000000.0,5726000000.0,7304000000.0,7216000000.0,7073000000.0,3835000000.0,5285000000.0,8426000000.0,1123000000.0,5589000000.0,5793000000.0,5331000000.0,4646000000.0,5627000000.0,3900000000.0,2742000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,40000000.0,-6380000000.0,-6283000000.0,-5227000000.0,-2965000000.0,-2379000000.0,-2328000000.0,-2065000000.0,-2153000000.0,-2005000000.0,-1389000000.0,-1602000000.0,-2636000000.0,-2820000000.0,-3085000000.0,-2187000000.0,-2127000000.0,-1947000000.0,-1658000000.0,-2372000000.0,-2147000000.0
,acquisitionsNet,-20000000.0,-6000000.0,-2000000.0,-134000000.0,-547000000.0,-1904000000.0,-88000000.0,-22000000.0,-100000000.0,-73000000.0,63000000.0,-9000000.0,0.0,0.0,0.0,-1488000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-254000000.0,-561000000.0,-973000000.0,-1634000000.0,-4816000000.0,-7415000000.0,-3525000000.0,-2948000000.0,-2357000000.0,-4903000000.0,-2490000000.0,-2251000000.0,-3754000000.0,-9061000000.0,-9056000000.0,-7623000000.0,-6322000000.0,-6074000000.0,-2303000000.0,-3361000000.0,-8127000000.0
,salesMaturitiesOfInvestments,360000000.0,883000000.0,886000000.0,1990000000.0,5724000000.0,6388000000.0,3106000000.0,2957000000.0,2985000000.0,4674000000.0,2520000000.0,2545000000.0,3064000000.0,9599000000.0,9538000000.0,10375000000.0,4724000000.0,5909000000.0,2227000000.0,3690000000.0,9345000000.0
,otherInvestingActivites,0.0,-62000000.0,5000000.0,6000000.0,-50000000.0,-25000000.0,-19000000.0,-140000000.0,195000000.0,-257000000.0,401000000.0,0.0,0.0,0.0,-2847000000.0,-2266000000.0,-1877000000.0,-1903000000.0,-2151000000.0,-2411000000.0,-2099000000.0
,netCashUsedForInvestingActivites,-5283000000.0,-6061000000.0,-6330000000.0,-4975000000.0,-2566000000.0,-5309000000.0,-2801000000.0,-2114000000.0,-1335000000.0,-2537000000.0,-654000000.0,-1248000000.0,-3179000000.0,-2199000000.0,-2340000000.0,-975000000.0,-3638000000.0,-1942000000.0,-2133000000.0,-2383000000.0,-875000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-3096000000.0,-2887000000.0,-3939000000.0,-3805000000.0,-2724000000.0,-1694000000.0,-1875000000.0,-16000000.0,-191000000.0,-468000000.0,-3682000000.0,-4534000000.0,-198000000.0,-90000000.0,-589000000.0,-468000000.0,-1245000000.0,-1099000000.0,-1089000000.0,-1168000000.0
