Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Depreciation & Amortization,7549000.0,6115000.0,4868000.0,5644000.0,3122000.0,493000.0,754000.0,828146.0,835361.0
Stock-based compensation,2976000.0,2141000.0,2719000.0,1711000.0,809000.0,45000.0,301000.0,318108.0,388910.0
Operating Cash Flow,-7000000.0,-6205000.0,-16689000.0,-14303000.0,-8146000.0,-5130000.0,-3369000.0,-6452863.0,-6509862.0
Capital Expenditure,-1059000.0,-555000.0,-462000.0,-485000.0,-133000.0,-12000.0,-217000.0,-306846.0,-232222.0
Acquisitions and disposals,-814000.0,-12375000.0,-10499000.0,-11521000.0,-10437000.0,-7591000.0,1111000.0,1047509.0,-222824.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-1873000.0,-12930000.0,-10961000.0,-12006000.0,-10570000.0,-7686000.0,755000.0,429321.0,-600718.0
Issuance (repayment) of debt,8935000.0,3607000.0,12876000.0,7208000.0,860000.0,-880000.0,0.0,-3800000.0,3617162.0
Issuance (buybacks) of shares,0.0,16192000.0,8960000.0,8614000.0,5215000.0,-10000.0,320000.0,-35054.0,16589696.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-792124.0
Financing Cash Flow,8935000.0,19799000.0,21836000.0,30585000.0,16039000.0,14235000.0,320000.0,-3835054.0,19329444.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,62000.0,664000.0,-5814000.0,4276000.0,-2677000.0,1419000.0,-2294000.0,-9858596.0,12218864.0
Free Cash Flow,-8059000.0,-6760000.0,-17151000.0,-14788000.0,-8279000.0,-5142000.0,-3586000.0,-6759709.0,-6742084.0
Net Cash/Marketcap,-0.7316,-0.3722,-0.2948,-0.0524,0.0063,0.0459,0.0425,0.1258,0.3223
