date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY
,revenue,163153000.0,143799000.0,132508000.0,101436000.0,77572000.0,58134000.0,42300000.0,35900000.0,29000000.0,22900000.0,15800000.0,12000000.0,16100000.0,9200000.0,6400000.0,4700000.0,5600000.0,2900000.0,1700000.0,1500000.0,2100000.0,3900000.0,1800000.0,600000.0,100000.0
,costOfRevenue,116880000.0,105680000.0,96832000.0,76375000.0,55566000.0,40955000.0,27300000.0,21800000.0,19100000.0,15100000.0,10900000.0,9200000.0,12700000.0,7800000.0,4400000.0,3500000.0,4300000.0,3000000.0,900000.0,800000.0,1300000.0,3000000.0,1300000.0,500000.0,0.0
,grossProfit,46273000.0,38119000.0,35676000.0,25061000.0,22006000.0,17179000.0,15100000.0,14100000.0,10000000.0,7700000.0,4900000.0,2800000.0,3400000.0,1300000.0,2000000.0,1200000.0,1300000.0,-100000.0,800000.0,600000.0,800000.0,900000.0,600000.0,100000.0,0.0
,grossProfitRatio,0.283617218193965,0.265085292665457,0.269236574395508,0.247062186994755,0.283684834734182,0.295506932259951,0.356973995271868,0.392757660167131,0.344827586206897,0.336244541484716,0.310126582278481,0.233333333333333,0.211180124223602,0.141304347826087,0.3125,0.25531914893617,0.232142857142857,-0.0344827586206897,0.470588235294118,0.4,0.380952380952381,0.230769230769231,0.333333333333333,0.166666666666667,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,4600000.0,1300000.0,1400000.0,0.0,0.0,1000000.0,900000.0,1800000.0,1000000.0,1900000.0,2700000.0,1700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,81558000.0,42468000.0,33347000.0,26777000.0,24048000.0,17156000.0,13000000.0,10800000.0,13700000.0,10400000.0,13000000.0,12500000.0,17000000.0,14700000.0,12100000.0,12000000.0,16800000.0,12200000.0,12600000.0,8600000.0,7500000.0,4200000.0,4100000.0,3100000.0,2500000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,16607000.0,0.0,1018000.0,1079000.0,611682000000.0,413122.0,462775.0,1009265.0,2006265000.0,1570043000.0,1583426000.0,1923491000.0,10597941000.0,13792145000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,66937000.0,37851000.0,26511000.0,23020000.0,17062937.0,14636504.0,13382688.0,16961443.0,12854975.0,16455728.0,16767273.0,20566706.0,16454809.0,13792145.0,13589523.0,18770423.0,14941264.0,16080530.0,8804436.0,7615548.0,4332706.0,4239921.0,3217871.0,2530795.0
,costAndExpenses,202745000.0,173955000.0,141731000.0,105570000.0,80693000.0,58723000.0,41900000.0,35200000.0,36000000.0,28600000.0,27400000.0,25900000.0,33300000.0,24300000.0,18500000.0,17100000.0,22700000.0,17900000.0,17000000.0,9600000.0,8900000.0,7300000.0,5500000.0,3700000.0,2500000.0
,interestExpense,2597000.0,2992000.0,-2162000.0,892000.0,302000.0,256844.0,157205.0,83993.0,35953.0,35953000.0,60942000.0,96992000.0,147200000.0,2984950000.0,2878966000.0,-3100000.0,-4400000.0,-6900000.0,-2000000.0,-1100000.0,-1600000.0,-200000.0,100000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,4307000.0,8009000.0,7829000.0,5956000.0,6430000.0,6895000.0,5480000.0,4580000.0,3440000.0,2580000.0,1810000.0,1670000.0,1930000.0,1750000.0,1700000.0,1600000.0,2680000.0,2740000.0,3430000.0,210000.0,110000.0,90000.0,120000.0,100000.0,70000.0
,EBITDA,-35285000.0,-22147000.0,-1394000.0,1822000.0,3309000.0,6306000.0,5880000.0,5280000.0,-3560000.0,-3120000.0,-9790000.0,-12230000.0,-15170000.0,-13350000.0,-10400000.0,-10800000.0,-14320000.0,-12360000.0,-11870000.0,-7990000.0,-6690000.0,-3310000.0,-3580000.0,-3000000.0,-2330000.0
