date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,revenue,473087000.0,1566192000.0,1761224000.0,1356261000.0,1159995000.0,1136340000.0,1109197000.0,970380000.0,854205000.0,758952000.0,545568000.0,482488000.0,551819000.0
,costOfRevenue,75604000.0,1076497000.0,1212288000.0,903277000.0,745390000.0,734328000.0,717788000.0,638734000.0,565692000.0,461303000.0,369438000.0,301473000.0,366908000.0
,grossProfit,397483000.0,489695000.0,548936000.0,452984000.0,414605000.0,402012000.0,391409000.0,331646000.0,288513000.0,297649000.0,176130000.0,181015000.0,184911000.0
,grossProfitRatio,0.840190070748086,0.312666007743623,0.311678696179475,0.333994710457648,0.35741964405019,0.353777918580706,0.352875999484312,0.341769203817061,0.337756159235781,0.392184222454121,0.322837849727257,0.375169952413324,0.335093572348904
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,41141000.0,45252000.0,49195000.0,40453000.0,31516000.0,37810000.0,41671000.0,35466000.0,31099000.0,34986000.0,19599000.0,18533000.0,18791000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,689036000.0,1242000.0,2791000.0,269000.0,303000.0,1598000.0,807000.0,903000.0,433000.0,0.0,0.0,0.0,0.0
,operatingExpenses,730177000.0,256836000.0,290836000.0,227446000.0,194016000.0,194036000.0,185965000.0,162697000.0,157897000.0,209703000.0,0.0,0.0,0.0
,costAndExpenses,805781000.0,1333333000.0,1503124000.0,1130723000.0,939406000.0,928364000.0,903753000.0,801431000.0,723589000.0,671006000.0,489830000.0,460174000.0,470089000.0
,interestExpense,100169000.0,86819000.0,98139000.0,74823000.0,54855000.0,50624000.0,56810000.0,59864000.0,84997000.0,96020000.0,89195000.0,92175000.0,92892000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,194168000.0,211584000.0,241641000.0,186993000.0,162500000.0,156226000.0,144294000.0,127231000.0,126798000.0,128112000.0,100793000.0,96154000.0,84390000.0
,EBITDA,-162664000.0,444443000.0,499741000.0,412531000.0,383089000.0,364202000.0,349738000.0,296180000.0,257414000.0,216058000.0,156531000.0,118468000.0,166120000.0
,EBITDARatio,-0.343835277655061,0.283772998457405,0.283746417264357,0.304167855597116,0.330250561424834,0.320504426492071,0.315307380023567,0.30522063521507,0.301349207742872,0.284679400014757,0.28691382192504,0.245535640264628,0.301040739807799
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-356832000.0,232859000.0,258100000.0,225538000.0,220589000.0,207976000.0,205444000.0,168949000.0,130616000.0,87946000.0,55738000.0,22314000.0,81730000.0
,operatingIncomeRatio,-0.754262957976017,0.148678450662499,0.146545811322126,0.166293950795606,0.190163750705822,0.183022686871887,0.185218676213513,0.174106020321936,0.15290943040605,0.115878211006757,0.10216508299607,0.0462477823282652,0.148110159309484
,totalOtherIncomeExpensesNet,1941000.0,-25032000.0,38307000.0,-32346000.0,46040000.0,25935000.0,-12890000.0,1356000.0,-4617000.0,-2995000.0,-13716000.0,-97417000.0,-22827000.0
,incomeBeforeTax,-356832000.0,125628000.0,199655000.0,117857000.0,209504000.0,180686000.0,137625000.0,107622000.0,42688000.0,-9387000.0,-43816000.0,-166654000.0,-32377000.0
,incomeBeforeTaxRatio,-0.754262957976017,0.0802123877532257,0.113361503136455,0.0868984657082966,0.180607675033082,0.159006987345337,0.124076246149241,0.110907067334446,0.0499739523884782,-0.0123683711222844,-0.0803126283066456,-0.345405481587107,-0.0586732243724845
,incomeTaxExpense,-51970000.0,-3751000.0,8793000.0,42118000.0,8190000.0,-39126000.0,1145000.0,879000.0,1369000.0,740000.0,945000.0,1801000.0,-945000.0
,netIncome,-304862000.0,129181000.0,190126000.0,75331000.0,200352000.0,218221000.0,135441000.0,112921000.0,40894000.0,11407000.0,-22403000.0,-167998000.0,-29321000.0
,netIncomeRatio,-0.644410013380203,0.0824809474189627,0.107951061307364,0.0555431439818737,0.172717985853387,0.192038474400268,0.122107254166753,0.116367814670541,0.0478737539583589,0.015029936017034,-0.0410636254325767,-0.3481910430933,-0.0531351765705784
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.86334729877077,0.754178280550584,1.09126622548653,0.535718204671904,1.62030226313651,1.69,1.0634444767246,0.95,0.387901745419365,0.12,-0.219757,-1.643992,-0.28742
