Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,15875000.0,15082000.0,13736000.0,9158000.0,7849000.0,8896000.0,10724000.0,12068000.0
Stock-based compensation,10304000.0,10923000.0,6970000.0,5468000.0,5651000.0,5832000.0,9912000.0,9758000.0
Operating Cash Flow,79912000.0,79747000.0,50598000.0,31172000.0,32807000.0,35386000.0,22790000.0,47329000.0
Capital Expenditure,11481000.0,13408000.0,14756000.0,12986000.0,8265000.0,7614000.0,9601000.0,8041000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Investment purchases and sales,-11407000.0,-23908000.0,-14590000.0,7219000.0,-104000.0,-13376000.0,6833000.0,10830000.0
Investing Cash flow,-22888000.0,-37316000.0,-29346000.0,-20767000.0,-8369000.0,-20962000.0,-2768000.0,2911000.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Issuance (buybacks) of shares,-22241000.0,-24654000.0,-9623000.0,-6191000.0,-12620000.0,-9772000.0,0.0,0.0
Dividend payments,-30152000.0,-21351000.0,-20861000.0,-20504000.0,-20370000.0,-20013000.0,-19872000.0,-19318000.0
Financing Cash Flow,-59437000.0,-27400000.0,-17820000.0,-16834000.0,-21590000.0,-20838000.0,-51430000.0,-23022000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-2413000.0,15031000.0,3432000.0,-6429000.0,2848000.0,-6414000.0,-31408000.0,27218000.0
Free Cash Flow,68431000.0,66339000.0,35842000.0,18186000.0,24542000.0,27772000.0,13189000.0,39288000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
