date,,2020-04-30_FY,2019-04-30_FY,2018-04-30_FY,2017-04-30_FY,2016-04-30_FY,2015-04-30_FY,2013-04-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,23381000.0,56002000.0,62971000.0,48886000.0,12564000.0,-13797000.0,-182627000.0
,depreciationAndAmortization,116533000.0,117459000.0,65530000.0,69240000.0,64215000.0,64165000.0,11728000.0
,deferredIncomeTax,926000.0,0.0,0.0,-20114000.0,-20499000.0,-19564000.0,41000.0
,stockBasedCompensation,8970000.0,7643000.0,5745000.0,3142000.0,4733000.0,9012000.0,1384000.0
,changeInWorkingCapital,59346000.0,43816000.0,55231000.0,-62836000.0,-26982000.0,-19914000.0,-19874000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-4579000.0,5137000.0,-34774000.0,-18390000.0,-699000.0,-4610000.0,-5630000.0
,accountsPayables,40290000.0,26816000.0,11365000.0,-3763000.0,1055000.0,-3655000.0,10011000.0
,otherWorkingCapital,503077000.0,443731000.0,399915000.0,344684000.0,0.0,0.0,0.0
,otherNonCashItems,6716000.0,13701000.0,3046000.0,8309000.0,4753000.0,16395000.0,200279000.0
,netCashProvidedByOperatingActivites,303079000.0,193615000.0,88616000.0,66708000.0,47747000.0,48023000.0,13316000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-25193000.0,-18770000.0,-23741000.0,-11083000.0,-7692000.0,-13940000.0,-16923000.0
,acquisitionsNet,-24000000.0,-583000000.0,-28000000.0,-150000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,-4638000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,2229000.0,1170000.0,2865000.0,3995000.0,9847000.0,3807000.0,2502000.0
,netCashUsedForInvestingActivites,-47100000.0,-600692000.0,-49209000.0,-157516000.0,-111442000.0,-81466000.0,-14421000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-972667000.0,-1538458000.0,-1106754000.0,-1562942000.0,-705324000.0,-311353000.0,-352275000.0
,commonStockIssued,0.0,0.0,0.0,156941000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-16520000.0,0.0,0.0,-5827000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-11158000.0,-6578000.0,-2748000.0,-2637000.0,-6989000.0,4369000.0,62000.0
,netCashUsedProvidedByFinancingActivities,-91334000.0,418970000.0,-17531000.0,86297000.0,70483000.0,13065000.0,5375000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-1074000.0,-992000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,163571000.0,10901000.0,21876000.0,-4511000.0,6788000.0,-20378000.0,4270000.0
,cashAtEndOfPeriod,210909000.0,47338000.0,36437000.0,14561000.0,19072000.0,12284000.0,13383000.0
,cashAtBeginningOfPeriod,47338000.0,36437000.0,14561000.0,19072000.0,12284000.0,32662000.0,9113000.0
,operatingCashFlow,303079000.0,193615000.0,88616000.0,66708000.0,47747000.0,48023000.0,13316000.0
,capitalExpenditure,-25193000.0,-18770000.0,-23741000.0,-11083000.0,-7692000.0,-13940000.0,-16923000.0
,freeCashFlow,277886000.0,174845000.0,64875000.0,55625000.0,40055000.0,34083000.0,-3607000.0
