date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,160025000.0,150460000.0,149584000.0,105630000.0,108411000.0,116038000.0,123562000.0,117060000.0,117283000.0,106841000.0,100636000.0,93047000.0,92417000.0,108595000.0,119273000.0,102951000.0,116709000.0,118530000.0,121140000.0,111281000.0,101737000.0,98000000.0,83300000.0,71100000.0,65100000.0,59800000.0,55000000.0,50100000.0,38300000.0,27600000.0,29100000.0
,depreciationAndAmortization,0.0,39420000.0,38940000.0,38471000.0,36613000.0,37056000.0,36072000.0,37153000.0,29275000.0,25273000.0,25646000.0,26489000.0,26914000.0,29315000.0,31226000.0,31025000.0,44917000.0,52626000.0,37933000.0,27649000.0,18513000.0,21700000.0,19000000.0,18700000.0,13700000.0,17500000.0,17100000.0,16900000.0,14100000.0,12100000.0,11000000.0
,deferredIncomeTax,0.0,-3880000.0,11740000.0,26068000.0,18000000.0,14800000.0,18700000.0,21163000.0,-8452000.0,-9683000.0,-6389000.0,-4477000.0,-17673000.0,-5826000.0,7948000.0,-6126000.0,12744000.0,3238000.0,-5104000.0,3111000.0,2469000.0,1400000.0,-1900000.0,1100000.0,-2200000.0,-1600000.0,-600000.0,-10500000.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,4787000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,13307051000.0,-132813000.0,545038000.0,-386065000.0,-626300000.0,-413236000.0,-425788000.0,-1779728000.0,-136000.0,34277000.0,-149171000.0,346228000.0,-794692000.0,-196100000.0,-177847000.0,-14975998000.0,77486000.0,723492000.0,-51540000.0,226575000.0,142215000.0,363600000.0,797000000.0,343500000.0,199900000.0,232500000.0,4661200000.0,0.0,0.0,0.0,-21600000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1890648000.0,-11416403000.0,-11283590000.0,-11828628000.0,-11442563000.0,-10816263000.0,-10403027000.0,-9977239000.0,-8197511000.0,-8197375000.0,-8231652000.0,-8082481000.0,-8428709000.0,-7634017000.0,-7437917000.0,-7260070000.0,7715928000.0,7638442000.0,6914950000.0,6966490000.0,6739915000.0,6597700000.0,6234100000.0,5437100000.0,5093600000.0,4893700000.0,4661200000.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,-48214000.0,37548000.0,4179000.0,9836000.0,-10627000.0,47057000.0,121030000.0,15916000.0,-13975000.0,-16885000.0,-1548017000.0,-1393550000.0,35605000.0,-5329000.0,-37477000.0,1070000.0,76985000.0,-70355000.0,152288000.0,-196608000.0,6700000.0,4100000.0,6700000.0,-5900000.0,-9900000.0,-700000.0,5900000.0,6500000.0,14500000.0,10100000.0
,netCashProvidedByOperatingActivites,4988000.0,116447000.0,239198000.0,206607000.0,147427000.0,171887000.0,211267000.0,155417000.0,92125000.0,173589000.0,206778000.0,172317000.0,112523000.0,75540000.0,177156000.0,84710000.0,161184000.0,199782000.0,68653000.0,242863000.0,-119992000.0,112200000.0,83000000.0,77600000.0,114400000.0,65200000.0,49800000.0,58500000.0,28900000.0,74900000.0,26900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-22577000.0,-17327000.0,-14644000.0,-13219000.0,-10208000.0,-12757000.0,-12389000.0,-15989000.0,-17172000.0,-12184000.0,-6720000.0,-6279000.0,-16861000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,-5000000.0,0.0,0.0,-20000000.0,0.0,0.0,0.0,89000000.0,78000000.0,79000000.0,0.0,0.0,0.0,0.0,-79000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-181165000.0,-23923000.0,-421444000.0,-786674000.0,-617177000.0,-727262000.0,-1262905000.0,-1122480000.0,-1026936000.0,-1227199000.0,-701623000.0,-1472894000.0,-111069000.0,-101812000.0,-298293000.0,-461672000.0,-1513735000.0,-978571000.0,-439164000.0,-574906000.0,-761000000.0,-647800000.0,-498700000.0,-661100000.0,-550900000.0,-815400000.0,-1080100000.0,-980900000.0,-425700000.0,-740500000.0
,salesMaturitiesOfInvestments,0.0,598645000.0,572925000.0,669852000.0,788981000.0,606473000.0,555471000.0,1008162000.0,967676000.0,855364000.0,807817000.0,614458000.0,418177000.0,462176000.0,534970000.0,609745000.0,786442000.0,1163601000.0,1137056000.0,805076000.0,624907000.0,663600000.0,643400000.0,496400000.0,572000000.0,589800000.0,908600000.0,975100000.0,801200000.0,289000000.0,186100000.0
