date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,1790781000.0,2008715000.0,1998025000.0,1965556000.0,1849062000.0,1772817000.0,1674082000.0,1584824000.0,1514917000.0,1417596000.0,1402237000.0,1344195000.0,1468662000.0,1606367000.0,1639654000.0,1716294000.0,1567015000.0,1242141000.0,1283983000.0,1278375000.0,1262712000.0,1650500000.0,1931800000.0,1919400000.0,1895700000.0,1858000000.0,1747900000.0,1581800000.0,1534400000.0,1474500000.0,1413600000.0,1315800000.0,1196000000.0,948000000.0,866800000.0,764400000.0
,costOfRevenue,730771000.0,812935000.0,791748000.0,742090000.0,667241000.0,639209000.0,606278000.0,561116000.0,524375000.0,493402000.0,488419000.0,504782000.0,566513000.0,586561000.0,613279000.0,608361000.0,535949000.0,425965000.0,435794000.0,453818000.0,382687000.0,657300000.0,827000000.0,785900000.0,789200000.0,757000000.0,715400000.0,658100000.0,636400000.0,626200000.0,621100000.0,585500000.0,545700000.0,426200000.0,386600000.0,356100000.0
,grossProfit,1060010000.0,1195780000.0,1206277000.0,1223466000.0,1181821000.0,1133608000.0,1067804000.0,1023708000.0,990542000.0,924194000.0,913818000.0,839413000.0,902149000.0,1019806000.0,1026375000.0,1107933000.0,1031066000.0,816176000.0,848189000.0,824557000.0,880025000.0,993200000.0,1104800000.0,1133500000.0,1106500000.0,1101000000.0,1032500000.0,923700000.0,898000000.0,848300000.0,792500000.0,730300000.0,650300000.0,521800000.0,480200000.0,408300000.0
,grossProfitRatio,0.591926092581952,0.595295997690066,0.603734688004404,0.622452883560682,0.639146226573257,0.639438814045669,0.637844502240631,0.645944281510124,0.653858924284301,0.651944559662979,0.651685841979637,0.624472639758368,0.614265910059632,0.634852434095073,0.625970479137672,0.645538002230387,0.657980938280744,0.657071942718258,0.660592079490149,0.645004008995795,0.696932475497184,0.601757043320206,0.571901853193912,0.590549129936438,0.583689402331592,0.592572658772874,0.590708850620745,0.583954987988368,0.585245046923879,0.575313665649373,0.560625353706848,0.555023559811522,0.543729096989967,0.55042194092827,0.553991693585602,0.53414442700157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,841658000.0,891693000.0,854000000.0,828832000.0,805970000.0,774859000.0,719192000.0,691359000.0,680460000.0,640307000.0,624303000.0,616496000.0,670991000.0,756034000.0,787960000.0,803094000.0,683184000.0,492511000.0,502961000.0,514369000.0,534145000.0,602200000.0,772400000.0,797600000.0,800700000.0,813900000.0,712400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,9214000.0,7193000.0,8522000.0,2994000.0,1819000.0,2832000.0,1077000.0,1446000.0,830000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
