Date,2018-12-30,2017-12-31,2016-12-25,2015-12-27,2014-12-28,2013-12-29,2012-12-30,2011-12-25
Revenue,286862926.0,272600050.0,253852214.0,217533856.0,172810551.0,151678362.0,76759068.0,50119792.0
Revenue Growth,0.0523,0.0739,0.167,0.2588,0.1393,0.976,0.5315,
Cost of Revenue,210267734.0,204198052.0,193778848.0,169627150.0,138283333.0,122615743.0,61206657.0,40531408.0
Gross Profit,76595192.0,68401998.0,60073366.0,47906706.0,34527218.0,29062619.0,15552411.0,9588384.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,47291020.0,44349272.0,37804208.0,30390277.0,24084360.0,19039989.0,10606538.0,6851687.0
Operating Expenses,52335507.0,50641230.0,44537549.0,35934017.0,28725908.0,23934443.0,15075679.0,9602078.0
Operating Income,24259685.0,17760768.0,15535817.0,11972689.0,5801310.0,5128176.0,476732.0,-13694.0
Interest Expense,2850405.0,3253134.0,3961617.0,2995645.0,2685369.0,4057255.0,2194731.0,2921237.0
Earnings before Tax,21409280.0,14507634.0,11170081.0,8715408.0,944698.0,835309.0,-1717999.0,-346998.0
Income Tax Expense,3859739.0,8659200.0,4287674.0,3368000.0,1373562.0,-7462960.0,31858.0,-65214.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,17549541.0,5848434.0,6882407.0,5347408.0,-428864.0,8298269.0,-1749857.0,-281784.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,17549541.0,5848434.0,6882407.0,5347408.0,-428864.0,8298269.0,-1749857.0,-281784.0
EPS,1.83,0.67,0.85,0.76,-0.08,1.53,0.0,0.0
EPS Diluted,1.79,0.65,0.82,0.73,-0.08,1.47,0.0,0.0
Weighted Average Shs Out,10157877.0,8759376.0,8668485.0,7379473.0,5608145.0,5598847.0,,
Weighted Average Shs Out (Dil),9577498.0,8733941.0,8107637.0,7079459.0,5648605.0,5424620.0,,
Dividend per Share,1.15,1.0,1.0,0.9,0.0,0.0,0.0,0.0
Gross Margin,0.267,0.2509,0.2366,0.2202,0.1998,0.1916,0.2026,0.1913
EBITDA Margin,0.102,0.088,0.086,0.079,0.048,0.065,0.064,0.106
EBIT Margin,0.0846,0.0652,0.0596,0.0538,0.021,0.0323,0.0062,0.0514
Profit Margin,0.061,0.021,0.027,0.025,-0.002,0.055,-0.023,-0.006
Free Cash Flow margin,0.061,0.0621,0.0339,0.0516,0.031,0.0136,0.0379,0.0365
EBITDA,29304172.0,24052726.0,21865039.0,17254793.0,8271615.0,9787018.0,4945873.0,5324630.0
EBIT,24259685.0,17760768.0,15131698.0,11711053.0,3630067.0,4892564.0,476732.0,2574239.0
Consolidated Income,17549541.0,5848434.0,6882407.0,5347408.0,-428864.0,8298269.0,-1749857.0,-281784.0
Earnings Before Tax Margin,0.0746,0.0532,0.044,0.0401,0.0055,0.0055,-0.0224,-0.0069
Net Profit Margin,0.0612,0.0215,0.0271,0.0246,-0.0025,0.0547,-0.0228,-0.0056
