date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2009-02-23_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,3866000.0,-3986000.0,-350054000.0,-44952000.0,44881000.0,-326425000.0,109592000.0,225699000.0,14598000.0,6769000.0,90642000.0,209545000.0,-126126000.0,-120904000.0,35325000.0,56999000.0,26265000.0
,depreciationAndAmortization,21000.0,21000.0,260000.0,368000.0,390000.0,405000.0,436000.0,325000.0,250000.0,232000.0,225000.0,117000.0,0.0,40000.0,40000.0,20000.0,2000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,2475000.0,3882000.0,4624000.0,4853000.0,3970000.0,4274000.0,3964000.0,3675000.0,3689000.0,2923000.0,4088000.0,3410000.0,0.0,3000000.0,2884000.0,0.0,0.0
,changeInWorkingCapital,671824000.0,90075000.0,-876043000.0,-12573000.0,-72304000.0,1930273000.0,-1821833000.0,-18168000.0,-20394000.0,-3256000.0,13823000.0,-62427000.0,94144000.0,-64192000.0,64192000.0,0.0,3784000.0
,accountsReceivables,-89304000.0,86041000.0,-12735000.0,-109391000.0,-30522000.0,-84029000.0,21461000.0,23503000.0,-36636000.0,-31711000.0,-26819000.0,0.0,0.0,0.0,0.0,-91213000.0,-3610000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-30418000.0,-16553000.0,-4840000.0,102643000.0,23089000.0,7524000.0,1583000.0,3497000.0,3100000.0,18215000.0,-14137000.0,0.0,0.0,0.0,0.0,73802000.0,5502000.0
,otherWorkingCapital,-86859000.0,-758683000.0,-848758000.0,27285000.0,39858000.0,112162000.0,-1818111000.0,3722000.0,21890000.0,42284000.0,45540000.0,31717000.0,94144000.0,0.0,64192000.0,0.0,0.0
,otherNonCashItems,-750000.0,0.0,0.0,0.0,-206023000.0,269675000.0,176367000.0,-151117000.0,-63618000.0,0.0,-44066000.0,-191587000.0,0.0,151064000.0,-36934000.0,15079000.0,-61782000.0
,netCashProvidedByOperatingActivites,-91323000.0,1631000.0,-59308000.0,94419000.0,-35787000.0,-59945000.0,-133732000.0,-92697000.0,-50592000.0,-26428000.0,38460000.0,50003000.0,0.0,46381000.0,-273718000.0,54687000.0,-31731000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1040000.0,0.0,-460000.0,0.0,-1478000.0,0.0,0.0,0.0,-200000.0,-40000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41649000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-82588000.0,-50136000.0,-800468000.0,-1145263000.0,-1371251000.0,-1278734000.0,-1617158000.0,-995189000.0,-901173000.0,-1677795000.0,-1067595000.0,-1239953000.0,0.0,-1570683000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,158347000.0,114077000.0,1143605000.0,1119454000.0,1490544000.0,1395164000.0,1835947000.0,1023638000.0,942761000.0,1709445000.0,1137240000.0,1469658000.0,0.0,1404904000.0,0.0,0.0,0.0
,otherInvestingActivites,19867000.0,671000.0,-1174750000.0,-82804000.0,-141972000.0,61256000.0,-67247000.0,57369000.0,-3964000.0,-8026000.0,-94314000.0,-340961000.0,0.0,151646000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,95626000.0,63334000.0,-845263000.0,-106534000.0,-30435000.0,177686000.0,142040000.0,74016000.0,29880000.0,23164000.0,-24669000.0,-112734000.0,0.0,-14133000.0,0.0,-162000.0,-40000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16691000.0,8325000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,28000.0,0.0,17000.0,255706000.0,4270000.0,0.0
,commonStockRepurchased,-17781000.0,0.0,-16503000.0,-2819000.0,0.0,-17692000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2334000.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,83000.0,0.0,0.0,0.0,0.0,0.0,-440000.0,0.0,12000.0,-500000.0,16691000.0,0.0
,netCashUsedProvidedByFinancingActivities,-17781000.0,0.0,80073000.0,-2819000.0,0.0,-17609000.0,0.0,513000.0,318000.0,8000.0,32000.0,304000.0,0.0,-2296000.0,255206000.0,20961000.0,8325000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-122000.0,-290000.0,-3369000.0,2361000.0,-6082000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
