date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-51026903.0,-57891911.0,-48273633.0,-33281068.0,-31809838.0,-12769498.0,-11121566.0,-10605586.0,3656022.0,-6113193.0
,depreciationAndAmortization,270754.0,279234.0,275123.0,263541.0,190540.0,191484.0,158708.0,133051.0,99923.0,83861.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,6901758.0,6215090.0,4587098.0,3760802.0,2964767.0,2323603.0,1635065.0,425689.0,415208.0,376243.0
,changeInWorkingCapital,3931615.0,-1206620.0,80114.0,-511636.0,-1076734.0,2004520.0,5044782.0,-5492224.0,-14644552.0,19506273.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,1693238.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,654279.0,-1227919.0,16488.0,1061880.0,1000975.0,-309792.0,-270867.0,380700.0,228598.0,83375.0
,otherWorkingCapital,125844976.0,151577187.0,203505965.0,119044845.0,34186527.0,39497392.0,49654627.0,2604376.0,12277455.0,11954156.0
,otherNonCashItems,680845.0,620068.0,0.0,0.0,2964767.0,2323603.0,0.0,425689.0,415208.0,0.0
,netCashProvidedByOperatingActivites,-39241931.0,-51984139.0,-43331130.0,-29768361.0,-29731265.0,-8241890.0,-4281587.0,-15539070.0,-10473399.0,13853184.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-68507.0,-144928.0,-125618.0,-294107.0,-704202.0,-268594.0,-212603.0,-82091.0,-316180.0,-182438.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10000.0,-57700.0
,netCashUsedForInvestingActivites,-68507.0,-144928.0,-125618.0,-294107.0,-704202.0,-268594.0,-212603.0,-82091.0,-326180.0,-240138.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24166.0
,commonStockIssued,17824717.0,0.0,128425080.0,113572189.0,23601955.0,0.0,57248219.0,558932.0,237.0,3.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,18144014.0,412913.0,129449605.0,113945565.0,23674548.0,114121.0,57382510.0,558932.0,237.0,-24163.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-21166424.0,-51716154.0,85992857.0,83883097.0,-6760919.0,-8396363.0,52888320.0,-15062229.0,-10799342.0,13588883.0
,cashAtEndOfPeriod,137035017.0,158201441.0,209917595.0,123924738.0,40041641.0,46802560.0,55198923.0,2310603.0,17372832.0,28172174.0
,cashAtBeginningOfPeriod,158201441.0,209917595.0,123924738.0,40041641.0,46802560.0,55198923.0,2310603.0,17372832.0,28172174.0,14583291.0
,operatingCashFlow,-39241931.0,-51984139.0,-43331130.0,-29768361.0,-29731265.0,-8241890.0,-4281587.0,-15539070.0,-10473399.0,13853184.0
,capitalExpenditure,-68507.0,-144928.0,-125618.0,-294107.0,-704202.0,-268594.0,-212603.0,-82091.0,-316180.0,-182438.0
,freeCashFlow,-39310438.0,-52129067.0,-43456748.0,-30062468.0,-30435467.0,-8510484.0,-4494190.0,-15621161.0,-10789579.0,13670746.0
