date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,11937000.0,8749000.0,15038000.0,28410000.0,6014000.0
,depreciationAndAmortization,24563000.0,18249000.0,16157000.0,17967000.0,17991000.0
,deferredIncomeTax,4665000.0,2641000.0,4960000.0,5251000.0,2589000.0
,stockBasedCompensation,3197000.0,3976000.0,4381000.0,3036000.0,1919000.0
,changeInWorkingCapital,3950000.0,6475000.0,-11413000.0,-7679000.0,6673000.0
,accountsReceivables,5941000.0,-5118000.0,-5923000.0,1627000.0,-6276000.0
,inventory,4395000.0,4025000.0,-11158000.0,-3081000.0,4648000.0
,accountsPayables,-6574000.0,3921000.0,6002000.0,-4912000.0,7881000.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-3543000.0,13164000.0,949000.0,-1654000.0,2913000.0
,netCashProvidedByOperatingActivites,44769000.0,53254000.0,30072000.0,45331000.0,38099000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,-10005000.0,-3521000.0,-4805000.0,0.0,-3393000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-22472000.0,-31293000.0,-22731000.0,-10008000.0,-15508000.0
,netCashUsedForInvestingActivites,-32477000.0,-34814000.0,-27536000.0,-10008000.0,-18901000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1343000.0,0.0,0.0,-68195000.0,-6699000.0
,commonStockIssued,497000.0,483000.0,422000.0,402000.0,423000.0
,commonStockRepurchased,-1054000.0,-1428000.0,-1030000.0,-355000.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-3511000.0,-380000.0,-238000.0,38104000.0,80000.0
,netCashUsedProvidedByFinancingActivities,-5411000.0,-1325000.0,-846000.0,-30044000.0,-6196000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,6881000.0,17115000.0,1690000.0,5279000.0,13002000.0
,cashAtEndOfPeriod,67575000.0,60694000.0,43579000.0,41889000.0,36610000.0
,cashAtBeginningOfPeriod,60694000.0,43579000.0,41889000.0,36610000.0,23608000.0
,operatingCashFlow,44769000.0,53254000.0,30072000.0,45331000.0,38099000.0
,capitalExpenditure,-23713000.0,-31293000.0,-22820000.0,-14400000.0,-15875000.0
,freeCashFlow,21056000.0,21961000.0,7252000.0,30931000.0,22224000.0
