date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,157042000.0,76917000.0,17663000.0,-3490000.0,118810000.0,105107000.0,97046000.0,81593000.0,91608000.0,89291000.0,66652000.0,58105000.0,76931000.0,62268000.0,71432000.0,47919000.0,42293000.0,33353000.0,28988000.0,26562000.0,24184000.0,21700000.0,11000000.0,15800000.0,30500000.0,17600000.0,12400000.0
,depreciationAndAmortization,170647000.0,133385000.0,132914000.0,123486000.0,109818000.0,91042000.0,78511000.0,64890000.0,55089000.0,47759000.0,44694000.0,39447000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,21841000.0,21543000.0,10392000.0,10082000.0,55789000.0,3861000.0,1670000.0,-21549000.0,20306000.0,23303000.0,28895000.0,21917000.0,23014000.0,12030000.0,21829000.0,25179000.0,14930000.0,4274000.0,14343000.0,7310000.0,13845000.0,7100000.0,7700000.0,5400000.0,9700000.0,4300000.0,-900000.0
,stockBasedCompensation,5797000.0,5209000.0,4144000.0,4254000.0,3892000.0,2213000.0,1893000.0,3001000.0,2992000.0,2511000.0,2047000.0,1481000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,422583000.0,-161741000.0,-760519000.0,322184000.0,-78109000.0,-117714000.0,-1413000.0,-25068000.0,-9645000.0,-30675000.0,-106258000.0,-45606000.0,-64842000.0,51089000.0,-5427000.0,-44195000.0,1227000.0,101258000.0,-15873000.0,-5856000.0,9996000.0,-23700000.0,-29500000.0,19800000.0,-3200000.0,-3000000.0,-11800000.0
,accountsReceivables,-48576000.0,92614000.0,-106283000.0,21000.0,-67160000.0,92624000.0,-14323000.0,-67825000.0,-59701000.0,90407000.0,-76634000.0,-28003000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,6177000.0,566000.0,5589000.0,387000.0,9226000.0,-4787000.0,-2449000.0,13481000.0,1905000.0,32421000.0,68591000.0,-48599000.0,21459000.0,-25726000.0,-33503000.0,-11430000.0,-27562000.0,17950000.0,-27602000.0,-4843000.0,500000.0,-3300000.0,-1600000.0,-8400000.0,2300000.0,-6100000.0
,accountsPayables,-1949000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-656804000.0,-1079387000.0,-917646000.0,-157127000.0,-479311000.0,-401202000.0,-283488000.0,-282075000.0,-257007000.0,-247362000.0,-216687000.0,-110429000.0,-64823000.0,19000.0,-51070000.0,-45643000.0,-1448000.0,-2675000.0,-103933000.0,-88060000.0,-82204000.0,-92200000.0,-68500000.0,-39000000.0,-58800000.0,-55600000.0,-52600000.0
,otherNonCashItems,-1796000.0,-68797000.0,-70491000.0,-46922000.0,-45801000.0,-27153000.0,-13113000.0,-6459000.0,-2319000.0,-2956000.0,28208000.0,18036000.0,-21461000.0,-8374000.0,-13917000.0,0.0,0.0,6021000.0,0.0,-1640000.0,2619000.0,24900000.0,18000000.0,17700000.0,18200000.0,25800000.0,17200000.0
,netCashProvidedByOperatingActivites,311639000.0,121052000.0,143583000.0,190321000.0,262240000.0,186794000.0,161332000.0,159535000.0,117826000.0,191357000.0,159094000.0,175190000.0,26389000.0,147846000.0,29074000.0,39326000.0,80750000.0,73896000.0,79462000.0,10729000.0,37689000.0,41700000.0,7400000.0,40000000.0,41900000.0,34800000.0,37400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61972000.0,-55539000.0,-76954000.0,-92906000.0,-74148000.0,-62488000.0,-84740000.0,-66859000.0,-50834000.0,-48700000.0,-65900000.0,-49600000.0,-43200000.0,-44600000.0,-41400000.0
,acquisitionsNet,-22000000.0,12000000.0,-1740000000.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-11339000.0,0.0,0.0,-6059000.0,-22337000.0,-25164000.0,-4547000.0,-56807000.0,-6487000.0,-31510000.0,0.0,0.0,-14817000.0,0.0,-9913000.0,-2281000.0,-693000.0,-766000.0,-832000.0,-800000.0,-900000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,1738000.0,20069000.0,0.0,124946000.0,755000.0,54006000.0,2901000.0,5399000.0,0.0,17114000.0,1450000.0,5363000.0,0.0,0.0,20882000.0,0.0,0.0,0.0,0.0,0.0,800000.0,0.0,100000.0
,otherInvestingActivites,-28315000.0,-7156000.0,2839000.0,11790000.0,39289000.0,-137000.0,-32494000.0,73825000.0,-62670000.0,-6423000.0,-98966000.0,24336000.0,-33982000.0,-4941000.0,-650000.0,470000.0,721000.0,826000.0,-361000.0,-21998000.0,-606000.0,900000.0,-300000.0,-11600000.0,-3900000.0,0.0,0.0
,netCashUsedForInvestingActivites,-507751000.0,-477648000.0,-1788785000.0,-287264000.0,-245168000.0,-370652000.0,-375019000.0,-245792000.0,-355917000.0,-224175000.0,-278566000.0,-114906000.0,-95954000.0,-43366000.0,-90971000.0,-87073000.0,-83340000.0,-63943000.0,-64912000.0,-89623000.0,-52272000.0,-48000000.0,-67100000.0,-57700000.0,9800000.0,-44600000.0,-41300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
