date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,218344000000.0,175391000000.0,127657000000.0,94054000000.0,75925000000.0,59792000000.0,50767000000.0,39502000000.0,28767000000.0,20033000000.0
,costOfRevenue,85734000000.0,55788000000.0,35890000000.0,23937000000.0,19754000000.0,16810000000.0,14336000000.0,10606000000.0,7188000000.0,4707000000.0
,grossProfit,132610000000.0,119603000000.0,91767000000.0,70117000000.0,56171000000.0,42982000000.0,36431000000.0,28896000000.0,21579000000.0,15326000000.0
,grossProfitRatio,0.607344374015315,0.681922105467213,0.718855996929271,0.745497267527165,0.739822192953573,0.718858710195344,0.717611834459393,0.731507265454914,0.750130357701533,0.765037687815105
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,36339000000.0,29209000000.0,22569000000.0,18761000000.0,15832000000.0,13421000000.0,8842000000.0,5827000000.0,4274000000.0,3124000000.0
,GeneralAndAdministrativeExpenses,62335000000.0,50155000000.0,36200000000.0,27081000000.0,17885000000.0,11601000000.0,7782000000.0,6537000000.0,4900000000.0,3294000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,2404000000.0,94000000.0,-233000000.0,291000000.0,229000000.0,46000000.0,-105000000.0,-117000000.0,175000000.0,0.0
,operatingExpenses,116361000000.0,94141000000.0,70906000000.0,57081000000.0,43324000000.0,32813000000.0,21108000000.0,16059000000.0,12125000000.0,8292000000.0
,costAndExpenses,202095000000.0,149929000000.0,106796000000.0,81018000000.0,63078000000.0,49623000000.0,35444000000.0,26665000000.0,19313000000.0,12999000000.0
,interestExpense,2373000000.0,74000000.0,945000000.0,897000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,17687000000.0,14777000000.0,12137000000.0,11239000000.0,9607000000.0,7791000000.0,4484000000.0,3695000000.0,2951000000.0,1874000000.0
,EBITDA,33936000000.0,40239000000.0,32998000000.0,24275000000.0,22454000000.0,17960000000.0,19807000000.0,16532000000.0,12405000000.0,8908000000.0
,EBITDARatio,0.15542446781226,0.229424542878483,0.258489546205848,0.258096412699088,0.295739216331906,0.3003746320578,0.390155021963086,0.418510455166827,0.431223276671186,0.444666300604003
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,16249000000.0,25462000000.0,20861000000.0,13036000000.0,12847000000.0,10169000000.0,15323000000.0,12837000000.0,9454000000.0,7034000000.0
,operatingIncomeRatio,0.074419265013007,0.145172785376673,0.163414462191654,0.138601229081166,0.169206453737241,0.170072919454108,0.301829928890815,0.324970887549997,0.328640456078145,0.351120650925972
,totalOtherIncomeExpensesNet,19459000000.0,-5848000000.0,31166000000.0,-1466000000.0,-3395000000.0,1683000000.0,6296000000.0,2159000000.0,118000000.0,62000000.0
,incomeBeforeTax,37204000000.0,22855000000.0,54464000000.0,13582000000.0,11107000000.0,13596000000.0,22475000000.0,16713000000.0,10574000000.0,7318000000.0
,incomeBeforeTaxRatio,0.170391675521196,0.130308852791762,0.426643270639291,0.144406404831267,0.146289101086599,0.227388279368477,0.442708846297792,0.423092501645486,0.367573956269336,0.365297259521789
,incomeTaxExpense,13055000000.0,11656000000.0,8603000000.0,4926000000.0,4324000000.0,3917000000.0,5455000000.0,3239000000.0,2351000000.0,1545000000.0
,netIncome,25512000000.0,12826000000.0,47587000000.0,8776000000.0,6798000000.0,9679000000.0,17020000000.0,13474000000.0,8223000000.0,5773000000.0
,netIncomeRatio,0.116843146594365,0.0731280396371536,0.372772350909077,0.0933080996023561,0.0895357260454396,0.161877843189724,0.335257155238639,0.341096653334008,0.285848367921577,0.288174512055109
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,77.9879848247707,39.21,145.67,27.02,21.19,30.39,53.3,41.25,25.21,18.3
,EPSDiluted,77.9879848247707,38.21,141.98,26.49,20.84,29.9,52.27,40.27,24.5,17.59
,weightedAverageShsOut,327127314.0,327127314.0,326667118.0,324747888.0,320788967.0,318541887.0,319336782.0,326657778.0,326210948.0,315541639.0
,weightedAverageShsOutDil,327127314.0,335428137.0,335162062.0,331243961.0,326136949.0,323713437.0,325610277.0,334571212.0,335690596.0,328155087.0
