date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,709000000.0,621000000.0,567000000.0,426000000.0,468000000.0,476000000.0,423108000.0,369264000.0,358070000.0,309613000.0,267827000.0,-233083000.0,-562421000.0,-342826000.0,-162243000.0,161483000.0,161061000.0,138949000.0,131000000.0,119100000.0,101700000.0,92100000.0,78700000.0,75400000.0,68200000.0,73600000.0,57100000.0,48300000.0
,depreciationAndAmortization,604000000.0,582000000.0,545000000.0,492000000.0,470000000.0,440000000.0,424084000.0,407718000.0,381503000.0,351821000.0,354650000.0,335159000.0,0.0,0.0,0.0,-201197000.0,-176559000.0,-165626000.0,-129800000.0,-112500000.0,-101900000.0,-87000000.0,-80600000.0,-75100000.0,-58400000.0,-52100000.0,-47000000.0,-39700000.0
,deferredIncomeTax,207000000.0,208000000.0,195000000.0,462000000.0,282000000.0,296000000.0,255573000.0,250500000.0,200440000.0,195494000.0,157602000.0,140821000.0,95643000.0,41918000.0,34464000.0,30980000.0,27431000.0,31411000.0,29000000.0,31900000.0,22200000.0,15300000.0,17500000.0,7900000.0,14200000.0,13900000.0,14400000.0,8000000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,13043000.0,12474000.0,11470000.0,10008000.0,10334000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-215000000.0,553000000.0,292000000.0,3000000.0,-732000000.0,-296371000.0,105514000.0,-189758000.0,-403939000.0,148753000.0,-131934000.0,578820000.0,-342950000.0,607086000.0,-457075000.0,2209000.0,-283328000.0,-123527000.0,44100000.0,34100000.0,-11000000.0,-50500000.0,6500000.0,62400000.0,-92400000.0,128300000.0,-89900000.0,8500000.0
,accountsReceivables,-97000000.0,-25000000.0,-17000000.0,21000000.0,-31000000.0,-84000000.0,-61942000.0,-79306000.0,-34528000.0,0.0,0.0,-18751000.0,0.0,0.0,0.0,-31963000.0,-24169000.0,-10934000.0,-18400000.0,-9300000.0,-6700000.0,-14900000.0,-6200000.0,-13500000.0,-2100000.0,-7500000.0,-8700000.0,-10400000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-300000.0,-400000.0,0.0,-300000.0
,accountsPayables,-2000000.0,0.0,0.0,0.0,0.0,0.0,-26137000.0,16215000.0,-10572000.0,37824000.0,6487000.0,52000.0,0.0,0.0,0.0,4907000.0,-14644000.0,-3150000.0,14000000.0,6000000.0,-6500000.0,-300000.0,11900000.0,3000000.0,-1600000.0,-4200000.0,2900000.0,14700000.0
,otherWorkingCapital,-975000000.0,-760000000.0,-1313000000.0,-1605000000.0,-1608000000.0,-876000000.0,-579629000.0,-685143000.0,-495385000.0,-91446000.0,-240199000.0,-108265000.0,-687085000.0,-344135000.0,-951221000.0,-494146000.0,-496355000.0,-213027000.0,-89500000.0,-133600000.0,-167700000.0,-156700000.0,-106200000.0,-112700000.0,-175100000.0,-82700000.0,-211000000.0,-121100000.0
,otherNonCashItems,-59000000.0,-72000000.0,-2000000.0,-102000000.0,-89000000.0,-110000000.0,-79362000.0,-110866000.0,-118931000.0,31390000.0,-11820000.0,-13859000.0,807413000.0,557581000.0,283155000.0,402394000.0,353118000.0,331252000.0,259700000.0,224900000.0,203600000.0,173900000.0,161300000.0,150200000.0,118900000.0,99600000.0,89800000.0,78600000.0
,netCashProvidedByOperatingActivites,1426000000.0,1383000000.0,1386000000.0,1449000000.0,1276000000.0,1179000000.0,1097287000.0,896162000.0,955598000.0,808357000.0,774933000.0,596156000.0,552169000.0,473712000.0,323748000.0,327612000.0,303146000.0,329392000.0,269900000.0,267100000.0,208500000.0,179100000.0,177300000.0,140400000.0,142600000.0,127400000.0,96400000.0,104800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-106000000.0,-104000000.0,-87000000.0,-76000000.0,-84000000.0,-107000000.0,-78175000.0,-64727000.0,-57101000.0,-53134000.0,-43695000.0,-29900000.0,-1033599000.0,-768421000.0,-709289000.0,-397295000.0,-391526000.0,-482760000.0,-390600000.0,-352400000.0,-273700000.0,-330800000.0,-265700000.0,-193100000.0,-197500000.0,-182600000.0,-198900000.0,-210300000.0
,acquisitionsNet,-135000000.0,-235000000.0,-398000000.0,-177000000.0,-204000000.0,-197000000.0,-9000000.0,-24000000.0,-45000000.0,-7000000.0,-2000000.0,-18000000.0,-13000000.0,-6000000.0,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000000.0,-100000.0,0.0,0.0,0.0,-1200000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62843000.0,63991000.0,1237000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,0.0,0.0,100000.0,6500000.0,700000.0,0.0
,otherInvestingActivites,2000000.0,48000000.0,35000000.0,15000000.0,12000000.0,-1000000.0,29240000.0,15343000.0,647879000.0,0.0,-746743000.0,128461000.0,-160000.0,11714000.0,-3431000.0,4678000.0,20352000.0,13586000.0,-5400000.0,-5400000.0,6400000.0,16900000.0,-20800000.0,-3800000.0,-13600000.0,-7300000.0,3800000.0,11700000.0
