Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,78000.0,73000.0,46000.0,98000.0
Stock-based compensation,2049000.0,517000.0,251000.0,207000.0
Operating Cash Flow,-31839000.0,-21065000.0,-23394000.0,-13175000.0
Capital Expenditure,-318000.0,-57000.0,-102000.0,5000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,23474000.0,-23660000.0,0.0
Investing Cash flow,-318000.0,23417000.0,-23762000.0,5000.0
Issuance (repayment) of debt,-525000.0,-333000.0,3376000.0,2506000.0
Issuance (buybacks) of shares,-136000.0,67225000.0,19000.0,7000.0
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,-694000.0,66892000.0,3395000.0,55295000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-32851000.0,69244000.0,-43761000.0,42125000.0
Free Cash Flow,-32157000.0,-21122000.0,-23496000.0,-13170000.0
Net Cash/Marketcap,0.4566,0.375,0.375,0.375
