date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,revenue,1136155000.0,959424000.0,836361000.0,628927000.0,664699000.0,607772000.0,842113000.0,627208000.0,284500000.0,172318000.0,89320000.0,5023000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,1136155000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,402677000.0,397226000.0,392655000.0,346544000.0,335493000.0,290903000.0,287393000.0,239728000.0,69022000.0,48349000.0,30052000.0,9286000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,838000.0,232462000.0,154878000.0,230355000.0,117954000.0,174593000.0,-12955000.0,2832000.0,0.0,0.0,0.0,0.0
,operatingExpenses,157874000.0,1030000000.0,978000000.0,735000000.0,651000000.0,536000000.0,484000000.0,373000000.0,122000000.0,80000000.0,46000000.0,11000000.0
,costAndExpenses,964408000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,-419763000.0,508729000.0,408188000.0,295666000.0,230799000.0,202550000.0,161104000.0,118349000.0,47125000.0,28782000.0,15788000.0,1904000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,40131000.0,113322000.0,132649000.0,93603000.0,66786000.0,29010000.0,16627000.0,15808000.0,0.0,0.0,0.0,0.0
,EBITDA,426409000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.375308826700582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,386278000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.339987061624514,0.573434685811487,0.509979542326818,0.706423797992454,0.565662051545135,0.772310998203274,0.624838946792176,0.53312936059489,0.719525483304042,0.704499820100048,0.663546798029557,0.0
,totalOtherIncomeExpensesNet,281000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,386278000.0,550167000.0,426527000.0,444289000.0,375995000.0,469389000.0,526185000.0,334383000.0,204705000.0,121398000.0,59268000.0,0.0
,incomeBeforeTaxRatio,0.339987061624514,0.573434685811487,0.509979542326818,0.706423797992454,0.565662051545135,0.772310998203274,0.624838946792176,0.53312936059489,0.719525483304042,0.704499820100048,0.663546798029557,0.0
,incomeTaxExpense,-20197000.0,13232000.0,15330000.0,31522000.0,8344000.0,17206000.0,24096000.0,24053000.0,1023000.0,790000.0,426000.0,0.0
,netIncome,366081000.0,509664000.0,385830000.0,400770000.0,365186000.0,450697000.0,495021000.0,305030000.0,201195000.0,119377000.0,57046000.0,-3017000.0
,netIncomeRatio,0.322210437836387,0.531218731238743,0.461319932421526,0.63722816797498,0.549400555740267,0.741556044042832,0.587832036793162,0.486329893751355,0.707188049209139,0.692771503847538,0.638669950738916,-0.60063706948039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.29542173279169,1.806033,1.399661,1.53,1.52,1.92,2.28,1.83360224623398,1.76919721209095,1.40485503174572,1.16,-0.06
,EPSDiluted,1.25173871119956,1.79,1.399661,1.52,1.5,1.91,2.24,1.82300535823606,1.75512006850582,1.38152910275531,1.14,-0.06
,weightedAverageShsOut,282596000.0,282200751.0,275659552.0,259620000.0,238529000.0,233419000.0,214945000.0,166355599.0,113721070.0,84974604.0,49138720.0,47575634.0
,weightedAverageShsOutDil,292458000.0,284728492.0,275659552.0,262079000.0,241794000.0,234169110.0,218781000.0,167322602.0,114633183.0,86409327.0,50021824.0,47575634.0
