Date,2018-12-31,2017-12-31
Revenue,0.0,0.0
Revenue Growth,0.0,
Cost of Revenue,0.0,
Gross Profit,0.0,-2000.0
R&D Expenses,14127013.0,995000.0
SG&A Expense,4681534.0,1797000.0
Operating Expenses,18721679.0,
Operating Income,-18721679.0,-1799000.0
Interest Expense,471078.0,
Earnings before Tax,-19087539.0,-1827000.0
Income Tax Expense,0.0,
Net Income - Non-Controlling int,0.0,
Net Income - Discontinued ops,0.0,
Net Income,-19087539.0,
Preferred Dividends,0.0,
Net Income Com,-19087539.0,-1827000.0
EPS,-3.71,-0.05
EPS Diluted,-3.71,-0.05
Weighted Average Shs Out,33997000.0,33997000.0
Weighted Average Shs Out (Dil),5145469.0,
Dividend per Share,0.0,
Gross Margin,0.0,0.0
EBITDA Margin,,
EBIT Margin,0.0,
Profit Margin,,
Free Cash Flow margin,0.0,
EBITDA,-18561601.0,
EBIT,-18616461.0,
Consolidated Income,-19087539.0,
Earnings Before Tax Margin,0.0,0.0
Net Profit Margin,0.0,
