Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,2840000.0,5341000.0,8384000.0,4312000.0,5150000.0,1141000.0
Revenue Growth,-0.468264369968171,-0.362953244274809,0.944341372912802,-0.162718446601942,3.51358457493427,
Cost of Revenue,22800000.0,22800000.0,22800000.0,0.0,0.0,0.0
Gross Profit,-19960000.0,-17459000.0,-14416000.0,4312000.0,5150000.0,1141000.0
R&D Expenses,50312000.0,53654000.0,33959000.0,22524000.0,16744000.0,12976000.0
SG&A Expense,15710000.0,11660000.0,11880000.0,6322000.0,4089000.0,3747000.0
Operating Expenses,66022000.0,65314000.0,45839000.0,28846000.0,20833000.0,16723000.0
Operating Income,-63182000.0,-59973000.0,-37455000.0,-24534000.0,-15683000.0,-15582000.0
Interest Expense,0.0,0.0,0.0,599000.0,199000.0,0.0
Earnings before Tax,0.0,0.0,0.0,-25040000.0,-15772000.0,-15720000.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-61832000.0,-59432000.0,-37232000.0,-25040000.0,-15772000.0,-15720000.0
Preferred Dividends,0.0,0.0,0.0,-1731000.0,13874000.0,6887000.0
Net Income Com,-61832000.0,-59432000.0,-37232000.0,-23309000.0,-29646000.0,-22607000.0
EPS,-1.61,-2.34,-2.06,-42.14,-63.74,-53.87
EPS Diluted,-1.61,-2.34,-2.06,-42.14,-63.74,-53.87
Weighted Average Shs Out,38495103.0,25407943.0,18759369.0,19111000.0,,
Weighted Average Shs Out (Dil),38495103.0,25407943.0,18759369.0,553162.0,465115.0,419633.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,-7.02816901408,-3.26886350871,-1.71946564885,1.0,1.0,1.0
EBITDA Margin,-21.4669014085,-11.2231791799,-4.4401240458,-5.605,-2.941,-13.245
EBIT Margin,-22.2471830986,-11.2287961056,-4.4674379771,-5.6681,-3.0239,-13.7774
Profit Margin,-21.7718309859,-11.1275042127,-4.44083969466,-5.406,-5.757,-19.813
Free Cash Flow margin,-20.8658450704,-9.83205392249,-5.02791030534,-4.5635,-1.7148,-11.3541
EBITDA,-60966000.0,-59943000.0,-37226000.0,-24169000.0,-15146000.0,-15112000.0
EBIT,-63182000.0,-59973000.0,-37455000.0,-24441000.0,-15573000.0,-15720000.0
Consolidated Income,-61832000.0,-59432000.0,-37232000.0,-25040000.0,-15772000.0,-15720000.0
Earnings Before Tax Margin,0.0,0.0,0.0,-5.8071,-3.0625,-13.7774
Net Profit Margin,-21.7718309859,-11.1275042127,-4.44083969466,-5.8071,-3.0625,-13.7774
