date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,12321000000.0,14745000000.0,15475000000.0,15377000000.0,15158000000.0,16443000000.0,18138000000.0,19540000000.0,20992000000.0,22767000000.0,18832000000.0,16301000000.0,19488000000.0,19644000000.0,20258000000.0,19723000000.0,18370400000.0,15119000000.0,13850000000.0,14147200000.0,14417100000.0,12880600000.0,12626300000.0,13155100000.0,13112800000.0,13165900000.0,12288200000.0,11643400000.0,11784900000.0,10906800000.0,11272500000.0,10869300000.0,10810400000.0,9905200000.0,9103100000.0,9585100000.0
,costOfRevenue,10337000000.0,11602000000.0,11961000000.0,11719000000.0,10972000000.0,12164000000.0,13906000000.0,15422000000.0,17163000000.0,18821000000.0,15452000000.0,13676000000.0,16139000000.0,15920000000.0,17006000000.0,15772000000.0,14709200000.0,12495300000.0,11313900000.0,11619500000.0,11007000000.0,9769700000.0,9185100000.0,9576600000.0,9565900000.0,9658700000.0,8861100000.0,8320100000.0,8526000000.0,7963800000.0,8390100000.0,7851200000.0,7933900000.0,7024700000.0,6615300000.0,7334600000.0
,grossProfit,1984000000.0,3143000000.0,3514000000.0,3658000000.0,4186000000.0,4279000000.0,4232000000.0,4118000000.0,3829000000.0,3946000000.0,3380000000.0,2625000000.0,3349000000.0,3724000000.0,3252000000.0,3951000000.0,3661200000.0,2623700000.0,2536100000.0,2527700000.0,3410100000.0,3110900000.0,3441200000.0,3578500000.0,3546900000.0,3507200000.0,3427100000.0,3323300000.0,3258900000.0,2943000000.0,2882400000.0,3018100000.0,2876500000.0,2880500000.0,2487800000.0,2250500000.0
,grossProfitRatio,0.16102589075562,0.213157002373686,0.227075928917609,0.237887754438447,0.276157804459691,0.260232317703582,0.23332230675929,0.210747185261003,0.182402820121951,0.173321034831115,0.179481733220051,0.161033065456107,0.17184934318555,0.189574424760741,0.160529173659789,0.200324494245297,0.199298872098593,0.173536609564125,0.183111913357401,0.178671397873784,0.23653161870279,0.24151825225533,0.272542233274989,0.272023777850415,0.270491428222805,0.266385131286126,0.278893572695757,0.2854235017263,0.276531833108469,0.269831664649576,0.255701929474385,0.277671975196195,0.266086361281729,0.290806848927836,0.273291516076941,0.234791499306215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,2192000000.0,2323000000.0,2312000000.0,2302000000.0,2407000000.0,2614000000.0,2720000000.0,2758000000.0,2718000000.0,2925000000.0,2870000000.0,2404000000.0,2600000000.0,2762000000.0,2671000000.0,2875000000.0,2833100000.0,2371200000.0,2223900000.0,2248800000.0,2237300000.0,2016700000.0,1881100000.0,1889500000.0,1890100000.0,1936900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-114000000.0,-128000000.0,-133000000.0,13000000.0,34000000.0,210000000.0,-17000000.0,28000000.0,1000000.0,0.0,0.0,0.0,0.0,322000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
