Date,2018-03-03,2017-02-25,2017-02,2016-02-27,2016-02,2015-02-28,2015-02,2014-03-01,2014-02,2013-03-02,2013-02,2012-03-03
Depreciation & Amortization,52870000.0,49376000.0,49000000.0,43946000.0,44000000.0,38473000.0,38000000.0,34964000.0,35000000.0,31182000.0,31000000.0,27027000.0
Stock-based compensation,7000000.0,11000000.0,10000000.0,10932000.0,11000000.0,8193000.0,8000000.0,7068000.0,7000000.0,6612000.0,7000000.0,5187000.0
Operating Cash Flow,77739000.0,164539000.0,165000000.0,99388000.0,99000000.0,101802000.0,102000000.0,118984000.0,119000000.0,81493000.0,81000000.0,94740000.0
Capital Expenditure,38163000.0,74784000.0,-75000000.0,66125000.0,-66000000.0,88087000.0,-88000000.0,81668000.0,-82000000.0,81586000.0,-82000000.0,29131000.0
Acquisitions and disposals,-0.0,-0.0,,-8278000.0,,-10921000.0,,-12687000.0,,-3526000.0,,-8495000.0
Investment purchases and sales,-3823000.0,-52776000.0,0,-79880000.0,0,-68053000.0,-2000000,-22618000.0,3000000,-77208000.0,-1000000,-60368000.0
Investing Cash flow,-51956000.0,-84164000.0,-84000000.0,-74351000.0,-74000000.0,-101147000.0,-101000000.0,-91217000.0,-91000000.0,-86035000.0,-86000000.0,-38136000.0
Issuance (repayment) of debt,-0.0,-0.0,,-0.0,,-4090000.0,,-0.0,,-4000000.0,,-0.0
Issuance (buybacks) of shares,-3743000.0,-52737000.0,,-77904000.0,,-61444000.0,,-14893000.0,,-72786000.0,,-43872000.0
Dividend payments,-18011000.0,-16749000.0,,-16407000.0,,-15417000.0,,-13674000.0,,-12147000.0,,-10512000.0
Financing Cash Flow,-23254000.0,-69014000.0,-69000000.0,-95111000.0,-95000000.0,-80165000.0,-80000000.0,-25670000.0,-26000000.0,-75970000.0,-76000000.0,-48433000.0
Effect of forex changes on cash,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net cash flow / Change in cash,2529000.0,11361000.0,11000000.0,-70074000.0,-70000000.0,-79510000.0,-80000000.0,2097000.0,2000000.0,-80512000.0,-81000000.0,8171000.0
Free Cash Flow,39576000.0,89755000.0,90000000.0,33263000.0,33000000.0,13715000.0,14000000.0,37316000.0,37000000.0,-93000.0,-0000000.0,65609000.0
Net Cash/Marketcap,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
