Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,1060000.0,311000.0,215000.0,194000.0,107000.0,17000.0,21000.0
Stock-based compensation,16139000.0,13349000.0,10923000.0,10699000.0,4641000.0,215000.0,141000.0
Operating Cash Flow,-29257000.0,-116289000.0,-40631000.0,-69064000.0,-39653000.0,-17090000.0,-11716000.0
Capital Expenditure,-33000.0,-4303000.0,-90000.0,0.0,-827000.0,-9000.0,0.0
Acquisitions and disposals,5277000.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,3168000.0,-4303000.0,-90000.0,-42000.0,-772000.0,-9000.0,0.0
Issuance (repayment) of debt,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0
Issuance (buybacks) of shares,52000.0,2968000.0,59805000.0,80609000.0,132338000.0,27000.0,5000.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,1948000.0,2968000.0,59805000.0,80609000.0,197703000.0,29983000.0,11170000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-24141000.0,-117624000.0,19084000.0,11503000.0,157278000.0,12884000.0,-546000.0
Free Cash Flow,-29290000.0,-120592000.0,-40721000.0,-69064000.0,-40480000.0,-17099000.0,-11716000.0
Net Cash/Marketcap,1.5088,0.9483,0.388,0.5005,0.314,0.2933,0.2933
