date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,revenue,846656000.0,825116000.0,723942000.0,654420000.0,487117000.0,357569000.0,280230000.0,208080000.0,131234000.0,96418000.0,79991000.0,88469000.0,101062000.0,268228.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,846656000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,72057000.0,65989000.0,66112000.0,81762000.0,42956000.0,29852000.0,20007000.0,14552000.0,11734000.0,0.0,0.0,47473000.0,35136000.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,502000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,52876000.0,858000000.0,728000000.0,654000000.0,480000000.0,316000000.0,216000000.0,174000000.0,116000000.0,83000000.0,81000000.0,82000000.0,62000000.0,63000000.0
,costAndExpenses,978759000.0,857722000.0,728181000.0,653510000.0,480114000.0,315709000.0,215820000.0,173593000.0,115520000.0,83402000.0,81399000.0,82142000.0,59459000.0,114266.0
,interestExpense,9582000.0,9781000.0,9866000.0,3247000.0,723000.0,326000.0,410000.0,367000.0,355000.0,548000.0,1767000.0,3177000.0,2811000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,11046000.0,11997000.0,18482000.0,37532000.0,11713000.0,3328000.0,801000.0,697000.0,1260000.0,1218000.0,1106000.0,1188000.0,781000.0,0.0
,EBITDA,804826000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.95059386574949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,793780000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.937547244689697,-0.0395168679312969,-0.00585544145801736,0.00139054429876838,0.0143764229127704,0.117068314087631,0.229846911465582,0.165739138792772,0.119740311199842,0.13499554025182,-0.0176019802227751,0.0715165764279013,0.411658190021967,0.573996749034404
,totalOtherIncomeExpensesNet,17739000.0,16582000.0,15110000.0,51051000.0,18960000.0,11572000.0,8605000.0,6960000.0,4023000.0,3388000.0,4911000.0,440000.0,9392000.0,0.0
,incomeBeforeTax,-132103000.0,-32606000.0,-4239000.0,910000.0,7003000.0,41860000.0,64410000.0,34487000.0,15714000.0,13016000.0,-1408000.0,6327000.0,41603000.0,153962.0
,incomeBeforeTaxRatio,-0.156029131075667,-0.0395168679312969,-0.00585544145801736,0.00139054429876838,0.0143764229127704,0.117068314087631,0.229846911465582,0.165739138792772,0.119740311199842,0.13499554025182,-0.0176019802227751,0.0715165764279013,0.411658190021967,0.573996749034404
,incomeTaxExpense,-36605000.0,-3121000.0,-4633000.0,-9235000.0,1305000.0,14502000.0,23397000.0,14145000.0,6009000.0,4928000.0,-483000.0,2270000.0,8184000.0,71505.0
,netIncome,-96454000.0,-29872000.0,290000.0,10145000.0,5698000.0,27358000.0,41013000.0,20342000.0,9705000.0,8088000.0,-925000.0,4057000.0,33419000.0,82457.0
,netIncomeRatio,-0.113923482500567,-0.0362033944318132,0.000400584577217512,0.0155022768252804,0.0116973950816744,0.0765111069471906,0.146354780002141,0.0977604767397155,0.0739518722282335,0.083884751809828,-0.0115638009276044,0.0458578711186969,0.330678197542103,0.307413841955351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-2.25552570943631,-0.7,0.00679943078916843,0.27306175410672,0.27,1.29,2.06,1.26340904802606,0.914897040852486,0.77,-0.09,0.38,3.17,0.03
,EPSDiluted,-2.25552570943631,-0.7,0.00676955045002804,0.271435657842845,0.26,1.28,2.05,1.25699047240522,0.910795189424753,0.77,-0.09,0.38,3.08,0.027
,weightedAverageShsOut,42896339.0,42763423.0,42650629.0,37152768.0,21417486.0,21218233.0,19933652.0,16100882.0,10607751.0,10442034.0,10573932.0,10568247.0,10548932.0,2879226.0
,weightedAverageShsOutDil,42896339.0,42763423.0,42838886.0,37375340.0,21614443.0,21452540.0,20045907.0,16183098.0,10655524.0,10442034.0,10573932.0,10568247.0,10854743.0,3258383.0
