date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,326780000.0,281052000.0,252790000.0,212633000.0,0.0,118163000.0,85300000.0
,costOfRevenue,126211000.0,105106000.0,95981000.0,82898000.0,0.0,52766000.0,45300000.0
,grossProfit,200569000.0,175946000.0,156809000.0,129735000.0,0.0,65397000.0,40100000.0
,grossProfitRatio,0.613773792765775,0.626026500434083,0.620313303532576,0.610135773845076,0.0,0.553447356617554,0.47010550996483
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,52222000.0,47364000.0,36982000.0,36144000.0,0.0,35541000.0,56800000.0
,SellingAndMarketingExpenses,114741000.0,107280000.0,93215000.0,66759000.0,0.0,50330000.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,166963000.0,154644000.0,130197000.0,102903000.0,3334903.0,85871000.0,165300000.0
,costAndExpenses,293174000.0,259750000.0,226178000.0,185801000.0,3334903.0,138637000.0,210600000.0
,interestExpense,77000.0,398000.0,32530000.0,43357000.0,0.0,829000.0,-700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,8005000.0,1913000.0,1838000.0,1973000.0,0.0,0.0,0.0
,EBITDA,25631000.0,22554000.0,-31605000.0,-6648000.0,-3323285.0,-19062000.0,-127500000.0
,EBITDARatio,0.078435032743742,0.0802484949404381,-0.125024724079275,-0.0312651375844765,0.0,-0.161319533187208,-1.494725
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,33606000.0,21302000.0,26612000.0,26832000.0,-3334903.0,-20474000.0,-125300000.0
,operatingIncomeRatio,0.102839831079013,0.0757938032819549,0.105273151627833,0.126189255665866,0.0,-0.173269128238112,-1.46893317702227
,totalOtherIncomeExpensesNet,16057000.0,1059000.0,92585000.0,78810000.0,-473738.0,-22526000.0,1500000.0
,incomeBeforeTax,17549000.0,20243000.0,-65973000.0,-51978000.0,-2861165.0,0.0,-126800000.0
,incomeBeforeTaxRatio,0.0537027969887998,0.0720258172864808,-0.26097946912457,-0.244449356402816,0.0,0.0,-1.48651817116061
,incomeTaxExpense,4569000.0,2714000.0,1992000.0,1319000.0,0.0,0.0,1000000.0
,netIncome,12980000.0,17529000.0,-67965000.0,-53297000.0,-2861165.0,-45269000.0,-127800000.0
,netIncomeRatio,0.0397209131525797,0.0623692412791939,-0.26885952767119,-0.250652532767727,0.0,-0.383106386940074,-1.49824150058617
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.19,-0.12,-1.28,-1.65,-0.52,-1.8689208157873,-5.28099
,EPSDiluted,-0.19,-0.12,-1.28,-1.65,-0.52,-1.8689208157873,-5.28099
,weightedAverageShsOut,71231000.0,66050000.0,61384000.0,32229000.0,5466064.0,24222000.0,24200000.0
,weightedAverageShsOutDil,71231000.0,66050000.0,61384000.0,32229000.0,5466064.0,24222000.0,24200000.0
