Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,862000000.0,836000000.0,871000000.0,1029974000.0,976938000.0
Revenue Growth,0.0311004784688995,-0.0401836969001148,-0.154347585473031,0.0542879896165366,
Cost of Revenue,930000000.0,353000000.0,344000000.0,485545000.0,457170000.0
Gross Profit,-68000000.0,483000000.0,527000000.0,544429000.0,519768000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0
SG&A Expense,85000000.0,76000000.0,54000000.0,195507000.0,212055000.0
Operating Expenses,89000000.0,391000000.0,480000000.0,416358000.0,383099000.0
Operating Income,-157000000.0,92000000.0,47000000.0,128071000.0,136669000.0
Interest Expense,64000000.0,49000000.0,48000000.0,86504000.0,120945000.0
Earnings before Tax,-216000000.0,43000000.0,-3000000.0,48852000.0,-308492000.0
Income Tax Expense,21000000.0,-109000000.0,-2000000.0,22487000.0,28805000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,347000.0,3890000.0
Net Income - Discontinued ops,0.0,1000000.0,4000000.0,0.0,503000.0
Net Income,-262000000.0,152000000.0,-1000000.0,26365000.0,-337297000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,-262000000.0,152000000.0,-1000000.0,26365000.0,-337297000.0
EPS,-4.47,2.62,-0.02,0.21,-2.67
EPS Diluted,-4.47,2.6,-0.02,0.2,-2.67
Weighted Average Shs Out,58400000.0,59461161.0,59461161.0,59000000.0,
Weighted Average Shs Out (Dil),58400000.0,59461161.0,59461161.0,,
Dividend per Share,0.27397260274,0.0,0.0,0.0,0.0
Gross Margin,-0.0788863109049,0.5778,0.6051,0.5286,0.532
EBITDA Margin,0.0174013921114,0.288,0.22,0.294,-0.022
EBIT Margin,-0.182134570766,0.11,0.0517,0.1314,-0.192
Profit Margin,-0.303944315545,0.182,-0.001,0.026,-0.345
Free Cash Flow margin,0.116009280742,-0.0431,0.1378,0.187,0.213
EBITDA,15000000.0,241000000.0,192000000.0,302689000.0,-21064000.0
EBIT,-157000000.0,92000000.0,45000000.0,135356000.0,-187547000.0
Consolidated Income,-262000000.0,152000000.0,-1000000.0,26712000.0,-333407000.0
Earnings Before Tax Margin,-0.250580046404,0.0514,-0.0034,0.0474,-0.3158
Net Profit Margin,-0.303944315545,0.1818,-0.0011,0.0256,-0.3453
