date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-24225000.0,-19457000.0,-20458000.0,-10138000.0,-16002000.0,-14888000.0,-17407000.0,-16002000.0,-12225000.0
,depreciationAndAmortization,1194000.0,1714000.0,1156000.0,156000.0,130000.0,122000.0,135000.0,170000.0,200000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,1661000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-2076000.0,2620000.0,-244000.0,2276000.0,1071000.0,432000.0,-1802000.0,2013000.0,-1541000.0
,accountsReceivables,-129000.0,0.0,0.0,-2000000.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-1370000.0,0.0,0.0,0.0,0.0,0.0,0.0,-40000.0,0.0
,otherWorkingCapital,-680000.0,29050000.0,46935000.0,50889000.0,41786000.0,34434000.0,34814000.0,0.0,0.0
,otherNonCashItems,231000.0,1638000.0,3035000.0,3578000.0,1147000.0,1060000.0,5361000.0,2080000.0,580000.0
,netCashProvidedByOperatingActivites,-23378000.0,-12697000.0,-15680000.0,-3821000.0,-13412000.0,-13203000.0,-13703000.0,-13130000.0,-13010000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-51000.0,-73000.0,-2229000.0,-6482000.0,-491000.0,-90000.0,-57000.0,-32000.0,-155000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-41085000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,51027000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,9891000.0,-6600000.0,24733000.0,-20840000.0,-4091000.0,-30090000.0,1437000.0,6478000.0,6541000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-391000.0,-759000.0,-88000.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,17458000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,2000.0,13759000.0,19510000.0,21980000.0,13746000.0,40084000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,17067000.0,-757000.0,13671000.0,19510000.0,21980000.0,13746000.0,40084000.0,10000000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,175000.0,143000.0,-71000.0,260000.0,18000.0,-146000.0,-412000.0,92000.0,94000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,3755000.0,-19911000.0,22653000.0,-4891000.0,4495000.0,-29693000.0,27406000.0,3440000.0,-6370000.0
,cashAtEndOfPeriod,13697000.0,9436000.0,29347000.0,6694000.0,11585000.0,7087000.0,29786000.0,4660000.0,-6370000.0
,cashAtBeginningOfPeriod,9942000.0,29347000.0,6694000.0,11585000.0,7090000.0,36780000.0,2380000.0,1220000.0,0.0
,operatingCashFlow,-23378000.0,-12697000.0,-15680000.0,-3821000.0,-13412000.0,-13203000.0,-13703000.0,-13130000.0,-13010000.0
,capitalExpenditure,-51000.0,-73000.0,-2229000.0,-6482000.0,-491000.0,-90000.0,-57000.0,-30000.0,-160000.0
,freeCashFlow,-23429000.0,-12770000.0,-17909000.0,-10303000.0,-13903000.0,-13293000.0,-13760000.0,-13160000.0,-13170000.0
