Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,106566000.0,107000000.0,93570000.0,94000000.0,88027000.0,88000000.0,94003000.0,94000000.0,124097000.0,124000000.0,93220000.0,61977000.0,77416000.0
Short-term investments,45226000.0,45000000.0,45458000.0,45000000.0,27522000.0,28000000.0,29619000.0,30000000.0,18342000.0,18000000.0,22279000.0,65067000.0,115818000.0
Cash and short-term investments,151792000.0,45000000.0,139028000.0,45000000.0,115549000.0,28000000.0,123622000.0,30000000.0,142439000.0,18000000.0,115499000.0,127044000.0,193234000.0
Receivables,22733000.0,23000000.0,20708000.0,21000000.0,19136000.0,19000000.0,17902000.0,18000000.0,16919000.0,17000000.0,15900000.0,18239000.0,13680000.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total current assets,184048000.0,95000000.0,177613000.0,100000000.0,149266000.0,101000000.0,153340000.0,101000000.0,172752000.0,77000000.0,146004000.0,161228000.0,217648000.0
Property Plant & Equipment Net,35961000.0,36000000.0,34121000.0,34000000.0,34762000.0,35000000.0,37246000.0,37000000.0,39993000.0,40000000.0,45240000.0,50713000.0,44910000.0
Goodwill and Intangible Assets,16879000.0,16000000,32531000.0,32000000,18261000.0,18000000,18888000.0,19000000,19764000.0,20000000,21644000.0,23532000.0,0.0
Long-term investments,29570000.0,30000000.0,23320000.0,23000000.0,45679000.0,46000000.0,43430000.0,43000000.0,17740000.0,18000000.0,0.0,0.0,0.0
Tax assets,2839000.0,3000000.0,1853000.0,2000000.0,0.0,000000.0,2809000.0,000000.0,2846000.0,000000.0,3481000.0,3452000.0,2444000.0
Total non-current assets,94973000.0,16000000.0,99700000.0,16000000.0,101089000.0,6000000.0,101017000.0,12000000.0,77497000.0,12000000.0,66884000.0,74245000.0,44910000.0
Total assets,279021000.0,279000000.0,277313000.0,277000000.0,250355000.0,250000000.0,254357000.0,254000000.0,250249000.0,250000000.0,212888000.0,235473000.0,262558000.0
Payables,2281000.0,2000000.0,4367000.0,4000000.0,2275000.0,2000000.0,6832000.0,7000000.0,7939000.0,8000000.0,5798000.0,8977000.0,4599000.0
Short-term debt,2001000.0,,2152000.0,,1799000.0,,2095000.0,,8689000.0,,9943000.0,12043000.0,0.0
Total current liabilities,47977000.0,48000000.0,53012000.0,53000000.0,46039000.0,46000000.0,47291000.0,47000000.0,56185000.0,56000000.0,41841000.0,48479000.0,40790000.0
Long-term debt,12365000.0,,13693000.0,,1874000.0,,2440000.0,,3221000.0,,4150000.0,4215000.0,3466000.0
Total debt,14366000.0,,15845000.0,,3673000.0,,4535000.0,,11910000.0,,14093000.0,16258000.0,3466000.0
Deferred revenue,13849000.0,12000000.0,12398000.0,14000000.0,12763000.0,2000000.0,11718000.0,2000000.0,10736000.0,3000000.0,9651000.0,7769000.0,5885000.0
Tax Liabilities,1080000.0,000000.0,22000.0,000000.0,0.0,2000000.0,709000.0,6000000.0,42000.0,6000000.0,0.0,2427000.0,344000.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total non-current liabilities,30857000.0,16000000.0,29702000.0,16000000.0,8311000.0,6000000.0,14472000.0,12000000.0,15266000.0,12000000.0,23095000.0,27430000.0,15625000.0
Total liabilities,63630000.0,64000000.0,69021000.0,69000000.0,52476000.0,52000000.0,59323000.0,59000000.0,68230000.0,68000000.0,60786000.0,72874000.0,53972000.0
Other comprehensive income,127804000,-0000000.0,121581000,-0000000.0,114849000,-0000000.0,112417000,-0000000.0,104546000,-0000000.0,97716000,103900000,115075000
Retained earnings (deficit),87581000.0,88000000.0,86689000.0,87000000.0,83184000.0,83000000.0,82830000.0,83000000.0,77463000.0,77000000.0,54284000.0,58253000.0,92590000.0
Total shareholders equity,215391000.0,215000000.0,208292000.0,208000000.0,197879000.0,198000000.0,195034000.0,195000000.0,182019000.0,182000000.0,152102000.0,162599000.0,208586000.0
Investments,74796000.0,30000000.0,68778000.0,23000000.0,73201000.0,46000000.0,73049000.0,43000000.0,36082000.0,18000000.0,22279000.0,65067000.0,115818000.0
Net Debt,-92200000.0,-107000000,-77725000.0,-94000000,-84354000.0,-88000000,-89468000.0,-94000000,-112187000.0,-124000000,-79127000.0,-45719000.0,-73950000.0
Other Assets,0.0,10000000,0.0,8000000,0.0,2000000,0.0,1000000,0.0,0,0.0,0.0,0.0
Other Liabilities,0.0,19000000,0.0,21000000,0.0,17000000,0.0,17000000,0.0,8000000,0.0,-3035000.0,-2443000.0
