Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,49724000.0,10400000.0,23234000.0,21743000.0
Revenue Growth,3.78115384615385,-0.552380132564345,0.0685737938646921,0.1712
Cost of Revenue,24531000.0,0.0,861000.0,217000.0
Gross Profit,25193000.0,0.0,13160000.0,20882000.0
R&D Expenses,0.0,0.0,0.0,0.0
SG&A Expense,10662000.0,0.0,2883000.0,2262000.0
Operating Expenses,13257000.0,0.0,15267000.0,6025000.0
Operating Income,11740000.0,0.0,-3622000.0,14857000.0
Interest Expense,15389000.0,100000.0,-9917000.0,8242000.0
Earnings before Tax,4980000.0,0.0,-1823000.0,6615000.0
Income Tax Expense,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,368000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0
Net Income,11740000.0,0.0,6615000.0,5349000.0
Preferred Dividends,0.0,0.0,0.0,0.0
Net Income Com,11740000.0,0.0,6615000.0,5349000.0
EPS,0.64,0.0,-0.12,0.36
EPS Diluted,0.64,0.0,-0.12,0.36
Weighted Average Shs Out,18218000.0,0.0,18190000.0,18190000.0
Weighted Average Shs Out (Dil),18218000.0,0.0,18190000.0,
Dividend per Share,0.599791415084,0.0,0.0,0.0
Gross Margin,0.506656745234,0.0,0.5664,0.9604
EBITDA Margin,0.472488134502,0.0,0.847,0.865
EBIT Margin,0.236103290162,0.0,0.3429,0.6833
Profit Margin,0.236103290162,0.0,0.304,0.288
Free Cash Flow margin,0.272061781031,0.0,0.252,0.2707
EBITDA,23494000.0,0.0,18413000.0,16050000.0
EBIT,11740000.0,0.0,7967000.0,14857000.0
Consolidated Income,11740000.0,0.0,6615000.0,5717000.0
Earnings Before Tax Margin,0.100152843697,0.0,-0.0785,0.3042
Net Profit Margin,0.236103290162,0.0,0.3042,0.2881
