date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,revenue,11497000000.0,9740000000.0,7253000000.0,7348000000.0,6711000000.0,7729000000.0,7292000000.0,8322000000.0,9868000000.0,10358000000.0,9540000000.0,7705000000.0,6199000000.0,5526000000.0,4987000000.0,4406000000.0,4524185000.0,3214000000.0,2745000000.0
,costOfRevenue,7492000000.0,7155000000.0,5308000000.0,5287000000.0,4992000000.0,5551000000.0,5686000000.0,6548000000.0,5270000000.0,4240000000.0,3484000000.0,3236000000.0,3358000000.0,2978000000.0,2685000000.0,2578000000.0,2495639000.0,1816000000.0,1660834000.0
,grossProfit,4005000000.0,2585000000.0,1945000000.0,2061000000.0,1719000000.0,2178000000.0,1606000000.0,1774000000.0,4598000000.0,6118000000.0,6056000000.0,4469000000.0,2841000000.0,2548000000.0,2302000000.0,1828000000.0,2028546000.0,1398000000.0,1084166000.0
,grossProfitRatio,0.3483517439332,0.265400410677618,0.268164897283883,0.280484485574306,0.256146624944122,0.281795833872429,0.220241360394953,0.213169911079068,0.465950547223348,0.590654566518633,0.634800838574423,0.580012978585334,0.45829972576222,0.461093014838943,0.461600160417084,0.414888788016341,0.448378216187004,0.43497199751089,0.39496029143898
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,122000000.0,150000000.0,153000000.0,143000000.0,134000000.0,133000000.0,161000000.0,222000000.0,348000000.0,373000000.0,216000000.0,135000000.0,166000000.0,62000000.0,94000000.0,73000000.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,361000000.0,313000000.0,244000000.0,237000000.0,233000000.0,183000000.0,186000000.0,203000000.0,212000000.0,318000000.0,0.0,193000000.0,176000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,27000000.0,25000000.0,24000000.0,18000000.0,25000000.0,13000000.0,21000000.0,20000000.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1051000000.0,1044000000.0,766000000.0,752000000.0,710000000.0,906000000.0,828000000.0,950000000.0,1276000000.0,1992000000.0,1818000000.0,1517000000.0,1449000000.0,1225000000.0,879000000.0,851000000.0,812370000.0,694000000.0,779944000.0
,costAndExpenses,8543000000.0,8199000000.0,6074000000.0,6039000000.0,5702000000.0,6457000000.0,6514000000.0,7498000000.0,6546000000.0,6232000000.0,5302000000.0,4753000000.0,4807000000.0,4203000000.0,3564000000.0,3429000000.0,3308009000.0,2510000000.0,2440778000.0
,interestExpense,308000000.0,301000000.0,207000000.0,241000000.0,273000000.0,325000000.0,361000000.0,303000000.0,249000000.0,244000000.0,279000000.0,120000000.0,102000000.0,0.0,0.0,0.0,0.0,0.0,0.0
