date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,890000000.0,1174000000.0,1096000000.0,1346000000.0,566000000.0,585000000.0,540000000.0,387000000.0,75000000.0,101000000.0,-26000000.0,-62000000.0,-704000000.0,362000000.0,224000000.0,187000000.0,-84000000.0,-244310000.0,-397825000.0,111256000.0,176375000.0,142700000.0,13500000.0
,depreciationAndAmortization,1988000000.0,2038000000.0,1671000000.0,1383000000.0,1245000000.0,1244000000.0,1194000000.0,1098000000.0,897000000.0,480000000.0,449000000.0,474000000.0,513000000.0,497000000.0,503000000.0,462000000.0,468000000.0,428325000.0,396293000.0,433902000.0,414432000.0,343500000.0,212400000.0
,deferredIncomeTax,-121000000.0,204000000.0,257000000.0,-533000000.0,123000000.0,336000000.0,261000000.0,167000000.0,-16000000.0,39000000.0,-58000000.0,0.0,-129000000.0,61000000.0,119000000.0,112000000.0,-8000000.0,-70237000.0,5871000.0,100683000.0,109280000.0,41800000.0,27300000.0
,stockBasedCompensation,70000000.0,61000000.0,102000000.0,87000000.0,45000000.0,49000000.0,74000000.0,46000000.0,32000000.0,12000000.0,8000000.0,8000000.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,108000000.0,-1000000.0,-459000000.0,-73000000.0,116000000.0,-7000000.0,-8000000.0,84000000.0,133000000.0,-297000000.0,-88000000.0,-32000000.0,-324000000.0,194000000.0,-179000000.0,93000000.0,-160218000.0,150738000.0,18492000.0,1292000.0,54796000.0,164700000.0,-18900000.0
,accountsReceivables,218000000.0,39000000.0,-115000000.0,-184000000.0,15000000.0,-11000000.0,-101000000.0,-20000000.0,-86000000.0,-62000000.0,-38000000.0,128000000.0,51000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-5000000.0,-8000000.0,-20000000.0,1000000.0,1000000.0,8000000.0,11000000.0,-2000000.0,-2000000.0,-3000000.0,5000000.0,16000000.0,31000000.0,51000000.0,21000000.0,-32000000.0,12000000.0,10817000.0,21189000.0,87084000.0,69706000.0,-6500000.0,-6400000.0
,accountsPayables,10000000.0,-86000000.0,49000000.0,141000000.0,-29000000.0,-8000000.0,-23000000.0,9000000.0,-223000000.0,68000000.0,4000000.0,-32000000.0,-34000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-248000000.0,-356000000.0,-355000000.0,104000000.0,177000000.0,61000000.0,68000000.0,76000000.0,-8000000.0,-141000000.0,156000000.0,244000000.0,276000000.0,600000000.0,406000000.0,585000000.0,492000000.0,652218000.0,501480000.0,482988000.0,481696000.0,426900000.0,262200000.0
,otherNonCashItems,0.0,10000000.0,57000000.0,109000000.0,23000000.0,-10000000.0,27000000.0,42000000.0,233000000.0,38000000.0,8000000.0,34000000.0,5000000.0,7000000.0,19000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-200000.0,0.0
,netCashProvidedByOperatingActivites,2658000000.0,3024000000.0,2853000000.0,2230000000.0,1953000000.0,1995000000.0,1801000000.0,1551000000.0,721000000.0,608000000.0,452000000.0,438000000.0,764000000.0,868000000.0,858000000.0,643000000.0,737000000.0,342306000.0,517909000.0,696710000.0,512721000.0,421400000.0,216100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-258000000.0,-2350000000.0,-2291000000.0,-1889000000.0,-1339000000.0,-1636000000.0,-1821000000.0,-1684000000.0,-1369000000.0,-810000000.0,-374000000.0,-311000000.0,-704000000.0,-990000000.0,-965000000.0,-863000000.0,-751000000.0,-713301000.0,-530858000.0,-497318000.0,-961974000.0,-1828600000.0,-1475900000.0
,acquisitionsNet,-2000000.0,-249000000.0,-2966000000.0,-2377000000.0,-28000000.0,-86000000.0,-756000000.0,-9000000.0,-1165000000.0,-276000000.0,0.0,-25000000.0,-17000000.0,-23000000.0,-39000000.0,-40000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,183000000.0,-3000000.0,-3000000.0,-5000000.0,-2000000.0,-3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,24000000.0,22000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4644000.0,-2103000.0,-20551000.0,-9200000.0,-4200000.0
,netCashUsedForInvestingActivites,-223000000.0,-1710000000.0,-4551000000.0,-3705000000.0,-859000000.0,-1170000000.0,-2000000000.0,-1177000000.0,-2104000000.0,-861000000.0,-223000000.0,-94000000.0,-446000000.0,-671000000.0,-648000000.0,-553000000.0,-453000000.0,-537439000.0,-536248000.0,-409643000.0,-962938000.0,-1595600000.0,-1349900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-11245000000.0,-9678000000.0,-9942000000.0,-10207000000.0,-9223000000.0,-8482000000.0,-6283000000.0,-3965000000.0,-4370000000.0,-1824000000.0,-3606000000.0,-3691000000.0,-6100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,3000000.0,32000000.0,78000000.0,2000000.0,6000000.0,1102000.0,63755000.0,10417000.0,331000.0,522500000.0,207600000.0
