date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,11968000.0,62135000.0,41596000.0,-111804000.0,-4855000.0,-209005000.0,-31612000.0,-3417000.0,1336000.0
,depreciationAndAmortization,408604000.0,310755000.0,362697000.0,310960000.0,332925000.0,261301000.0,125480000.0,46943000.0,20234000.0
,deferredIncomeTax,24877000.0,30950000.0,42659000.0,119837000.0,1666000.0,23790000.0,4413000.0,-11762000.0,4021000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-33212000.0,-113351000.0,-18344000.0,-8797000.0,2033000.0,73061000.0,-67991000.0,9213000.0,66624000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-4590000.0,-1343000.0,-1991000.0,-2548000.0,-729000.0,-1198000.0,379000.0,-5244000.0,0.0
,accountsPayables,-9771000.0,-36533000.0,-4898000.0,22474000.0,11422000.0,9994000.0,-117199000.0,-45110000.0,16322000.0
,otherWorkingCapital,-18061000.0,-3970000.0,-17019000.0,-4924000.0,6341000.0,49420000.0,54810000.0,48945000.0,26527000.0
,otherNonCashItems,293518000.0,368202000.0,297131000.0,422635000.0,338591000.0,461890000.0,157501000.0,48949000.0,-2829000.0
,netCashProvidedByOperatingActivites,438221000.0,363581000.0,401043000.0,385623000.0,334418000.0,299485000.0,43608000.0,37388000.0,47982000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1361000.0,0.0,0.0,0.0,-5952000.0,-106007000.0,-56960000.0,-401678000.0,-518495000.0
,acquisitionsNet,2453000.0,-142923000.0,-66240000.0,33127000.0,-16770000.0,-829557000.0,-266869000.0,-240639000.0,-554276000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,-5952000.0,-106007000.0,-56960000.0,-401678000.0,-518495000.0
,salesMaturitiesOfInvestments,0.0,0.0,68048000.0,30058000.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-6952000.0,24712000.0,-16668000.0,8183000.0,2315000.0,111721000.0,35621000.0,349428000.0,492566000.0
,netCashUsedForInvestingActivites,-5860000.0,-118211000.0,-14860000.0,71368000.0,-26359000.0,-929850000.0,-345168000.0,-694567000.0,-1098700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1123733000.0,-603070000.0,-385964000.0,-613242000.0,-182636000.0,-175389000.0,-1665433000.0,-667784000.0,-61620000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,664120000.0,681916000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-168659000.0,-159002000.0,-143034000.0,-99483000.0,-35509000.0,-137166000.0,-23696000.0,0.0,0.0
,otherFinancingActivites,1155052000.0,451890000.0,123767000.0,296398000.0,-7958000.0,459366000.0,1311654000.0,1582657000.0,1168872000.0
,netCashUsedProvidedByFinancingActivities,-137340000.0,-310182000.0,-405231000.0,-416327000.0,-226103000.0,810931000.0,304441000.0,914873000.0,1107252000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,10685000.0,-3935000.0,-18797000.0,33912000.0,-1857000.0,-20008000.0,-6391000.0,2471000.0,794000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,305706000.0,-68747000.0,-37845000.0,74576000.0,80099000.0,160558000.0,-3510000.0,260165000.0,57328000.0
,cashAtEndOfPeriod,868501000.0,562795000.0,631542000.0,669387000.0,594811000.0,514712000.0,354154000.0,357664000.0,97499000.0
,cashAtBeginningOfPeriod,562795000.0,631542000.0,669387000.0,594811000.0,514712000.0,354154000.0,357664000.0,97499000.0,40171000.0
,operatingCashFlow,438221000.0,363581000.0,401043000.0,385623000.0,334418000.0,299485000.0,43608000.0,37388000.0,47982000.0
,capitalExpenditure,-1361000.0,0.0,0.0,0.0,-5952000.0,-106007000.0,-56960000.0,-401678000.0,-518495000.0
,freeCashFlow,436860000.0,363581000.0,401043000.0,385623000.0,328466000.0,193478000.0,-13352000.0,-364290000.0,-470513000.0
