date,,2021-01-31_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY,2002-02-02_FY,2001-02-03_FY,2000-01-29_FY,1999-01-30_FY,1998-01-31_FY,1997-02-01_FY,1996-02-03_FY,1995-01-31_FY,1994-01-31_FY,1993-01-31_FY
,revenue,18097000000.0,25331000000.0,25739000000.0,25641000000.0,25778000000.0,27079000000.0,28105000000.0,27931000000.0,27686000000.0,26405000000.0,25003000000.0,23489000000.0,24892000000.0,26313000000.0,26970000000.0,22390000000.0,15630000000.0,15264000000.0,15435000000.0,15651000000.0,18407000000.0,17716000000.0,15833000000.0,15668000000.0,15229000000.0,15049000000.0,8315900000.0,7229400000.0,7079900000.0
,costOfRevenue,12286000000.0,15171000000.0,15215000000.0,15181000000.0,15621000000.0,16496000000.0,16863000000.0,16725000000.0,16538000000.0,15738000000.0,14824000000.0,13973000000.0,15009000000.0,15677000000.0,16019000000.0,13272000000.0,9297000000.0,9099000000.0,9255000000.0,9531000000.0,10872000000.0,10443000000.0,9616000000.0,8971000000.0,9289000000.0,9318000000.0,4804600000.0,4117100000.0,3962700000.0
,grossProfit,5811000000.0,10160000000.0,10524000000.0,10460000000.0,10157000000.0,10583000000.0,11242000000.0,11206000000.0,11148000000.0,10667000000.0,10179000000.0,9516000000.0,9883000000.0,10636000000.0,10951000000.0,9118000000.0,6333000000.0,6165000000.0,6180000000.0,6120000000.0,7535000000.0,7273000000.0,6217000000.0,6697000000.0,5940000000.0,5731000000.0,3511300000.0,3112300000.0,3117200000.0
,grossProfitRatio,0.321102945239542,0.401089574039714,0.408873693616691,0.407940407940408,0.394018155015905,0.390819454189593,0.4,0.401202964448104,0.402658383298418,0.403976519598561,0.407111146662401,0.405125803567627,0.397035192029568,0.404210846349713,0.40604375231739,0.407235372934346,0.405182341650672,0.403891509433962,0.400388726919339,0.39102932719954,0.409355136632803,0.410532851659517,0.392660898124171,0.42743170793975,0.390045308293388,0.380822646022992,0.422239324667204,0.430505989432041,0.440288704642721
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,8998000000.0,9039000000.0,8954000000.0,8265000000.0,8256000000.0,8355000000.0,8440000000.0,8482000000.0,8281000000.0,8260000000.0,8062000000.0,8481000000.0,8554000000.0,8487000000.0,6500000000.0,4933000000.0,4824000000.0,4837000000.0,4801000000.0,6023000000.0,5572000000.0,4762000000.0,4746000000.0,4738000000.0,4748000000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,6767000000.0,9278000000.0,8907000000.0,8691000000.0,8842000000.0,8544000000.0,8355000000.0,8528000000.0,8624000000.0,8256000000.0,8285000000.0,8453000000.0,14261000000.0,8773000000.0,9115000000.0,6694000000.0,4933000000.0,4824000000.0,4837000000.0,5016000000.0,6985000000.0,5572000000.0,4762000000.0,5356000000.0,5047000000.0,5068000000.0,0.0,0.0,0.0
,costAndExpenses,19053000000.0,24449000000.0,24122000000.0,23872000000.0,24463000000.0,25040000000.0,25218000000.0,25253000000.0,25162000000.0,23994000000.0,23109000000.0,22426000000.0,29270000000.0,24450000000.0,25134000000.0,19966000000.0,14230000000.0,13923000000.0,14092000000.0,14547000000.0,17857000000.0,16015000000.0,14378000000.0,14327000000.0,14336000000.0,14386000000.0,7680500000.0,6697400000.0,6650100000.0
,interestExpense,265000000.0,205000000.0,261000000.0,321000000.0,367000000.0,363000000.0,400000000.0,390000000.0,425000000.0,447000000.0,579000000.0,562000000.0,0.0,579000000.0,451000000.0,422000000.0,299000000.0,0.0,311000000.0,331000000.0,-437000000.0,-355000000.0,-292000000.0,0.0,-452000000.0,-461000000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,959000000.0,981000000.0,962000000.0,991000000.0,1058000000.0,1061000000.0,1036000000.0,1020000000.0,1049000000.0,1085000000.0,1150000000.0,1210000000.0,1251000000.0,1304000000.0,1265000000.0,976000000.0,734000000.0,713000000.0,676000000.0,685000000.0,727000000.0,735000000.0,623000000.0,610000000.0,560600000.0,519800000.0,326800000.0,256800000.0,266700000.0
,EBITDA,3000000.0,1863000000.0,2579000000.0,2760000000.0,2373000000.0,3100000000.0,3923000000.0,3698000000.0,3573000000.0,3496000000.0,3044000000.0,2273000000.0,-3127000000.0,3167000000.0,3101000000.0,3400000000.0,2134000000.0,2054000000.0,2019000000.0,1789000000.0,1277000000.0,2436000000.0,2078000000.0,1951000000.0,1453600000.0,1182800000.0,962200000.0,788800000.0,696500000.0
,EBITDARatio,0.000165773332596563,0.0735462476807074,0.100198142895994,0.107640107640108,0.0920552409030957,0.114479855238377,0.139583703967266,0.132397694318141,0.12905439572347,0.132399166824465,0.121745390553134,0.0967687002426668,-0.12562269002089,0.120358758028351,0.114979606970708,0.151853506029477,0.136532309660909,0.13456498951782,0.130806608357629,0.114305795156859,0.0693757809528984,0.137502822307519,0.131244868313017,0.124521317334695,0.0954494714032438,0.0785965844906638,0.115706057071393,0.109110022961795,0.098377095721691
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
