Date,2018-12-31,2017-12-31
Depreciation & Amortization,500622.0,82904.0
Stock-based compensation,4364468.0,1676476.0
Operating Cash Flow,-424156.0,-1852123.0
Capital Expenditure,-2840.0,-3178.0
Acquisitions and disposals,0.0,0.0
Investment purchases and sales,0.0,0.0
Investing Cash flow,-2840.0,-3178.0
Issuance (repayment) of debt,87778.0,276002.0
Issuance (buybacks) of shares,307924.0,2484199.0
Dividend payments,0.0,0.0
Financing Cash Flow,395702.0,2145396.0
Effect of forex changes on cash,0.0,0.0
Net cash flow / Change in cash,-31294.0,290095.0
Free Cash Flow,-426996.0,-1855301.0
Net Cash/Marketcap,-0.0589,-0.0589
