date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-09-30_FY,2004-03-31_FY,2003-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,272539506000.0,220566000000.0,178834000000.0,140741000000.0,118050000000.0,99505000000.0,79446000000.0,62134000000.0,50008000000.0,41527000000.0,24888000000.0,15104000000.0,13154000000.0,11039000000.0,9187000000.0,6609000000.0,4754000000.0,3513000000.0
,depreciationAndAmortization,12767714000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3731000000.0,2816000000.0,2273000000.0,1812000000.0,1440000000.0,1254000000.0,1052000000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1574000000.0,-2354000000.0,-675000000.0,455000000.0,-213000000.0,-588000000.0,-102000000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971000000.0,1667000000.0,976000000.0,46000000.0,308000000.0,135000000.0,138000000.0
,changeInWorkingCapital,61224696000.0,285864000000.0,-313493000000.0,-15666000000.0,-2824000000.0,-93127000000.0,146937000000.0,-2278000000.0,-136815000000.0,12823000000.0,54552000000.0,126963000000.0,32804000000.0,-444000000.0,10022000000.0,-33450000000.0,6581000000.0,0.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342000000.0,4445000000.0,-7080000000.0,-3750000000.0,-733000000.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,80814000000.0,-205050000000.0,108443000000.0,124109000000.0,126933000000.0,220060000000.0,73123000000.0,75401000000.0,212216000000.0,199393000000.0,144841000000.0,17878000000.0,-14926000000.0,-14482000000.0,-24504000000.0,8946000000.0,2365000000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,0.0,183272000000.0,94274000000.0,379272000000.0,170073000000.0,109357000000.0,127151000000.0,71513000000.0,37492000000.0,50116000000.0,109064000000.0,126176000000.0,-49659000000.0,33829000000.0,32616000000.0,1744000000.0,40258000000.0,14487000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-16142000000.0,-9086000000.0,-12534000000.0,-9871000000.0,-8584000000.0,-9601000000.0,-9951000000.0,-7878000000.0,-5745000000.0,-5854000000.0,-6880000000.0,-6470000000.0,-3245000000.0,-3752000000.0,-2442000000.0,-2143000000.0,-2533000000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20567000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37005000000.0,4000000.0,450000000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,0.0,-1536982000000.0,-2048325000000.0,-1578204000000.0,-1144840000000.0,-1171640000000.0,-776871000000.0,-684969000000.0,-644119000000.0,-466676000000.0,-343907000000.0,-233048000000.0,-276845000000.0,-176461000000.0,-227387000000.0,-106315000000.0,-117320000000.0,-71828000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,291015441000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18674000000.0,-916000000.0,-1104000000.0,-19000000.0,-1057000000.0,-30000000.0,-41000000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,-41015000000.0,-34490000000.0,-29280000000.0,-24367000000.0,-19300000000.0,-15372000000.0,-11787000000.0,-8947000000.0,-6440000000.0,-4985000000.0,-3530000000.0,-2616000000.0,-1967000000.0,-1597000000.0,-1131000000.0,-958000000.0,-697000000.0
,otherFinancingActivites,2237793025000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,2480989526000.0,1517501000000.0,2097014000000.0,1253976000000.0,1007931000000.0,1028946000000.0,794437000000.0,642612000000.0,502352000000.0,407938000000.0,363046000000.0,130888000000.0,393166000000.0,161984000000.0,218389000000.0,109136000000.0,86127000000.0,46695000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
