date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,revenue,209717000.0,190726000.0,151680000.0,131763000.0,126917000.0,102996000.0,98276000.0,92132000.0,88059000.0,85557000.0,65614000.0,60372000.0,59147000.0,54319000.0,51586000.0,46407000.0,40859000.0,42469000.0,41445000.0,41924000.0,36216000.0,38500000.0,27200000.0,22400000.0,16500000.0,16000000.0,14200000.0,12600000.0,9900000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,174369000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.831449048002785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,75741000.0,72345000.0,59281000.0,51872000.0,50798000.0,39727000.0,37498000.0,34297000.0,31273000.0,32245000.0,25691000.0,25720000.0,22849000.0,23666000.0,23756000.0,20377000.0,19527000.0,18062000.0,17443000.0,16669000.0,15454000.0,13400000.0,9100000.0,7400000.0,5700000.0,5300000.0,4500000.0,4100000.0,3200000.0
,SellingAndMarketingExpenses,3589000.0,4230000.0,3492000.0,3543000.0,2657000.0,3669000.0,1977000.0,1863000.0,1714000.0,1525000.0,1255000.0,993000.0,1078000.0,957000.0,940000.0,784000.0,888000.0,853000.0,738000.0,1014000.0,870000.0,900000.0,600000.0,500000.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,16232000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,154000000.0,151000000.0,115000000.0,91000000.0,86000000.0,67000000.0,64000000.0,62000000.0,64000000.0,74000000.0,62000000.0,63000000.0,68000000.0,74000000.0,65000000.0,52000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,16232000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,19126000.0,31249000.0,19139000.0,11121000.0,8461000.0,6068000.0,6047000.0,7155000.0,10912000.0,16180000.0,15522000.0,19223000.0,26908000.0,33646000.0,27398000.0,17984000.0,16471000.0,21084000.0,28558000.0,38917000.0,45646000.0,35800000.0,21600000.0,17600000.0,13600000.0,12800000.0,9600000.0,9400000.0,8900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,3539000.0,3721000.0,1752000.0,942000.0,1062000.0,790000.0,1254000.0,1416000.0,1655000.0,1956000.0,898000.0,909000.0,889000.0,3140000.0,3089000.0,2865000.0,3238000.0,5379000.0,4752000.0,3275000.0,2471000.0,2600000.0,1400000.0,1200000.0,900000.0,200000.0,600000.0,800000.0,300000.0
,EBITDA,6927000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0330302264480228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
