Date,2019-01-31,2018-01-31
Depreciation & Amortization,1692000.0,1346000.0
Stock-based compensation,19078000.0,18152000.0
Operating Cash Flow,-5608000.0,-11836000.0
Capital Expenditure,-4119000.0,-822000.0
Acquisitions and disposals,0.0,0.0
Investment purchases and sales,0.0,0.0
Investing Cash flow,-4119000.0,-822000.0
Issuance (repayment) of debt,0.0,-176000.0
Issuance (buybacks) of shares,4225000.0,1957000.0
Dividend payments,0.0,0.0
Financing Cash Flow,93599000.0,45429000.0
Effect of forex changes on cash,0.0,0.0
Net cash flow / Change in cash,83872000.0,32771000.0
Free Cash Flow,-9727000.0,-12658000.0
Net Cash/Marketcap,0.0454,0.0454
