date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-61921000.0,45442000.0,-50951000.0,-26411000.0,-7096000.0
,depreciationAndAmortization,1967000.0,1694000.0,961000.0,580000.0,278000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,4088000.0,2834000.0,2518000.0,1579000.0,1317000.0
,changeInWorkingCapital,-4573000.0,5650000.0,1812000.0,-1990000.0,3298000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,-2853000.0,2592000.0
,otherWorkingCapital,-4157000.0,4126000.0,-71000.0,396000.0,726000.0
,otherNonCashItems,922000.0,-400000.0,1582000.0,4148000.0,-3443000.0
,netCashProvidedByOperatingActivites,-59517000.0,55220000.0,-44078000.0,-22094000.0,-5646000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1706000.0,-1885000.0,-1858000.0,-1802000.0,-899000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-65000000.0,-30000000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,30035000.0,0.0,-178000.0,-40000.0,0.0
,netCashUsedForInvestingActivites,28329000.0,-66885000.0,-32036000.0,-1842000.0,-899000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-946000.0,-420000.0,-339000.0,0.0,0.0
,commonStockIssued,100000.0,0.0,111534000.0,0.0,69388000.0
,commonStockRepurchased,-100000.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,143000.0,50036000.0,-1817000.0,271000.0,9402000.0
,netCashUsedProvidedByFinancingActivities,-803000.0,49616000.0,109378000.0,271000.0,78790000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-703000.0,-826000.0,-1179000.0,-4168000.0,3443000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-32694000.0,37125000.0,32085000.0,-27833000.0,75688000.0
,cashAtEndOfPeriod,160893000.0,193587000.0,156462000.0,124377000.0,152210000.0
,cashAtBeginningOfPeriod,193587000.0,156462000.0,124377000.0,152210000.0,76522000.0
,operatingCashFlow,-59517000.0,55220000.0,-44078000.0,-22094000.0,-5646000.0
,capitalExpenditure,-1706000.0,-1885000.0,-1858000.0,-1802000.0,-899000.0
,freeCashFlow,-61223000.0,53335000.0,-45936000.0,-23896000.0,-6545000.0
