date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,319509000.0,-124842000.0,-64553000.0,-39995000.0,-35355000.0,-18790000.0,-22311000.0,-4837000.0,-1232000.0
,depreciationAndAmortization,70060000.0,35651000.0,27052000.0,23382000.0,13967000.0,7236000.0,4672000.0,1758000.0,767000.0
,deferredIncomeTax,-41998000.0,-37918000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,246940000.0,158456000.0,95720000.0,49163000.0,22896000.0,7805000.0,3792000.0,1446000.0,268000.0
,changeInWorkingCapital,-100332000.0,20175000.0,-56089000.0,-25651000.0,13276000.0,17324000.0,11771000.0,2574000.0,2238000.0
,accountsReceivables,-141867000.0,-130392000.0,-83343000.0,-50848000.0,-14252000.0,1176000.0,-3930000.0,-1196000.0,-635000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-65649000.0,78405000.0,9015000.0,10960000.0,7699000.0,6218000.0,2813000.0,1945000.0,1814000.0
,otherNonCashItems,8756000.0,0.0,0.0,0.0,202000.0,353000.0,651000.0,320000.0,140000.0
,netCashProvidedByOperatingActivites,424958000.0,70615000.0,9324000.0,7901000.0,14017000.0,15756000.0,-801000.0,1396000.0,2041000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-41733000.0,-56759000.0,-27950000.0,-20043000.0,-23773000.0,-16525000.0,-20573000.0,-3462000.0,-1706000.0
,acquisitionsNet,0.0,-266000000.0,-19000000.0,-16000000.0,-14000000.0,0.0,0.0,-1000000.0,-1000000.0
,purchasesOfInvestments,-5600207000.0,-2718604000.0,-2447955000.0,-1129263000.0,-369208000.0,-111154000.0,-20131000.0,0.0,0.0
,salesMaturitiesOfInvestments,3721405000.0,2477038000.0,1698264000.0,642073000.0,139872000.0,48350000.0,2375000.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-1931848000.0,-569475000.0,-810633000.0,-527170000.0,-269686000.0,-83840000.0,-40366000.0,-5332000.0,-2795000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,2578591000.0,688014000.0,1041688000.0,560057000.0,224423000.0,136251000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,3557350000.0,736351000.0,1072182000.0,574831000.0,228585000.0,137855000.0,140000.0,70053000.0,57000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,3221000.0,1742000.0,-1867000.0,2102000.0,1027000.0,-1654000.0,-549000.0,-243000.0,36000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,2053681000.0,239233000.0,269006000.0,57664000.0,-26057000.0,68117000.0,-41576000.0,65874000.0,-661000.0
,cashAtEndOfPeriod,2703597000.0,649916000.0,410683000.0,141677000.0,84013000.0,110070000.0,41953000.0,83529000.0,17655000.0
,cashAtBeginningOfPeriod,649916000.0,410683000.0,141677000.0,84013000.0,110070000.0,41953000.0,83529000.0,17655000.0,18316000.0
,operatingCashFlow,424958000.0,70615000.0,9324000.0,7901000.0,14017000.0,15756000.0,-801000.0,1396000.0,2041000.0
,capitalExpenditure,-41995000.0,-62397000.0,-41545000.0,-24262000.0,-26236000.0,-21036000.0,-22700000.0,-4504000.0,-2016000.0
,freeCashFlow,382963000.0,8218000.0,-32221000.0,-16361000.0,-12219000.0,-5280000.0,-23501000.0,-3108000.0,25000.0
