Date,2017-07-31,2017-07,2016-07-31,2016-07,2015-07-31,2015-07,2014-07-31,2014-07,2013-07-31,2013-07,2012-07-31
Revenue,390771000.0,391000000.0,324206000.0,324000000.0,397978000.0,398000000.0,330874000.0,331000000.0,151982000.0,152000000.0,132134000.0
Revenue Growth,-0.000585677749360614,0.206023330845203,0.000635802469135802,-0.185884646890029,-0.0000552763819095477,0.202874810350768,-0.000380664652567976,1.17788948691292,-0.000118421052631579,0.15034737463484,0.0
Cost of Revenue,217662000.0,218000000.0,184280000.0,184000000.0,218064000.0,218000000.0,190473000.0,190000000.0,71223000.0,71000000.0,63637000.0
Gross Profit,173109000.0,173000000.0,139926000.0,140000000.0,179914000.0,180000000.0,140401000.0,140000000.0,80759000.0,81000000.0,68497000.0
R&D Expenses,61689000.0,62000000.0,60929000.0,61000000.0,64157000.0,64000000.0,60733000.0,61000000.0,52314000.0,52000000.0,49864000.0
SG&A Expense,82141000.0,82000000.0,76742000.0,77000000.0,82124000.0,82000000.0,78747000.0,79000000.0,39253000.0,39000000.0,36348000.0
Operating Expenses,144506000.0,145000000.0,138874000.0,139000000.0,148115000.0,148000000.0,141486000.0,141000000.0,93149000.0,93000000.0,89375000.0
Operating Income,27812000.0,29000000.0,128000.0,1000000.0,29593000.0,32000000.0,-5029000.0,-1000000.0,-12866000.0,-12000000.0,-21982000.0
Interest Expense,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,2000000.0,0.0,0000000.0,179000.0
Earnings before Tax,28499000.0,28000000.0,799000.0,1000000.0,34106000.0,34000000.0,1600000.0,2000000.0,-12402000.0,-12000000.0,-20807000.0
Income Tax Expense,5944000.0,6000000.0,-1660000.0,-2000000.0,2588000.0,3000000.0,767000.0,1000000.0,-275000.0,-0000000.0,-938000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income,22555000.0,23000000.0,11174000.0,11000000.0,28226000.0,28000000.0,833000.0,1000000.0,-12127000.0,-12000000.0,-19869000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income Com,22555000.0,23000000.0,11174000.0,11000000.0,28226000.0,28000000.0,833000.0,1000000.0,-12127000.0,-12000000.0,-19869000.0
EPS,0.42,0.42,0.21,0.21,0.53,0.53,0.02,0.02,-0.25,-0.25,-0.4
EPS Diluted,0.41,0.41,0.21,0.21,0.52,0.52,0.02,0.02,-0.25,-0.25,-0.4
Weighted Average Shs Out,54127000.0,54000000.0,53783000.0,54000000.0,53658000.0,54000000.0,48214000.0,48000000.0,47719000.0,48000000.0,49080000.0
Weighted Average Shs Out (Dil),54872000.0,55000000.0,53974000.0,54000000.0,54531000.0,55000000.0,49150000.0,49000000.0,47719000.0,48000000.0,49080000.0
Dividend per Share,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Gross Margin,0.442993466762,0.44245524296675,0.431595960593,0.4320987654321,0.452070214937,0.45226130653266,0.424333734292,0.42296072507553,0.531372136174,0.53289473684211,0.518390421844
EBITDA Margin,0.0870125981713,0.092071611253197,0.021841051677,0.027777777777778,0.0969450572645,0.1105527638191,0.0113547755339,0.039274924471299,-0.0317274414075,-0.026315789473684,-0.0837407480285
EBIT Margin,0.0711721187089,0.076726342710997,0.000394810706773,0.030864197530864,0.0743583816191,0.080402010050251,-0.0151991392494,0.012084592145015,-0.0846547617481,-0.078947368421053,-0.166361420982
Profit Margin,0.0577192268618,0.058823529411765,0.0344657409178,0.033950617283951,0.0709235183854,0.07035175879397,0.00251757466588,0.0030211480362538,-0.0797923438302,-0.078947368421053,-0.150370078859
Free Cash Flow margin,0.0521481890928,,-0.00974380486481,,0.0953645678907,,-0.0202584669693,,-0.00816544064429,,-0.097143808558
EBITDA,34002000.0,36000000.0,7081000.0,9000000.0,38582000.0,44000000.0,3757000.0,13000000.0,-4822000.0,-4000000.0,-11065000.0
EBIT,27812000.0,30000000,128000.0,10000000,29593000.0,32000000,-5029000.0,4000000,-12866000.0,-12000000,-21982000.0
Consolidated Income,22555000.0,23000000.0,11174000.0,11000000.0,28226000.0,28000000.0,833000.0,1000000.0,-12127000.0,-12000000.0,-19869000.0
Earnings Before Tax Margin,0.0729301816153,0.071611253196931,0.00246448245868,0.0030864197530864,0.0856982044234,0.085427135678392,0.00483567762955,0.0060422960725076,-0.0816017686305,-0.078947368421053,-0.157468933053
Net Profit Margin,0.0577192268618,0.058823529411765,0.0344657409178,0.033950617283951,0.0709235183854,0.07035175879397,0.00251757466588,0.0030211480362538,-0.0797923438302,-0.078947368421053,-0.150370078859
