Date,2018-12-31,2017-12-31
Cash and cash equivalents,28431000.0,22978000.0
Short-term investments,4761000.0,28484000.0
Cash and short-term investments,33192000.0,51462000.0
Receivables,27696000.0,17053000.0
Inventories,0.0,0.0
Total current assets,66858000.0,71385000.0
Property Plant & Equipment Net,11020000.0,5381000.0
Goodwill and Intangible Assets,31998000.0,33259000.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,44117000.0,38883000.0
Total assets,110975000.0,110268000.0
Payables,1812000.0,833000.0
Short-term debt,3864000.0,2134000.0
Total current liabilities,41806000.0,30766000.0
Long-term debt,23042000.0,10490000.0
Total debt,26906000.0,12624000.0
Deferred revenue,32035000.0,10718000.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,34092000.0,17408000.0
Total liabilities,75898000.0,48174000.0
Other comprehensive income,0.0,0.0
Retained earnings (deficit),-374777000.0,-259473000.0
Total shareholders equity,35077000.0,62094000.0
Investments,4761000.0,28484000.0
Net Debt,-6286000.0,-38838000.0
Other Assets,5970000.0,2870000.0
Other Liabilities,36130000.0,27799000.0
