date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-24297000.0,-45515000.0,-52627000.0,-25872000.0,-40058000.0,-62084000.0,-63179000.0,-30361000.0,-14738000.0,-15064000.0,-2475000.0
,depreciationAndAmortization,25014000.0,22351000.0,15815000.0,15906000.0,13073000.0,11664000.0,9493000.0,8172000.0,8294000.0,7306000.0,6609000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,14537000.0,19572000.0,28868000.0,16137000.0,18088000.0,10454000.0,5588000.0,1202000.0,712000.0,721000.0,1035000.0
,changeInWorkingCapital,57475000.0,-39611000.0,154291000.0,-8264000.0,-14151000.0,-6694000.0,-39862000.0,59275000.0,1241000.0,5140000.0,-434000.0
,accountsReceivables,11412000.0,-11875000.0,8650000.0,2735000.0,-3936000.0,-7800000.0,2357000.0,-10264000.0,-4411000.0,-2029000.0,-1141000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-11468000.0,0.0,6566000.0,-1372000.0,-1849000.0,3418000.0,-199000.0,2625000.0,862000.0,-304000.0,98000.0
,otherWorkingCapital,168093000.0,110618000.0,150229000.0,-4062000.0,4202000.0,18353000.0,25047000.0,64909000.0,5634000.0,4393000.0,-747000.0
,otherNonCashItems,11864000.0,11273000.0,7521000.0,7500000.0,6827000.0,7092000.0,3624000.0,1751000.0,188000.0,2613000.0,2005000.0
,netCashProvidedByOperatingActivites,27651000.0,-18375000.0,8981000.0,-5937000.0,-22826000.0,-31545000.0,-18878000.0,1067000.0,10622000.0,5882000.0,7185000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-13085000.0,-13248000.0,-8290000.0,-8279000.0,-12705000.0,-14727000.0,-9824000.0,-8918000.0,-6308000.0,-5747000.0,-3336000.0
,acquisitionsNet,0.0,-21000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6000000.0
,purchasesOfInvestments,-104125000.0,0.0,0.0,0.0,-2004000.0,-68185000.0,-12959000.0,-13168000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,9000000.0,0.0,0.0,2000000.0,40225000.0,32667000.0,20830000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-108210000.0,-34162000.0,-8290000.0,-6279000.0,25516000.0,-50245000.0,-1953000.0,-22077000.0,-6308000.0,-5747000.0,-9725000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-36031000.0,-7511000.0,-214810000.0,-98017000.0,-84200000.0,-54787000.0,-10331000.0,-15790000.0,-2433000.0,-3791000.0,-5664000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,74538000.0,0.0,70132000.0,0.0,0.0,0.0
,commonStockRepurchased,-9667000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-599000.0,-814000.0,-30960000.0
,dividendsPaid,-3662000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-128000.0,-357000.0,-6000000.0,0.0,-581000.0,-2682000.0,-226000.0,-311000.0,-2078000.0,0.0,-3652000.0
,netCashUsedProvidedByFinancingActivities,40289000.0,-7415000.0,134902000.0,10698000.0,6089000.0,78790000.0,6260000.0,66952000.0,-467000.0,-2445000.0,-5319000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-40270000.0,-59952000.0,135593000.0,-1518000.0,8779000.0,-3000000.0,-14571000.0,45942000.0,3847000.0,-2310000.0,-7859000.0
,cashAtEndOfPeriod,90706000.0,130976000.0,190928000.0,55335000.0,56853000.0,48074000.0,51074000.0,65645000.0,19703000.0,15856000.0,18166000.0
,cashAtBeginningOfPeriod,130976000.0,190928000.0,55335000.0,56853000.0,48074000.0,51074000.0,65645000.0,19703000.0,15856000.0,18166000.0,26025000.0
,operatingCashFlow,27651000.0,-18375000.0,8981000.0,-5937000.0,-22826000.0,-31545000.0,-18878000.0,1067000.0,10622000.0,5882000.0,7185000.0
,capitalExpenditure,-13085000.0,-13248000.0,-8290000.0,-8279000.0,-12705000.0,-14727000.0,-9824000.0,-8918000.0,-6308000.0,-5747000.0,-3336000.0
,freeCashFlow,14566000.0,-31623000.0,691000.0,-14216000.0,-35531000.0,-46272000.0,-28702000.0,-7851000.0,4314000.0,135000.0,3849000.0
