date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,154244000.0,194451000.0,172882000.0,112828000.0,104866000.0,98827000.0,81574000.0,60016000.0,46143000.0,48037000.0,30784000.0,-3968000.0,5968000.0,32381000.0,32103000.0,29631000.0,22513000.0,19522000.0,10885000.0,12513000.0,10070000.0,11700000.0,10200000.0,9300000.0,3600000.0,2800000.0,-800000.0,-2400000.0,1000000.0
,depreciationAndAmortization,14893000.0,34213000.0,32971000.0,31101000.0,34542000.0,30312000.0,44459000.0,40431000.0,57305000.0,46121000.0,11352000.0,7540000.0,7046000.0,6685000.0,7467000.0,8927000.0,9260000.0,10204000.0,4700000.0,1520000.0,1923000.0,2300000.0,2300000.0,2200000.0,2300000.0,1400000.0,1600000.0,1200000.0,200000.0
,deferredIncomeTax,-13768000.0,330000.0,108000.0,22431000.0,1846000.0,6367000.0,14646000.0,5413000.0,-3656000.0,-3783000.0,15838000.0,0.0,-14409000.0,-2607000.0,-1988000.0,-1244000.0,926000.0,-508000.0,-1235000.0,1374000.0,-2235000.0,-700000.0,0.0,1000000.0,0.0,0.0,0.0,-300000.0,0.0
,stockBasedCompensation,10737000.0,9271000.0,8354000.0,7745000.0,5009000.0,4090000.0,2859000.0,2844000.0,1622000.0,1635000.0,1424000.0,1038000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,2852396000.0,-307955000.0,61148000.0,-10129713000.0,172016000.0,7397315000.0,-6902320000.0,336019000.0,4219173000.0,-3294342000.0,151480000.0,113896000.0,67950000.0,27294000.0,25809000.0,22772000.0,1767827000.0,-5000000.0,-1567000000.0,0.0,0.0,0.0,786000000.0,-256000000.0,-530000000.0,-309800000.0,81700000.0,228100000.0,-1500000.0
,accountsReceivables,-7992000.0,-1516000.0,-4442000.0,-2980000.0,-2197000.0,-75000.0,-944000.0,-7938000.0,1019000.0,-1243000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-933000.0,632000.0,164000.0,131000.0,-93000.0,-142000.0,89000.0,-122000.0,-629000.0,-403000.0,-784000.0,-2327000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-4991235000.0,-7843631000.0,-7535676000.0,-7596824000.0,2532889000.0,2360873000.0,-5036442000.0,1865878000.0,1529859000.0,-2689314000.0,605028000.0,453548000.0,339652000.0,271702000.0,244408000.0,218599000.0,195827000.0,-1572000000.0,-1567000000.0,0.0,0.0,0.0,0.0,-786000000.0,-530000000.0,0.0,309800000.0,228100000.0,0.0
,otherNonCashItems,-8797000.0,-17522000.0,3135000.0,-1209000.0,-708000.0,-5545000.0,-5909000.0,-10539000.0,-11634000.0,6307000.0,5144000.0,119000.0,60373000.0,4508000.0,893000.0,8392000.0,5821000.0,10882000.0,22602000.0,-9094000.0,660000.0,5300000.0,-4600000.0,8200000.0,-8400000.0,2700000.0,800000.0,1600000.0,-500000.0
,netCashProvidedByOperatingActivites,192292000.0,204747000.0,237201000.0,128525000.0,145847000.0,134756000.0,137618000.0,79636000.0,134899000.0,86424000.0,124136000.0,37257000.0,44365000.0,51507000.0,39151000.0,44012000.0,35542000.0,38881000.0,25884000.0,-10041000.0,11181000.0,18500000.0,7100000.0,19300000.0,-2800000.0,6600000.0,1700000.0,3600000.0,-800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-8720000.0,-8447000.0,-11328000.0,-6495000.0,-4520000.0,-7581000.0,-12485000.0,-13133000.0,-17137000.0,-15088000.0,-36503000.0,-6281000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,80000000.0,0.0,0.0,15000000.0,-155000000.0,0.0,248000000.0,146000000.0,0.0,0.0,-32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2118667000.0,-1196895000.0,-965585000.0,-355607000.0,-569825000.0,-467631000.0,-363693000.0,-457985000.0,-322342000.0,-453043000.0,-179332000.0,-162412000.0,-89055000.0,-3742000.0,-177797000.0,-32969000.0,-187767000.0,-416769000.0,-240403000.0,-174517000.0,-22124000.0,-10500000.0,-93300000.0,-36300000.0,-35700000.0,-10700000.0,-300000.0,-21300000.0,-11300000.0
,salesMaturitiesOfInvestments,800826000.0,687579000.0,502885000.0,314277000.0,408360000.0,378581000.0,243940000.0,460821000.0,331914000.0,221106000.0,162168000.0,84347000.0,103164000.0,79401000.0,153946000.0,78365000.0,117245000.0,220402000.0,64427000.0,133757000.0,1743000.0,17400000.0,59100000.0,33600000.0,13000000.0,10400000.0,3100000.0,1600000.0,7900000.0
,otherInvestingActivites,74406000.0,-7389000.0,-3185000.0,15369000.0,9935000.0,42824000.0,31058000.0,45699000.0,103653000.0,53597000.0,21612000.0,6933000.0,30751000.0,-288099000.0,-147011000.0,-202379000.0,-179170000.0,97349000.0,-15011000.0,16778000.0,-144326000.0,-221500000.0,-144400000.0,-162900000.0,-89800000.0,-83600000.0,-87400000.0,-59600000.0,-28800000.0
